feature,human-cont,human-full,create,continue,explain
pos_prop_CCONJ,0.047472146795154754,0.04822317142430677,0.048524446572100116,0.04641869769404175,0.05574047025591892
pos_prop_AUX,0.034724507645918376,0.03364439497202827,0.040932682374219494,0.04575176462271348,0.036010944216950266
pos_prop_ADV,0.07008867020116305,0.0660681908413421,0.06474137258909587,0.065096934300842,0.05278555684328599
pos_prop_VERB,0.055147731180522595,0.05581806763763131,0.0706502139003145,0.07879211425143276,0.07374637051845181
pos_prop_SCONJ,0.013170998120048644,0.013107697501112292,0.017654751434512235,0.011738704584071249,0.016662176042890386
pos_prop_PRON,0.022769776986192806,0.021229993374435145,0.022326758973655384,0.027773850939012728,0.02135401949900481
pos_prop_PART,0.010409797977164903,0.009994023702455198,0.01864697333343327,0.014421336045113803,0.013464430945955223
pos_prop_X,0.014108123887751397,0.013614974673571676,0.00883224726430226,0.010560092511719892,0.01817587306348293
pos_prop_PROPN,0.06922109284947772,0.06348272769937,0.02599488353185882,0.03149921463437342,0.03829622061957272
connectives,22.2,25.6,8.4,10.0,9.6
duplicate_ngram_chr_fraction_5,0.024526682671332345,0.09363312342951205,0.03955500618046971,0.039183306930729966,0.1449707155863645
duplicate_ngram_chr_fraction_6,0.020352489067947635,0.08169828224734352,,0.02365930599369085,0.15178587266818186
duplicate_ngram_chr_fraction_7,0.016025462733090304,0.06920372654402193,,,0.18685081350081736
duplicate_ngram_chr_fraction_8,,0.07254179582500261,,,0.1573043178526268
duplicate_ngram_chr_fraction_9,,0.06340937573367841,,,0.1573043178526268
duplicate_ngram_chr_fraction_10,,0.10525976020416711,,,0.11470239389477066
top_ngram_chr_fraction_3,0.013021340982790125,0.01863013071563416,0.03755011589699177,0.034798642550168964,0.03170164906835885
top_ngram_chr_fraction_4,0.015477822195212921,0.014054148433833583,0.03044397463002114,0.031855588001061856,0.0439761795693999
pos_prop_NUM,0.011818030321720569,0.009922324256360228,0.006825938566552901,0.001996007984031936,0.0022026431718061676
