persona,pos_prop_ADJ,pos_prop_NOUN,pos_prop_ADP,pos_prop_DET,pos_prop_PUNCT,pos_prop_ADV,pos_prop_NUM,pos_prop_VERB,pos_prop_PRON,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_AUX,pos_prop_PART,pos_prop_PROPN,pos_prop_X,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,entropy,perplexity,per_word_perplexity,first_order_coherence,second_order_coherence,connectives,connectives_cap,pos_prop_SPACE,file,pos_prop_INTJ
create,0.11670235546038545,0.2366167023554604,0.07922912205567452,0.11241970021413276,0.10492505353319058,0.07173447537473233,,0.09528907922912205,0.02676659528907923,0.046038543897216275,0.020342612419700215,0.06531049250535331,0.019271948608137045,0.004282655246252677,0.0010706638115631692,2.7166540366941656,0.5036315980405827,0.45369457465156815,0.08070080608317538,7.267942583732057,6.0,4.252213167242427,15.773584905660377,16.0,4.800320388025855,2.5107655502392343,2.0,1.6010250566792044,836,424,0.507177033492823,6174,53,True,379.0,0.8950749464668094,6.610278372591006,934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06789331051205248,0.02966766509770361,0.015974896591071173,0.015974896591071173,0.0,0.0,0.003993724147767793,0.01996862073883897,0.012409071459135643,0.01284796573875803,16.96000089633847,20.18873160603051,17.577070628535306,22.52952965604406,20.688802022208172,25.058947368421048,63.62047485781349,7.547169811320755,11.928637390425635,151544.92436325664,162.25366634181654,0.6987140690191433,0.6997365762534387,28,7,,68,
explain,0.059431524547803614,0.18733850129198967,0.09431524547803617,0.09431524547803617,0.1020671834625323,0.10852713178294573,,0.11757105943152454,0.05813953488372093,0.041343669250646,0.020671834625323,0.05555555555555555,0.027131782945736434,0.016795865633074936,0.003875968992248062,3.292014441786125,0.6724985078636496,0.46643915627407456,0.06547085358552109,6.218705035971223,6.0,3.79752983601739,19.305555555555557,20.0,5.7630019397901195,2.0920863309352518,2.0,1.495367655194416,695,332,0.4776978417266187,4401,36,True,365.0,0.8850129198966409,5.686046511627907,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07980295566502463,0.038620689655172416,0.038620689655172416,0.02246305418719212,0.02246305418719212,0.02246305418719212,0.013004926108374384,0.007093596059113301,0.008275862068965517,0.028423772609819122,36.81561937489772,16.625785371702637,16.594172100314452,19.2330135891287,17.512878497202244,19.232748201438856,58.01059152677858,7.472222222222222,12.043962822274825,170069.5622894256,219.72811665300466,0.7096139184066228,0.6810230244608486,27,6,0.012919896640826873,68,
human,0.07529722589167767,0.18229854689564068,0.08586525759577279,0.1334214002642008,0.10039630118890357,0.11096433289299867,0.015852047556142668,0.08718626155878467,0.05680317040951123,0.04095112285336856,0.0066050198150594455,0.05548216644649934,0.011889035667107,0.034346103038309116,0.002642007926023778,2.648785114637031,0.8264236881200012,0.4287111067754866,0.09057675299535403,6.038179148311307,5.0,3.7253363864992766,12.61111111111111,11.5,5.892294612667389,1.9926578560939794,2.0,1.3056768007056099,681,384,0.5638766519823789,4188,54,True,365.0,0.8916776750330251,5.532364597093792,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007079288025889968,0.007281553398058253,0.011529126213592233,0.011889035667107,48.758011583011566,12.84169603524229,13.5591,15.617131669114048,13.315379344101814,17.357356828193826,46.531815956926096,4.277777777777778,12.771152139879655,351917.53088763624,464.88445295592635,0.6285140591691125,0.6259749783919408,19,4,,6,
continue,0.10817307692307693,0.22235576923076922,0.0889423076923077,0.14543269230769232,0.09014423076923077,0.06850961538461539,0.002403846153846154,0.0889423076923077,0.036057692307692304,0.04447115384615385,0.01201923076923077,0.051682692307692304,0.014423076923076924,0.026442307692307692,,3.192995412678353,0.8011214046367781,0.41796574068611925,0.07762040627683851,6.865257595772787,6.0,4.228021306410614,18.023809523809526,17.0,6.0532875571405915,2.3553500660501983,2.0,1.5545606965815155,757,365,0.4821664464993395,5272,42,True,372.0,0.9086538461538461,6.336538461538462,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06602521566025216,0.02488387524883875,0.009621765096217651,0.0,0.0,0.0,0.006967485069674851,0.00829462508294625,0.025215660252156602,0.004807692307692308,24.255652173913063,19.232416493678056,18.114530090591327,22.480329621941248,19.917268037994596,22.925442536327605,62.54164307731019,8.023809523809524,13.407202816297573,664774.2685990727,799.0075343738855,0.7213305852762083,0.7121159948408604,29,9,,6,
create,0.10571923743500866,0.21143847487001732,0.08838821490467938,0.12824956672443674,0.1022530329289428,0.0831889081455806,,0.07972270363951472,0.029462738301559793,0.045060658578856154,0.01386481802426343,0.0415944540727903,0.01733102253032929,0.02772963604852686,0.0034662045060658577,2.875746685814644,0.7075406697738775,0.45745836865998446,0.08784508944555634,6.602316602316602,5.5,4.1501912362500075,16.1875,16.0,6.191917614923506,2.2606177606177607,2.0,1.5193835129085944,518,297,0.5733590733590733,3479,32,True,236.0,0.8752166377816292,6.02946273830156,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008306065945129625,0.0,0.0,0.029462738301559793,30.065488047808742,17.398414575289582,16.488562061119826,19.988513513513514,17.760661196911194,21.193050193050187,58.272442084942085,6.8125,7.966921374832755,2883.965035830054,4.998206301265259,0.6538110067767482,0.6428784889479479,19,7,0.022530329289428077,6,
explain,0.08303249097472924,0.20336943441636582,0.10469314079422383,0.13477737665463296,0.08904933814681107,0.07460890493381468,0.0024067388688327317,0.08543922984356198,0.026474127557160047,0.0457280385078219,0.019253910950661854,0.05415162454873646,0.01444043321299639,0.056558363417569195,0.006016847172081829,2.9599555753868776,0.8203625805994678,0.4487782264151885,0.09665720499890346,6.58784676354029,6.0,4.080337261396802,16.822222222222223,17.0,5.665838719471437,2.223249669749009,2.0,1.4679629420471763,757,330,0.43593130779392336,5061,45,True,372.0,0.9085439229843562,6.090252707581228,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10692796974385423,0.09420663572288121,0.048134777376654635,0.013408973697782363,0.0,0.0,0.010314595152140279,0.007735946364105209,0.0,0.009626955475330927,31.704608473824294,17.205012769704975,16.75479494252189,20.255969470130637,18.009869367385882,21.17696169088506,57.77334507559078,6.888888888888889,13.587902255749391,796436.1610262241,958.406932642869,0.7024788634258915,0.7004392675968797,21,0,,6,
human,0.0727470141150923,0.23995656894679696,0.10640608034744843,0.13246471226927253,0.10532030401737243,0.0998914223669924,0.01737242128121607,0.07057546145494029,0.023887079261672096,0.04017372421281216,0.013029315960912053,0.04234527687296417,0.010857763300760043,0.016286644951140065,0.008686210640608035,2.8260848723310263,0.9177748121249921,0.44714225383520945,0.08527117146701915,6.3605359317904995,5.0,3.813764634478451,15.49056603773585,16.0,7.062050163358368,2.1571254567600486,2.0,1.380537599427246,821,464,0.5651644336175395,5337,53,True,406.0,0.8827361563517915,5.7947882736156355,921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00399616368286445,0.0,0.0,0.03474484256243214,35.47832167832169,15.905401144485555,15.927268368360593,19.15603153080689,16.27340725760118,19.689110840438484,54.954634247236456,6.113207547169812,13.9944299977506,1195924.3963621275,1298.5064021304315,0.5675823535913458,0.5639597775012839,29,6,,54,
continue,0.08004158004158005,0.19854469854469856,0.07692307692307693,0.12681912681912683,0.09875259875259876,0.0945945945945946,,0.10291060291060292,0.04885654885654886,0.05197505197505198,0.018711018711018712,0.062370062370062374,0.018711018711018712,,0.002079002079002079,2.8415645945365027,0.5852567587331534,0.4540606673941742,0.07884351837819446,6.234140715109573,5.0,3.91187076884558,16.358490566037737,16.0,5.25606330776124,2.09919261822376,2.0,1.3700829813614679,867,435,0.5017301038062284,5500,53,True,459.0,0.8825363825363826,5.717255717255718,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008053055423969682,0.004263382283278067,0.0,0.031185031185031187,37.8489114658926,15.56028421579509,15.436733480356509,17.89287719527323,16.112048051184964,19.047289504036907,52.22930948183935,5.867924528301887,13.485422034361054,718860.0945294165,747.255815519144,0.686196226752005,0.6694021126364961,33,10,0.018711018711018712,54,
create,0.10088148873653281,0.20861900097943192,0.08227228207639568,0.13614103819784526,0.11067580803134182,0.07443682664054849,0.0009794319294809011,0.07835455435847209,0.043095004897159644,0.04407443682664055,0.013712047012732615,0.05778648383937316,0.019588638589618023,0.023506366307541625,0.005876591576885406,2.826255196304211,0.852419579262924,0.4316404154197517,0.09161909926826951,6.26431718061674,5.0,3.6541817027916936,17.46153846153846,16.0,8.289153103399505,2.104625550660793,2.0,1.306144649941894,908,449,0.4944933920704846,5801,52,True,471.0,0.8893241919686582,5.6816846229187075,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027083333333333334,0.0,0.0,0.0,0.0,0.0,0.023214285714285715,0.017708333333333333,0.0,0.0039177277179236044,36.8083124014253,16.054581497797358,15.804545918419173,18.26214842426296,16.805703151474077,19.339030837004405,51.71263978312436,5.980769230769231,14.016812146263518,1222993.5567566904,1197.8389390369152,0.6166584640535909,0.5972818475216627,36,9,,54,
explain,0.055487053020961775,0.22071516646115907,0.11344019728729964,0.12946979038224415,0.09741060419235512,0.08261405672009864,0.006165228113440197,0.09001233045622688,0.032059186189889025,0.04192355117139334,0.025893958076448828,0.051787916152897656,0.016029593094944512,0.01726263871763255,0.004932182490752158,3.0908571672993626,0.8198461320116941,0.4723410309221599,0.06085184143968615,6.25,5.0,3.8224334222795253,18.3,17.5,6.185466837676846,2.1352459016393444,2.0,1.449331226844352,732,362,0.49453551912568305,4655,40,True,371.0,0.8877928483353884,5.739827373612823,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07985074626865672,0.051865671641791046,0.051865671641791046,0.051865671641791046,0.051865671641791046,0.027238805970149254,0.014552238805970149,0.015671641791044775,0.010447761194029851,0.04315659679408138,35.7629746835443,16.742901639344264,16.58743788028819,19.45114754098361,17.1575,19.33251366120219,57.78087431693989,7.225,11.805360293101291,133968.5423915894,165.18932477384638,0.6707338893260711,0.6492743892105002,28,3,0.014796547472256474,54,
human,0.06167400881057269,0.16886930983847284,0.1013215859030837,0.1027900146842878,0.16299559471365638,0.07929515418502203,0.030837004405286344,0.0513950073421439,0.01908957415565345,0.0381791483113069,0.0014684287812041115,0.032305433186490456,0.010279001468428781,0.13509544787077826,0.004405286343612335,3.41711754493817,1.0897108486865412,0.4163751443065127,0.11066734074377205,6.070298769771529,5.0,3.9208307755487963,23.708333333333332,19.0,15.90984801589534,2.0369068541300526,2.0,1.4242594079981088,569,346,0.6080843585237259,3566,24,True,256.0,0.7782672540381792,5.236417033773862,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004945831370701837,0.011304757418747056,0.0,0.041116005873715125,30.42785714285715,17.69175087873462,17.458492825587552,20.098447568834214,19.01527387229057,18.644850615114233,57.978983596953725,8.125,11.22846104541333,75241.71263224819,110.48709637628222,0.40976310424182727,0.3509493868967349,25,4,,40,
continue,0.09976525821596244,0.24061032863849766,0.09507042253521127,0.1619718309859155,0.08450704225352113,0.057511737089201875,0.007042253521126761,0.07511737089201878,0.04342723004694836,0.04460093896713615,0.0035211267605633804,0.03990610328638498,0.01056338028169014,0.035211267605633804,0.0011737089201877935,2.9443122648191395,0.6474240158441805,0.4588234158015729,0.06775132503339804,6.635897435897436,5.0,4.190128030568699,17.333333333333332,17.0,4.779586221049312,2.2371794871794872,2.0,1.5178940348778256,780,391,0.5012820512820513,5248,45,True,385.0,0.9084507042253521,6.15962441314554,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026542800265428004,0.01692103516921035,0.01692103516921035,0.0,0.0,0.0,0.009124087591240875,0.025879230258792303,0.0,0.028169014084507043,31.25082973780286,17.56871794871795,16.887214914478655,20.31794871794872,18.491743589743592,21.511384615384618,58.48717948717949,7.133333333333334,13.628956253107738,829813.4978248053,973.9595044892081,0.6352168077772314,0.6486651502376379,11,2,,40,
create,0.10433763188745604,0.22626025791324736,0.10433763188745604,0.15943728018757328,0.08440797186400938,0.06447831184056271,0.0011723329425556857,0.07971864009378664,0.03399765533411489,0.03634232121922626,0.012895662368112544,0.029308323563892145,0.017584994138335287,0.044548651817116064,0.0011723329425556857,3.2461662503085007,0.8744282923540997,0.4429395379931911,0.08626395152183883,6.677336747759283,6.0,4.267119449938711,18.162790697674417,18.0,6.5447661764978085,2.2765685019206146,2.0,1.5883140803716116,781,368,0.471190781049936,5287,43,True,378.0,0.9085580304806565,6.198124267291911,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04582165815065106,0.04582165815065106,0.04582165815065106,0.02538322070215922,0.0,0.0,0.009065435965056864,0.013186088676446349,0.016482610845557938,0.03048065650644783,25.939482961222097,18.35699669475628,17.257356866755476,20.73502665038859,19.101651430783434,21.833034571062743,59.00786112020963,7.4186046511627906,12.509874382302753,271000.07654149877,317.70231716471136,0.578305755786243,0.5581281105647,20,3,,40,
explain,0.04971098265895954,0.2092485549132948,0.11907514450867052,0.12716763005780346,0.09826589595375723,0.06589595375722543,0.012716763005780347,0.07861271676300578,0.028901734104046242,0.04393063583815029,0.017341040462427744,0.058959537572254334,0.0011560693641618498,0.08670520231213873,0.0023121387283236996,3.224463242747011,0.8196743451604473,0.46284300773439213,0.08883274103061808,6.421052631578948,5.0,4.055439735284434,18.11627906976744,18.0,5.710900643040308,2.17201540436457,2.0,1.4733185127699961,779,309,0.39666238767650835,5088,43,False,386.0,0.8878612716763006,5.882080924855491,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20262440354464895,0.16428084526244036,0.14775051124744376,0.05555555555555555,0.03306066802999318,0.03306066802999318,0.012269938650306749,0.010736196319018405,0.026414451261077027,0.03005780346820809,31.11380247659318,17.105130608711224,17.176546345767235,20.596960921873603,17.87129742962056,20.321899871630297,59.4513239991641,7.488372093023256,13.917280742053784,1107129.0066283003,1279.9179267379195,0.579229642060541,0.6048036508443879,32,5,,40,
human,0.05657492354740061,0.1620795107033639,0.0779816513761468,0.0963302752293578,0.14220183486238533,0.09938837920489296,0.0030581039755351682,0.10856269113149847,0.0871559633027523,0.024464831804281346,0.024464831804281346,0.04434250764525994,0.019877675840978593,0.022935779816513763,0.03058103975535168,3.069239652616803,1.099951676558459,0.4575428297799674,0.09045374831507698,6.261180679785331,5.0,3.903548136174771,15.971428571428572,17.0,7.835763120045768,2.110912343470483,2.0,1.4634017240361716,559,327,0.5849731663685152,3607,35,True,285.0,0.8547400611620795,5.515290519877676,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018309859154929577,0.018309859154929577,0.018309859154929577,0.0,0.0,0.0,0.02535211267605634,0.011267605633802818,0.0,0.013761467889908258,37.04448462929474,15.547622795808845,15.60779440286122,18.338481983133146,16.045875287503193,19.16243291592129,51.21293125479171,5.628571428571429,8.944775107506143,7667.7239825836605,11.724348597222722,0.5175329232040573,0.5428858986406615,28,4,,41,
