persona,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,first_order_coherence,second_order_coherence,entropy,perplexity,per_word_perplexity,pos_prop_ADV,pos_prop_VERB,pos_prop_PRON,pos_prop_ADP,pos_prop_PROPN,pos_prop_DET,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PART,pos_prop_CCONJ,pos_prop_AUX,pos_prop_SPACE,pos_prop_ADJ,pos_prop_SCONJ,pos_prop_NUM,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,connectives,connectives_cap,pos_prop_X,file
create,True,378.0,0.8632580261593341,5.361474435196195,841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02062249379415696,0.012984533129654382,0.0,0.0,0.0,0.0,0.00687416459805232,0.004582776398701547,0.0,0.008323424494649227,43.33288409703502,13.954418732782372,14.050080200762867,16.354380165289257,13.676528925619834,17.545344352617082,47.635261707988974,4.545454545454546,6.0523415977961434,5.0,3.5454566859519074,13.2,14.0,5.699760760529579,2.0674931129476586,2.0,1.3745486799833715,726,390,0.5371900826446281,4509,55,0.47593456696981945,0.47086770756099866,11.905893351496148,148137.08166020838,176.14397343663302,0.08085612366230678,0.08799048751486326,0.05112960760998811,0.08442330558858502,0.04280618311533888,0.13912009512485138,0.20332936979785968,0.1367419738406659,0.011890606420927468,0.028537455410225922,0.04875148632580262,,0.06658739595719382,0.0178359096313912,,2.6014737457661745,0.9803631824488244,0.40674260471263013,0.1232044035039336,20,3,,68
explain,True,248.0,0.8198347107438017,4.808264462809917,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004693458492226459,0.02992079788794368,0.011440305074801994,0.03471074380165289,50.45189003436427,13.114867446393763,13.662883650711645,14.793216374269008,12.937777777777775,14.700116959064328,44.390448343079925,4.666666666666667,5.481481481481482,5.0,3.2903882924594385,17.1,16.0,4.962190376570949,1.8674463937621832,1.0,1.238582440353214,513,312,0.6081871345029239,2909,30,0.5307966902338225,0.5100503506837413,9.695426010025322,16243.141059793665,26.848167040981263,0.06446280991735537,0.06611570247933884,0.03636363636363636,0.11900826446280992,0.11900826446280992,0.09421487603305785,0.16859504132231404,0.15041322314049588,0.006611570247933884,0.03636363636363636,0.03966942148760331,0.011570247933884297,0.03966942148760331,0.003305785123966942,0.023140495867768594,2.934566860640693,0.7074054155398699,0.48703739377810584,0.07918401418555995,23,3,0.021487603305785124,68
human,False,125.0,0.5875706214689266,4.498587570621469,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07942044539844378,0.0348806010195868,0.0,0.0,0.0,0.0,0.010732492621411323,0.01931848671854038,0.035417225650657365,0.096045197740113,38.27597402597402,9.415237970289038,9.77229622039928,11.013797836266754,7.18445866300662,11.302380106571928,35.882629581785885,1.8863636363636365,5.396092362344582,5.0,3.327764520207037,6.3977272727272725,4.0,6.357779366341236,1.9076376554174068,1.0,1.4521357811739675,563,302,0.5364120781527532,3185,88,0.5509242368808509,0.5401879030518061,5.074768793310594,159.9352096139318,0.22589718872024264,0.046610169491525424,0.022598870056497175,0.005649717514124294,0.062146892655367235,0.2387005649717514,0.046610169491525424,0.15112994350282485,0.20480225988700565,,0.00847457627118644,0.009887005649717515,0.014124293785310734,0.1016949152542373,0.002824858757062147,0.07344632768361582,1.648619213906383,1.4968755239165075,0.4118519203905672,0.19728683694916482,8,1,0.011299435028248588,6
continue,True,428.0,0.9017142857142857,5.458285714285714,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022609007715772473,0.022609007715772473,0.01184281356540463,0.0,0.0,0.0,0.007177462766911897,0.010048447873676656,0.0,0.021714285714285714,46.39515343915346,14.636494045229494,15.05999262947958,17.080422855613545,14.849031714171012,17.182742138364777,51.75766091261876,5.8936170212765955,5.90691823899371,5.0,3.5122627854160178,16.914893617021278,16.0,4.77506728139763,2.0025157232704403,2.0,1.3031142999305918,795,389,0.48930817610062893,4776,47,0.6411910141291826,0.6381602214442359,12.585242986299253,292214.3789315274,333.95929020745984,0.09028571428571429,0.08571428571428572,0.04342857142857143,0.10628571428571429,0.061714285714285715,0.1462857142857143,0.18057142857142858,0.09142857142857143,0.021714285714285714,0.04342857142857143,0.045714285714285714,,0.06628571428571428,0.012571428571428572,0.004571428571428572,2.848358624515642,0.6649174132012432,0.4643884082829791,0.07665922021906421,32,8,,6
create,True,403.0,0.8849162011173184,5.673743016759777,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02825531914893617,0.020085106382978724,0.0,0.0,0.0,0.0,0.00851063829787234,0.010212765957446808,0.010893617021276596,0.00782122905027933,40.26944837340879,14.51434986462392,15.330065017916453,18.641915956767704,14.991340993638424,18.823839397741533,56.64243104624799,5.964912280701754,6.2484316185696365,6.0,3.525638402822527,13.982456140350877,14.0,4.773799943147926,2.0890840652446676,2.0,1.2098897319892148,797,415,0.520702634880803,5078,57,0.5689322349083211,0.596279451505027,13.553220265971817,769287.6732392805,859.5392997086933,0.08715083798882682,0.09720670391061452,0.03128491620111732,0.09162011173184358,0.035754189944134075,0.1318435754189944,0.2122905027932961,0.10949720670391061,0.017877094972067038,0.0446927374301676,0.05921787709497207,,0.054748603351955305,0.01899441340782123,0.00558659217877095,2.7346570524488603,0.7950342672163526,0.45404811243225246,0.10883683265130417,26,1,0.0022346368715083797,6
explain,True,389.0,0.8734463276836159,5.185310734463277,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046787968808020795,0.010768659487560341,0.0,0.0,0.0,0.0,0.012996658002227999,0.0103973264017824,0.011696992202005199,0.024858757062146894,44.20419693301051,14.591929824561404,15.215562675241255,17.023558897243106,14.641954887218041,15.814736842105255,50.70426065162907,6.023809523809524,5.641604010025063,5.0,3.1665345072409727,19.0,19.0,6.531972647421808,1.9298245614035088,2.0,1.2685071917561557,798,348,0.43609022556390975,4589,42,0.5242183575088658,0.5437740631401539,12.639648096919428,308552.7501709263,348.64717533438,0.07231638418079096,0.08248587570621468,0.031638418079096044,0.11977401129943503,0.13220338983050847,0.11864406779661017,0.1694915254237288,0.09830508474576272,0.00903954802259887,0.03389830508474576,0.03502824858757062,,0.04632768361581921,0.01694915254237288,0.0327683615819209,3.2209892869614882,0.8453560009754877,0.44390482469003995,0.05988970642603215,27,0,0.0011299435028248588,6
human,True,257.0,0.8135593220338984,4.923728813559322,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01156926727973895,0.0,0.0,0.0,0.0,0.0,0.014239098190447939,0.0026698309107089885,0.010679323642835954,0.03220338983050847,52.058459979736554,11.750128948130975,12.623101263956098,14.107002801120448,11.265984738723077,15.169249492900612,43.3810972664928,3.7142857142857144,5.695740365111562,5.0,3.39142249821413,11.738095238095237,11.0,5.503503316328107,1.9290060851926978,2.0,1.1398331013568486,493,293,0.5943204868154158,2905,42,0.5194721302789885,0.5514944307506084,6.9000647202623835,992.3389379631978,1.681930403327454,0.11186440677966102,0.09322033898305085,0.0711864406779661,0.0847457627118644,0.0288135593220339,0.09830508474576272,0.16101694915254236,0.16440677966101694,0.005084745762711864,0.023728813559322035,0.0576271186440678,0.022033898305084745,0.0576271186440678,0.01694915254237288,0.001694915254237288,2.6970050412883038,0.9592060483041297,0.41619620118721135,0.13491064970365466,8,0,0.001694915254237288,54
continue,True,344.0,0.8886198547215496,6.016949152542373,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010507880910683012,0.007355516637478109,0.0,0.00847457627118644,28.787947586922655,18.024896847022188,17.5058628484301,21.486388997015702,18.609702867523033,21.583433242506803,60.39172181134034,7.5,6.645776566757493,6.0,4.052096357122728,17.476190476190474,16.0,8.633374044502546,2.2711171662125342,2.0,1.4040849725890099,734,419,0.5708446866485014,4970,42,0.6219513537475794,0.6177866508602164,10.899680717157553,54159.068974389214,65.56788011427265,0.07142857142857142,0.08716707021791767,0.03753026634382567,0.09685230024213075,0.024213075060532687,0.11259079903147699,0.2324455205811138,0.11138014527845036,0.023002421307506054,0.039951573849878935,0.05205811138014528,,0.08958837772397095,0.01937046004842615,0.002421307506053269,2.809104100736831,1.1065676193085443,0.4446725928487575,0.13875715024334018,10,2,,54
create,True,355.0,0.8812949640287769,5.589928057553957,834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01999259533506109,0.0074046649389115145,0.0,0.0,0.0,0.0,0.011106997408367271,0.0072195483154387265,0.0,0.002398081534772182,42.258118300913054,15.281388774489617,15.735469404599304,18.550579514031888,15.710281226098722,18.69575101488498,55.03680061187268,6.260869565217392,6.179972936400541,5.0,3.5795736094189508,16.065217391304348,15.0,6.572016347041789,2.085250338294993,2.0,1.2730309844081091,739,392,0.530446549391069,4662,46,0.5643681180146005,0.5411056097258221,11.926139153482872,151166.80175132427,181.25515797520896,0.07673860911270983,0.07793764988009592,0.03597122302158273,0.08752997601918465,0.03237410071942446,0.14388489208633093,0.22541966426858512,0.11390887290167866,0.005995203836930456,0.03836930455635491,0.046762589928057555,,0.09832134292565947,0.01079136690647482,0.005995203836930456,2.839319737832887,0.8319172980951046,0.4395585141966135,0.1063900052761244,22,5,,54
explain,False,367.0,0.877038895859473,5.385194479297365,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21204819277108433,0.14016064257028113,0.10763052208835341,0.07068273092369477,0.05742971887550201,0.05742971887550201,0.020481927710843374,0.010441767068273093,0.009036144578313253,0.02383939774153074,45.31818181818181,14.323113964687003,15.151101081350806,17.230390583199576,14.876204521134298,17.197134831460676,50.80069555912253,5.738095238095238,5.908707865168539,5.0,3.570530523329555,16.952380952380953,18.0,6.582633649204336,1.9747191011235956,2.0,1.212959598878525,712,289,0.4058988764044944,4292,42,0.6500267793492573,0.6304309077560901,12.052391755857961,171509.12580406686,215.1933824392307,0.09661229611041405,0.09912170639899624,0.06775407779171895,0.0903387703889586,0.028858218318695106,0.1355081555834379,0.18193224592220827,0.10664993726474278,0.00878293601003764,0.03889585947302384,0.043914680050188205,0.01631116687578419,0.05520702634880803,0.028858218318695106,0.0012547051442910915,2.955610557560481,0.7824580247671044,0.4706041852162741,0.0928797558480199,18,2,,54
human,True,418.0,0.8209109730848861,4.748447204968944,966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004453516422341808,0.0,0.0,0.0,0.0,0.0,0.0029690109482278714,0.0,0.0,0.050724637681159424,56.355325896014406,11.447293233082707,13.023866798666859,14.077362898772357,11.173204834119197,13.813995157384987,41.97306826388004,3.982456140350877,5.383777239709443,4.0,3.32598228040298,14.491228070175438,13.0,9.09042837084853,1.8123486682808716,1.0,1.258344565490966,826,453,0.5484261501210653,4587,57,0.34669459295193,0.34090167803859167,13.33757815280303,620064.1086989157,641.8883112825214,0.09627329192546584,0.08799171842650104,0.057971014492753624,0.12525879917184266,0.028985507246376812,0.10248447204968944,0.19875776397515527,0.14596273291925466,0.013457556935817806,0.037267080745341616,0.020703933747412008,0.013457556935817806,0.030020703933747412,0.011387163561076604,0.024844720496894408,2.686335849099981,1.2548078348511045,0.44069597003207717,0.12072341169733779,33,10,0.005175983436853002,40
continue,True,446.0,0.9006622516556292,5.394039735099338,906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.012955182072829132,0.0,0.0,0.0,0.0,0.008403361344537815,0.0063025210084033615,0.0,0.01545253863134658,41.748013180849,14.048805163013245,14.318448969606603,16.272295537999334,13.657713363747632,16.738849449204405,47.902281072660514,4.909090909090909,5.872705018359853,5.0,3.6403090312799535,14.854545454545455,15.0,5.5017953493487655,2.0208078335373316,2.0,1.333425965849362,817,421,0.5152998776009792,4887,55,0.5537455431013195,0.5215374605976185,13.70639466099811,896626.4951856378,989.6539681960683,0.08278145695364239,0.09492273730684327,0.0772626931567329,0.09823399558498896,0.01434878587196468,0.15673289183222958,0.20750551876379691,0.09823399558498896,0.00772626931567329,0.04194260485651214,0.03863134657836645,,0.05518763796909492,0.016556291390728478,0.0033112582781456954,2.5859865648677864,0.7982714417995846,0.46335157059193693,0.09757950325098624,28,11,0.006622516556291391,40
create,True,410.0,0.8379237288135594,5.342161016949152,944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06827171109200345,0.03233018056749785,0.020292347377472056,0.0,0.0,0.0,0.005674978503869304,0.006190885640584695,0.021324161650902836,0.03283898305084746,40.58885099933694,14.38717734258126,15.197691213927534,17.851117457727007,14.4755247291355,17.6243329253366,49.156557414207356,5.148148148148148,6.017135862913097,5.0,3.6212618590145493,15.12962962962963,15.0,6.095068730194004,2.040391676866585,2.0,1.2814785842491125,817,390,0.4773561811505508,5043,54,0.5143620939749591,0.4616865444785127,13.424465881345315,676349.9383358035,716.4723923048765,0.08898305084745763,0.09322033898305085,0.04343220338983051,0.0826271186440678,0.019067796610169493,0.13029661016949154,0.20021186440677965,0.13453389830508475,0.009533898305084746,0.023305084745762712,0.04978813559322034,0.024364406779661018,0.08050847457627118,0.018008474576271187,0.00211864406779661,2.844580172191009,0.9859559203954487,0.4376564984944266,0.0962517728695094,23,4,,40
explain,True,342.0,0.8681462140992167,5.272845953002611,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432225063938619,0.12745098039215685,0.11508951406649616,0.10315430520034101,0.10315430520034101,0.08013640238704177,0.00959079283887468,0.010230179028132993,0.017902813299232736,0.04308093994778068,45.62148521989907,14.534491330366738,14.77791319909322,16.433880619917144,14.778371183059697,16.49463556851312,47.49869571888906,5.315789473684211,5.771137026239067,5.0,3.6479693047336905,18.05263157894737,17.5,6.021659888405716,1.956268221574344,2.0,1.298512294430072,686,301,0.4387755102040816,4039,38,0.5921558065188898,0.6069116766254107,11.812006448800238,134861.88353691634,176.05990017874197,0.08746736292428199,0.09138381201044386,0.028720626631853787,0.09399477806788512,0.018276762402088774,0.14882506527415143,0.2310704960835509,0.10443864229765012,0.01174934725848564,0.0391644908616188,0.04046997389033943,0.0195822454308094,0.04569190600522193,0.02349869451697128,0.007832898172323759,2.9340600406029402,0.6498643901957049,0.486729018184916,0.06748651733820263,23,5,0.007832898172323759,40
human,True,257.0,0.8363970588235294,4.716911764705882,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015221707478491065,0.0,0.0,0.0,0.0,0.0,0.011912640635340834,0.0,0.0,0.025735294117647058,58.22991071428572,11.68925310888687,12.964793036080376,13.77740370033364,11.910714285714292,13.563142250530785,45.483848953594176,4.821428571428571,5.292993630573249,5.0,2.851440906278376,16.821428571428573,16.0,10.596675932400997,1.7558386411889597,1.0,1.1009756759036446,471,288,0.6114649681528662,2566,28,0.4936302560898993,0.4918639318874249,7.704818063991072,2219.013627050606,4.079069167372437,0.10661764705882353,0.07720588235294118,0.06801470588235294,0.10477941176470588,0.05698529411764706,0.125,0.16544117647058823,0.13419117647058823,0.009191176470588236,0.02022058823529412,0.042279411764705885,0.014705882352941176,0.04963235294117647,0.011029411764705883,0.014705882352941176,2.7449761611252295,1.208551004888428,0.4855363245114798,0.1141992103932456,14,4,,41
continue,True,420.0,0.895712630359212,5.184241019698725,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01905850962454736,0.01905850962454736,0.01905850962454736,0.01905850962454736,0.01905850962454736,0.0,0.010482180293501049,0.009910425004764627,0.0,0.010428736964078795,54.07699063231851,12.126381214193312,13.371156678226303,14.835788209203475,12.184127240805765,15.403518758085383,46.01573184254297,4.446428571428571,5.671410090556274,5.0,3.0845225954201663,13.803571428571429,13.0,4.60364623678551,1.892626131953428,2.0,1.1016205685444864,773,378,0.4890038809831824,4474,56,0.6565863441337239,0.6373751033097506,13.151765921751439,514919.5334712952,596.6622635820338,0.10196987253765932,0.10428736964078796,0.06025492468134415,0.0996523754345307,0.04982618771726535,0.11239860950173812,0.17265353418308227,0.10428736964078796,0.016222479721900347,0.04055619930475087,0.06488991888760139,,0.055619930475086905,0.01738122827346466,,2.721885507266957,0.7917902406408184,0.44707378118494007,0.10507021649149506,21,9,,41
