persona,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,entropy,perplexity,per_word_perplexity,first_order_coherence,second_order_coherence,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,pos_prop_NOUN,pos_prop_AUX,pos_prop_VERB,pos_prop_DET,pos_prop_ADV,pos_prop_ADJ,pos_prop_PUNCT,pos_prop_PROPN,pos_prop_SCONJ,pos_prop_ADP,pos_prop_CCONJ,pos_prop_PART,pos_prop_NUM,pos_prop_X,pos_prop_PRON,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,connectives,connectives_cap,pos_prop_SPACE,pos_prop_SYM,file,pos_prop_INTJ
create,2.6235288537673687,0.3326799166587939,0.477672868088237,0.05041662839501581,17.944959366194777,62143660.41887054,82968.83901050806,0.8627099820545742,0.8698878486951193,True,231.0,0.8718291054739653,5.735647530040054,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014726938024135815,0.014726938024135815,0.0,0.0,0.0,0.0,0.008181632235631009,0.013499693188791163,0.0,0.030707610146862484,23.331164901664152,15.667540299441807,16.505661758641814,18.739026553289165,19.943813448797535,20.325204236006048,71.65845897021232,11.137931034482758,0.2937249666221629,0.03871829105473965,0.1268357810413885,0.0534045393858478,0.0267022696929239,0.1268357810413885,0.11481975967957277,0.025367156208277702,0.0053404539385847796,0.10947930574098798,0.036048064085447265,0.014686248331108143,0.0013351134846461949,,0.014686248331108143,6.364599092284418,6.0,3.321668560430841,22.79310344827586,23.0,6.945002223602969,1.8956127080181544,2.0,1.0521911988756154,661,366,0.5537065052950075,4296,29,10,1,0.012016021361815754,,68,
explain,2.804829926963492,0.6363080051752831,0.49501505163267084,0.08105966742798539,17.89505618288605,59118601.72695769,76282.06674446154,0.7805952327004795,0.7884027404444558,True,251.0,0.8425806451612903,5.183225806451613,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007119741100323625,0.005177993527508091,0.0,0.014193548387096775,33.00077744209469,14.138356495468276,15.247664890283005,16.983766364551865,17.35818227593152,17.507975830815706,63.909566968781476,9.233333333333333,0.26064516129032256,0.03612903225806452,0.10709677419354839,0.05419354838709677,0.03096774193548387,0.0967741935483871,0.12774193548387097,0.05419354838709677,0.014193548387096775,0.10838709677419354,0.03483870967741935,0.016774193548387096,0.005161290322580645,,0.027096774193548386,5.8927492447129906,5.0,3.1968132726613514,22.066666666666666,22.0,6.174859422601367,1.7900302114803626,1.0,1.0118737662004726,662,364,0.5498489425981873,4017,30,19,3,0.014193548387096775,0.011612903225806452,68,
human,3.624791432538933,1.0660211055826077,0.4294056325035984,0.06622695219079573,26.76952869426424,422531017083.4291,418347541.66676146,0.8161675988563469,0.8062807122866312,True,284.0,0.7762376237623763,4.199009900990099,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1214444220294533,0.06495864434133548,0.03590881581601775,0.03590881581601775,0.024208190437764777,0.0,0.008069396812588258,0.022594311075247127,0.016945733306435343,0.011881188118811881,40.859481668773725,14.336334626618427,15.084050914968675,17.332595143641836,16.156881729805136,13.01284450063211,57.87004664545098,8.344827586206897,0.2514851485148515,0.026732673267326732,0.07227722772277227,0.060396039603960394,0.02277227722772277,0.08118811881188119,0.18118811881188118,0.1,0.005940594059405941,0.10792079207920792,0.032673267326732675,0.0029702970297029703,0.0049504950495049506,0.023762376237623763,0.01287128712871287,5.084702907711757,4.0,3.2372134747560266,27.275862068965516,25.0,12.870432706398823,1.6346396965865992,1.0,0.9733560956258216,791,289,0.36536030341340076,4241,29,31,14,,0.01287128712871287,6,
continue,2.592781246089039,1.0446889846558203,0.4318381193892594,0.11828300069626872,22.805012680744,8018463690.957973,8249448.241726309,0.5844423250326107,0.5978106365073472,True,225.0,0.7685185185185185,4.520576131687243,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10724070450097847,0.09941291585127202,0.0949119373776908,0.08180039138943249,0.047553816046966735,0.01604696673189824,0.005870841487279843,0.010763209393346379,0.010567514677103719,0.018518518518518517,47.22460064683054,10.513138680465719,12.857556352371635,13.687234152652008,11.854644243208277,14.187994825355755,51.81187580853817,5.62,0.21296296296296297,0.023662551440329218,0.07613168724279835,0.04835390946502058,0.015432098765432098,0.09567901234567901,0.17592592592592593,0.16049382716049382,0.00102880658436214,0.10185185185185185,0.01748971193415638,0.00720164609053498,0.03189300411522634,0.00411522633744856,0.01131687242798354,5.425614489003881,5.0,3.2200401018606652,15.46,15.0,10.47322299963101,1.7011642949547219,1.0,0.9849901675585329,773,351,0.4540750323415265,4394,50,15,4,,0.01646090534979424,6,
create,3.4818127417299376,0.7768322366396956,0.4426194684021363,0.05345451648435932,17.600815065530917,44049081.79544513,51101.022964553515,0.8661919069290162,0.8480397015810013,True,184.0,0.7923433874709976,5.096287703016241,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09724990035870865,0.07552809884416102,0.04224790753288163,0.013949780789159028,0.0,0.0,0.007971303308090873,0.00996412913511359,0.011956954962136309,0.02320185614849188,20.192884615384628,17.17904255319149,18.0345432365134,20.888707037643208,20.42109656301146,18.43007092198582,72.22176759410802,12.23076923076923,0.2459396751740139,0.012761020881670533,0.10440835266821345,0.04988399071925754,0.018561484918793503,0.12180974477958237,0.16009280742459397,0.10440835266821345,0.0069605568445475635,0.0951276102088167,0.02320185614849188,0.0069605568445475635,0.01740139211136891,,0.008120649651972157,6.00709219858156,6.0,3.4293196684856517,27.115384615384617,25.5,6.86869668007259,1.8808510638297873,2.0,1.088946064325275,705,344,0.4879432624113475,4393,26,8,2,0.01160092807424594,0.012761020881670533,6,
explain,2.7844212073853893,0.5226335899026644,0.5018653160033981,0.07896963279677156,15.095087239738083,3595117.524630837,5302.533222169376,0.8147419393062592,0.832282284895579,True,190.0,0.8156342182890856,4.799410029498525,678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05814883969058415,0.033075486796479064,0.014937316617764738,0.014937316617764738,0.0,0.0,0.008802347292611363,0.013336889837289943,0.008002133902373967,0.02359882005899705,37.12967250236585,13.51723198594025,14.718211749993877,16.275814519399756,15.545611734486954,15.347627416520208,60.90043260781398,8.538461538461538,0.2713864306784661,0.02654867256637168,0.10619469026548672,0.05309734513274336,0.019174041297935103,0.08997050147492626,0.140117994100295,0.0752212389380531,0.011799410029498525,0.10914454277286136,0.03392330383480826,0.0029498525073746312,0.0029498525073746312,,0.02359882005899705,5.527240773286468,5.0,3.2439826051290286,21.884615384615383,20.0,6.600273438839911,1.7434094903339192,1.0,0.9978340212176516,569,245,0.4305799648506151,3254,26,16,1,0.016224188790560472,0.017699115044247787,6,
human,3.568233792243427,1.4146561127989896,0.4046227283709481,0.05405148051670635,18.917560973164917,164358565.33829945,231165.35209324816,0.7149749942447828,0.8044601600955833,True,211.0,0.819971870604782,5.085794655414909,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07541297581996648,0.067991381374192,0.054584630117309074,0.03543212832176203,0.03543212832176203,0.03543212832176203,0.011491501077328227,0.014364376346660282,0.015800813981326312,0.03234880450070324,31.186895620022767,14.97516211604096,16.975882523387877,19.39124004550626,18.837394766780434,18.01686006825938,66.90813424345848,10.375,0.23628691983122363,0.03656821378340366,0.08579465541490858,0.052039381153305204,0.03234880450070324,0.12236286919831224,0.1420534458509142,0.07313642756680731,0.009845288326300985,0.0970464135021097,0.03938115330520394,0.02250351617440225,0.007032348804500703,0.02812939521800281,0.015471167369901548,5.9573378839590445,5.0,3.3898899694958176,24.416666666666668,25.5,10.754521013147086,1.7832764505119454,1.0,1.0799729085963576,586,306,0.5221843003412969,3616,24,15,4,,,54,
continue,2.852390530684959,0.56044431830009,0.4602077698041372,0.04908590487941659,14.086517828136675,1311284.6036150681,2125.2586768477604,0.8327405566260928,0.8349053591489792,True,180.0,0.8314424635332253,5.2658022690437605,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10515078729650387,0.07526020816653323,0.04136642647451294,0.0,0.0,0.0,0.007205764611689352,0.02722177742193755,0.029356818788364023,0.03565640194489465,30.346437977909943,15.067922684791846,16.52667757954773,18.774001699235345,18.610530161427356,17.79020560747664,65.81350892098556,10.090909090909092,0.2739059967585089,0.03727714748784441,0.11021069692058347,0.05834683954619125,0.014586709886547812,0.11345218800648298,0.1312803889789303,0.050243111831442464,0.004862236628849271,0.10048622366288493,0.03079416531604538,0.014586709886547812,0.024311183144246355,,0.02106969205834684,5.919626168224299,5.0,3.2759514349536745,24.318181818181817,24.5,7.847329387275436,1.794392523364486,1.0,1.0370547598354538,535,276,0.5158878504672897,3249,22,8,3,0.014586709886547812,,54,
create,2.9396153502467945,0.4759491963535182,0.47117069802264283,0.06253112272923901,14.098540637544895,1327145.0811842403,1830.5449395644694,0.8708011656999588,0.8537285923957825,True,196.0,0.8744827586206897,5.67448275862069,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282268303004655,0.10833685992382565,0.10833685992382565,0.06559458315700381,0.022005924672027083,0.022005924672027083,0.005713076597545493,0.03999153618281845,0.046974185357596274,0.041379310344827586,16.69501797637392,18.60831168831169,19.66742881520984,23.209362389023408,23.312920243598207,19.808751926040056,80.05730427764325,15.19047619047619,0.2524137931034483,0.023448275862068966,0.12137931034482759,0.04551724137931035,0.03310344827586207,0.14758620689655172,0.0993103448275862,0.07448275862068965,0.011034482758620689,0.10758620689655173,0.028965517241379312,0.016551724137931035,0.006896551724137931,,0.015172413793103448,6.218798151001541,6.0,3.16834561938553,30.904761904761905,30.0,10.96272803163937,1.87673343605547,2.0,1.0460422695637492,649,322,0.49614791987673346,4114,21,16,3,0.016551724137931035,,54,
explain,2.879167741280445,0.6200946225926374,0.45628738725887186,0.04927947089864832,17.00387952374278,24248844.476110548,32636.39902572079,0.8780190723913687,0.8754192865811862,False,245.0,0.8950201884253028,5.624495289367429,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2162106135986733,0.11608623548922056,0.09432006633499171,0.01616915422885572,0.0,0.0,0.020522388059701493,0.03171641791044776,0.03648424543946932,0.03095558546433378,28.481689189189183,15.195737880737884,17.163998378684468,19.664435864435866,19.472496782496783,19.17141141141141,71.08301158301158,11.25,0.2853297442799462,0.029609690444145357,0.126514131897712,0.07133243606998654,0.03230148048452221,0.11440107671601615,0.10228802153432032,0.034993270524899055,0.016150740242261104,0.11305518169582772,0.03095558546433378,0.017496635262449527,0.0026917900403768506,,0.02288021534320323,6.1591591591591595,6.0,3.2366911906385587,23.785714285714285,21.5,7.770627584772319,1.822822822822823,1.0,1.061963938675267,666,305,0.45795795795795796,4179,28,18,4,,,54,
human,3.6136057316154706,1.4041390532445084,0.44983946832705285,0.05516623879110658,26.488678699116953,319070749088.38464,314976060.3044271,0.6995784279424697,0.6780854141519915,True,351.0,0.8084896347482725,4.663376110562685,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09174643308650894,0.0711576666064656,0.037565468665342244,0.0,0.0,0.0,0.013003431461080007,0.016254289326350008,0.019505147191620012,0.009871668311944718,44.56945939104651,13.351345194185289,14.554592549557764,16.458291748029218,16.834738193389747,14.953365155131262,58.44883199537138,8.393939393939394,0.25765054294175715,0.029615004935834157,0.07897334649555775,0.05231984205330701,0.022704837117472853,0.08390918065153011,0.1362290227048371,0.06811451135241856,0.01579466929911155,0.1125370187561698,0.05330700888450148,0.02073050345508391,0.02073050345508391,0.023692003948667325,0.023692003948667325,5.428400954653938,5.0,3.045244357164784,25.393939393939394,27.0,11.342971108668332,1.6133651551312649,1.0,1.0134714970109495,838,373,0.4451073985680191,4724,33,20,5,,,40,
continue,2.774763828745093,0.4526255282857053,0.4854661386754559,0.054629553597579275,13.082637575698476,480526.46104960475,835.6981931297474,0.8291905919710795,0.810389369726181,True,189.0,0.8747826086956522,5.464347826086956,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02034084661902144,0.0,0.0,0.0,0.0,0.0,0.00577240241891149,0.019791094007696537,0.0,0.029565217391304348,29.152054280670797,15.00867166813769,16.133371291317395,18.218005295675198,18.44308914386584,18.10135922330097,64.37996469549869,9.590909090909092,0.3008695652173913,0.03826086956521739,0.10782608695652174,0.050434782608695654,0.02608695652173913,0.07304347826086957,0.09565217391304348,0.05565217391304348,0.010434782608695653,0.12173913043478261,0.04695652173913043,0.017391304347826087,0.020869565217391306,,0.020869565217391306,5.980582524271845,6.0,3.337869160774862,23.40909090909091,22.5,7.877811711089057,1.8194174757281554,1.0,1.1390728858621162,515,267,0.5184466019417475,3142,22,8,3,0.01217391304347826,0.0017391304347826088,40,
create,2.914727931991667,0.8872886942530942,0.4991644642108665,0.05553204859190192,18.058410464696028,69609420.2590917,82378.01214093693,0.7940310417459562,0.7991747468709945,True,240.0,0.8473372781065088,5.62603550295858,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06457530728306733,0.037791230966795084,0.022381214456063107,0.022381214456063107,0.0,0.0,0.006053935057787562,0.013208585580627407,0.013208585580627407,0.03905325443786982,18.990304659498207,17.456129032258065,17.920263615859,20.75340501792115,21.79160842293907,19.883709677419358,74.8673835125448,13.037037037037036,0.28994082840236685,0.02485207100591716,0.12307692307692308,0.04142011834319527,0.021301775147928994,0.08165680473372781,0.1136094674556213,0.06863905325443787,0.008284023668639054,0.1242603550295858,0.0378698224852071,0.014201183431952662,0.01301775147928994,0.005917159763313609,0.011834319526627219,6.251344086021505,6.0,3.3887857945250395,27.555555555555557,28.0,11.282018906972455,1.8897849462365592,1.0,1.1805789344294373,744,360,0.4838709677419355,4754,27,12,3,0.01893491124260355,0.001183431952662722,40,
explain,3.1413140603801297,0.9047101335247125,0.4764436097844213,0.07335789774992683,19.407028962693246,268142459.54032722,319979.068663875,0.7959539115428924,0.792636734743913,True,252.0,0.8353221957040573,5.1682577565632455,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04834198961246504,0.025169796244506593,0.0,0.0,0.0,0.0,0.0059928086296444265,0.013983220135836995,0.019176987614862164,0.026252983293556086,30.460816370259295,15.871086350974931,15.903189008614273,18.28849367902293,19.98170344975359,17.589192200557104,67.16970216413114,10.923076923076923,0.29236276849642007,0.031026252983293555,0.10381861575178998,0.045346062052505964,0.028639618138424822,0.08949880668257756,0.1276849642004773,0.06682577565632458,0.014319809069212411,0.1026252983293556,0.034606205250596656,0.02028639618138425,0.015513126491646777,0.002386634844868735,0.010739856801909307,5.860724233983287,5.0,3.1737240375576903,27.615384615384617,26.0,13.2493161596448,1.7534818941504178,1.0,1.1179507062950516,718,347,0.4832869080779944,4331,26,23,2,0.011933174224343675,0.002386634844868735,40,
human,3.920091596759598,1.3496242937503715,0.41294939774735884,0.06269903206824368,25.569032874054926,127200812327.55098,134461746.64645982,0.8975867055080555,0.8894640161440923,True,312.0,0.872093023255814,5.328752642706131,946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047692307692307694,0.015897435897435898,0.015897435897435898,0.0,0.0,0.0,0.035897435897435895,0.008547008547008548,0.009230769230769232,0.003171247357293869,29.11643998793727,16.553408150956404,17.653734332746556,20.576270894364985,21.349494227123905,18.125597104945715,70.74103911769774,12.178571428571429,0.2727272727272727,0.03382663847780127,0.11945031712473574,0.08456659619450317,0.026427061310782242,0.11627906976744186,0.10887949260042283,0.02959830866807611,0.012684989429175475,0.09090909090909091,0.040169133192389,0.0306553911205074,0.007399577167019027,0.011627906976744186,0.014799154334038054,5.939686369119421,6.0,3.037161140054737,29.607142857142858,26.0,15.497325312347762,1.7454764776839566,1.0,0.9443473737739825,829,372,0.4487334137515078,5041,28,10,5,,,41,
