persona,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,first_order_coherence,second_order_coherence,entropy,perplexity,per_word_perplexity,pos_prop_ADP,pos_prop_DET,pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PRON,pos_prop_PROPN,pos_prop_ADV,pos_prop_NUM,pos_prop_VERB,pos_prop_AUX,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_X,pos_prop_PART,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,connectives,connectives_cap,pos_prop_SPACE,file
create,3.127042398222504,1.359271985000977,0.4622550308770549,0.12223292871288767,0.5762766183664402,0.49809467047452927,9.62534265397295,15143.741964851264,23.369972167980347,0.11728395061728394,0.12654320987654322,0.09876543209876543,0.2052469135802469,0.12654320987654322,0.041666666666666664,0.05555555555555555,0.05864197530864197,0.0015432098765432098,0.05709876543209876,0.033950617283950615,0.023148148148148147,0.013888888888888888,0.004629629629629629,0.007716049382716049,6.081996434937611,5.0,3.571582273421147,22.44,22.0,11.335184162597448,2.073083778966132,2.0,1.2104738727234665,561,272,0.48484848484848486,3515,25,True,267.0,0.8209876543209876,5.424382716049383,648.0,0.0,0.0,0.0,0.0,0.0037073652990608007,0.0037073652990608007,0.120365793376174,0.08205635195254572,0.08205635195254572,0.08205635195254572,0.08205635195254572,0.061789421651013345,0.005190311418685121,0.005931784478497282,0.006920415224913495,0.05864197530864197,30.41142857142856,17.62398859180036,18.329729184346284,21.596320855614977,18.43620320855615,18.64306595365419,60.40791443850267,8.52,22,4,0.027777777777777776,5
explain,3.1369191178154194,0.9656933940190071,0.44493803367100054,0.11155003767683269,0.653734594131961,0.6558610475622118,10.012527529129908,22304.138632496488,32.13852828889984,0.11815561959654179,0.12536023054755044,0.053314121037463975,0.20317002881844382,0.10518731988472622,0.037463976945244955,0.06628242074927954,0.08213256484149856,0.007204610951008645,0.08357348703170028,0.06484149855907781,0.027377521613832854,0.020172910662824207,,0.005763688760806916,5.8663446054750406,5.0,3.051333913384983,18.264705882352942,18.5,6.5498487792575695,1.9758454106280192,2.0,1.0682338134172176,621,297,0.4782608695652174,3716,34,True,318.0,0.8832853025936599,5.354466858789626,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08944213923467036,0.07607192254495158,0.05855232826187183,0.035961272475795295,0.035961272475795295,0.035961272475795295,0.009681881051175657,0.01590594744121715,0.0,0.043227665706051875,36.803448932926855,14.848211139528278,15.637428531305005,17.80507719996211,15.332836032963911,17.073494363929147,54.17452874869755,6.5588235294117645,31,5,,5
human,3.1851653634757957,1.0671884751501433,0.4139526876972809,0.07377124878333081,0.6397778024276097,0.5752853205088865,15.566422594725744,5759853.479292737,5501.292721387524,0.09264565425023878,0.10792741165234002,0.0725883476599809,0.1872015281757402,0.16045845272206305,0.039159503342884434,0.04871060171919771,0.08595988538681948,0.033428844317096466,0.07354345749761222,0.030563514804202482,0.039159503342884434,0.02387774594078319,0.0009551098376313276,0.0038204393505253103,6.166097838452787,5.0,3.600933660305688,19.108695652173914,19.0,12.025748211142922,2.087599544937429,2.0,1.3652000378662494,879,414,0.4709897610921502,5588,46,True,406.0,0.8061127029608405,5.337153772683859,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03742075150765425,0.031854028142879236,0.028452141642183394,0.020102056595020876,0.0,0.0,0.011133446729550023,0.006803773001391681,0.008813978660893769,0.04871060171919771,34.702415458937196,16.496065934609486,16.420345917651144,18.97453628134738,17.166668645199586,18.907622298065984,55.05863876935253,6.869565217391305,48,6,,4
continue,2.93370356580324,1.1028246026429729,0.4346303196228151,0.09476297774330315,0.5154369645915403,0.5442361588190708,15.026151667147147,3355635.29167798,3427.615211111318,0.08069458631256383,0.13074565883554648,0.07763023493360573,0.21654749744637386,0.10112359550561797,0.04187946884576098,0.005107252298263534,0.10827374872318693,0.006128702757916241,0.09499489274770173,0.05515832482124617,0.03677221654749745,0.028600612870275793,,0.01634320735444331,6.398633257403189,6.0,3.8325542313338374,15.137931034482758,17.5,7.224117356566867,2.1366742596810933,2.0,1.34892139854453,878,373,0.42482915717539865,5719,58,True,452.0,0.8845760980592441,5.841675178753831,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04015759963630853,0.030459160478860433,0.0,0.0,0.0,0.0,0.04637066222154872,0.03636914684043037,0.021215335656917717,0.014300306435137897,36.4375,15.526549367685178,15.59103495243097,18.629204304453697,16.2765281596104,19.8686104783599,54.431780692797105,5.948275862068965,51,10,,4
create,3.0896681075055543,1.3314392750642579,0.4103056550054185,0.1130145532294441,0.49977286138649407,0.48067130043389317,13.293552041838051,593357.309372228,588.0647268307513,0.08820614469772052,0.1278493557978196,0.08721506442021804,0.22299306243805747,0.11694747274529237,0.031714568880079286,0.017839444995044598,0.06442021803766106,0.014866204162537165,0.08523290386521308,0.05252725470763132,0.04658077304261645,0.02576808721506442,0.008919722497522299,0.008919722497522299,6.178531073446328,5.0,3.353687925405678,18.06122448979592,19.0,9.433782463140075,2.089265536723164,2.0,1.2496092146656308,885,379,0.42824858757062145,5592,49,True,422.0,0.8572844400396432,5.542120911793855,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906056860321384,0.09734239802224968,0.05299752781211372,0.023022249690976514,0.01668726823238566,0.01668726823238566,0.012978986402966625,0.011124845488257108,0.014833127317676144,0.01684836471754212,33.41470718722272,16.107210884353744,16.439396014739867,19.247088665974868,16.70149360083016,18.890892655367228,56.479303585841116,6.938775510204081,44,10,,4
explain,3.3037414230924638,0.7617190023516446,0.43858426291155833,0.072203653012822,0.6715409916482473,0.6762791919479512,11.768758574370274,129153.71645401983,157.88962891689465,0.07946210268948656,0.12591687041564792,0.09535452322738386,0.2017114914425428,0.11124694376528117,0.05256723716381418,0.0012224938875305623,0.08924205378973105,,0.10146699266503667,0.05256723716381418,0.028117359413202935,0.035452322738386305,0.0024449877750611247,0.009779951100244499,6.398899587345254,6.0,3.7757495807299275,18.641025641025642,18.0,6.362902012838448,2.192572214580468,2.0,1.3921769490405307,727,296,0.40715268225584594,4743,39,True,367.0,0.8753056234718827,5.798288508557457,818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10145193898180481,0.062488513140966734,0.0466825951111928,0.0466825951111928,0.0466825951111928,0.0466825951111928,0.015438338540709428,0.01874655394229002,0.013232861606322368,0.044009779951100246,31.59628205128203,17.552352132049524,17.002296902938138,20.111155785983847,18.029329876908967,20.237634112792296,58.3934327937079,7.410256410256411,38,7,0.013447432762836185,4
human,3.4686619009110387,0.9375649370770995,0.4652749813625002,0.10881148558431931,0.6242098184302449,0.6496976294344471,12.39615589869518,241870.05514087295,331.78334038528527,0.11385459533607682,0.1262002743484225,0.0877914951989026,0.25102880658436216,0.12345679012345678,0.02606310013717421,0.04663923182441701,0.0438957475994513,0.010973936899862825,0.05898491083676269,0.04663923182441701,0.04526748971193416,0.0027434842249657062,0.006858710562414266,0.009602194787379973,7.251968503937008,6.0,5.2565197671082835,19.242424242424242,18.0,6.7913951930736,2.393700787401575,2.0,1.7112756227237371,635,346,0.5448818897637795,4699,33,True,294.0,0.8545953360768176,6.445816186556927,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01537307836520435,0.0,0.0,0.0,0.0,0.0,0.00562429696287964,0.01968503937007874,0.0,0.02606310013717421,15.351441241685137,20.160214745884044,18.178032943144927,22.1221665473634,22.347983774755427,25.30330708661418,61.60462896683369,8.151515151515152,16,5,,1
continue,3.0265820457670864,0.6873956558399746,0.4771983526796583,0.09186462429082651,0.7418817153998783,0.7561260934283094,14.808174178418913,2698412.455004846,3076.867109469608,0.09236031927023945,0.12998859749144812,0.10604332953249715,0.27137970353477764,0.09806157354618016,0.028506271379703536,,0.059293044469783354,0.0011402508551881414,0.09350057012542759,0.029646522234891677,0.06043329532497149,0.00798175598631699,,0.021664766248574687,7.418457648546144,6.0,5.091140332392172,18.3953488372093,19.0,4.904385957742177,2.450063211125158,2.0,1.6585134528772358,791,349,0.44121365360303416,5954,43,True,383.0,0.9019384264538198,6.789053591790194,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05397390272835113,0.018386714116251483,0.0,0.0,0.0,0.0,0.0066725978647686835,0.009489916963226572,0.025355871886120998,0.014823261117445839,14.01923021228535,20.49493193778849,18.368624667555196,22.832222973568932,22.708609943256988,26.211428571428566,63.401669949725104,8.279069767441861,19,7,,1
create,3.07667115271625,0.6602049936153774,0.4775462724434393,0.07336780160062285,0.7559556884643359,0.7585428812001881,13.059587077584018,469576.7695039321,539.7434132229105,0.09310344827586207,0.12183908045977011,0.13333333333333333,0.25287356321839083,0.09310344827586207,0.022988505747126436,0.0034482758620689655,0.054022988505747126,0.006896551724137931,0.08505747126436781,0.04827586206896552,0.05057471264367816,0.009195402298850575,0.0011494252873563218,0.02413793103448276,7.750316856780735,6.0,4.958613560468348,19.725,18.5,5.6920448873844975,2.614702154626109,2.0,1.683013417506269,789,356,0.4512040557667934,6196,40,True,363.0,0.906896551724138,7.12183908045977,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0745777268823361,0.061981105067277414,0.03492699685084455,0.024334383051817923,0.024334383051817923,0.0,0.0071571714858288,0.012024048096192385,0.009018036072144289,0.010344827586206896,4.175771670190244,22.95623542458809,19.906493383657665,25.38049429657795,24.936492395437263,28.27122940430925,68.77442965779468,9.675,21,3,,1
explain,3.0529311221325033,1.0338704277206154,0.4570346375077503,0.08043020849152974,0.5959476166931184,0.6370293634633223,15.869172066188836,7796395.474442265,8819.451894165459,0.10407239819004525,0.15271493212669685,0.08823529411764706,0.2647058823529412,0.10407239819004525,0.027149321266968326,0.00904977375565611,0.06334841628959276,0.005656108597285068,0.0746606334841629,0.03959276018099547,0.049773755656108594,0.006787330316742082,0.0011312217194570137,0.00904977375565611,7.638432364096081,6.0,5.602802221966447,16.829787234042552,18.0,6.60534647708886,2.506953223767383,2.0,1.8205567830585316,791,361,0.4563843236409608,6135,47,True,393.0,0.8902714932126696,6.9400452488687785,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12274368231046931,0.08375451263537906,0.04303249097472924,0.04303249097472924,0.04303249097472924,0.025126353790613717,0.0384115523465704,0.05660649819494585,0.025415162454873647,0.023755656108597284,11.154275618374584,20.55566506173172,17.61013083494242,22.003722731796543,22.96191005191382,27.355195954487993,62.34179734782258,7.659574468085107,23,9,,1
human,3.3262987512527413,1.3224642418124564,0.4373753442789017,0.0840619020088007,0.5729059725999832,0.5775378178272929,10.750034126395535,46631.61979547238,60.325510731529604,0.10478654592496765,0.12419146183699871,0.08020698576972833,0.19146183699870634,0.12289780077619664,0.04915912031047866,0.04657179818887452,0.09573091849935317,0.015523932729624839,0.07373868046571798,0.04398447606727038,0.02328589909443726,0.014230271668822769,0.00258732212160414,0.01164294954721863,5.986745213549337,5.0,3.4180670253624803,18.35135135135135,14.0,14.675252594568517,1.9926362297496318,2.0,1.2189973795755265,679,428,0.6303387334315169,4159,37,True,332.0,0.8615782664941786,5.380336351875808,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004132231404958678,0.0,0.0,0.07761966364812418,40.2919428862825,15.080134538072684,16.040548753680543,18.474561159097245,15.943245631493056,17.789101620029452,54.87565179317757,6.702702702702703,31,5,,3
continue,2.9800242838843043,1.2131889215268143,0.40173130316905004,0.10875112454995431,0.5209522857729878,0.4905125490280197,12.194142805177421,197628.20761132942,259.3546031644743,0.0984251968503937,0.15223097112860892,0.08792650918635171,0.1968503937007874,0.08792650918635171,0.04068241469816273,0.049868766404199474,0.08661417322834646,0.013123359580052493,0.06955380577427822,0.051181102362204724,0.03937007874015748,0.01706036745406824,,0.009186351706036745,5.684892086330935,5.0,3.101633676496111,19.305555555555557,20.5,9.045623387535864,1.9064748201438848,2.0,1.0775143680688215,695,306,0.44028776978417267,4018,36,True,380.0,0.8937007874015748,5.272965879265092,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08398727465535524,0.05641569459172852,0.05641569459172852,0.01951219512195122,0.01951219512195122,0.0,0.019088016967126194,0.009331919406150583,0.019724284199363732,0.03280839895013123,42.736519607843135,14.435569544364512,15.688483145680365,17.736610711430853,14.99861950439648,16.093928057553956,50.528577138289364,6.027777777777778,26,2,,3
create,3.3641823391568484,0.8574786830837418,0.4712375968284286,0.07145607858064959,0.6181086411868985,0.5818536352543604,10.577896374637524,39257.44452441856,56.16229545696504,0.1072961373390558,0.1402002861230329,0.08583690987124463,0.1888412017167382,0.10586552217453506,0.032904148783977114,0.04721030042918455,0.08583690987124463,0.027181688125894134,0.06723891273247497,0.045779685264663805,0.02861230329041488,0.015736766809728183,,0.005722460658082976,5.8336,5.0,3.3146207988245053,27.17391304347826,24.0,11.816172314516727,1.9856,2.0,1.1319861483251463,625,338,0.5408,3720,23,True,303.0,0.8483547925608012,5.3218884120171674,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04441360166551006,0.0217441591487393,0.0217441591487393,0.0217441591487393,0.0,0.0,0.005551700208188758,0.006476983576220218,0.007633587786259542,0.058655221745350504,32.43691904047978,18.43790608695652,18.705929741080457,21.813565217391307,19.633212521739132,17.412288,60.293913043478256,9.0,29,5,0.015736766809728183,3
explain,3.2749496541196224,0.716810385577266,0.4633691031930349,0.07228223460970315,0.6885389047009605,0.6699353009462357,8.497861384064315,4904.269268614528,8.484894928398838,0.10553633217993079,0.14359861591695502,0.09342560553633218,0.20761245674740483,0.09169550173010381,0.03633217993079585,0.05709342560553633,0.06747404844290658,0.015570934256055362,0.06055363321799308,0.05190311418685121,0.031141868512110725,0.015570934256055362,,0.0034602076124567475,5.889523809523809,5.0,3.332264318376972,23.863636363636363,21.5,8.771314064222256,1.9752380952380952,2.0,1.1909804646257558,525,300,0.5714285714285714,3145,22,True,255.0,0.8771626297577855,5.4411764705882355,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008223684210526315,0.004934210526315789,0.0,0.04498269896193772,36.60460021905807,17.024627705627704,17.693802365651003,20.440692640692642,18.24147532467532,17.590019047619048,57.0064935064935,7.909090909090909,16,0,0.01903114186851211,3
human,3.792036530731572,0.854613361360426,0.46012189582368784,0.0744652067457903,0.7551937638609497,0.7403488336847379,15.58140414180846,5846794.6256893035,6621.511467371804,0.0928652321630804,0.12117780294450736,0.07361268403171008,0.21630804077010193,0.15402038505096263,0.0622876557191393,0.013590033975084938,0.06342015855039637,0.004530011325028313,0.10192525481313704,0.020385050962627407,0.04983012457531144,0.01245753114382786,,0.013590033975084938,6.460508701472557,5.0,4.003275935420689,26.678571428571427,24.0,9.713957452436937,2.1726907630522088,2.0,1.4145556639195909,747,440,0.5890227576974565,4962,28,True,365.0,0.840317100792752,5.619479048697622,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014883558045876379,0.004727718438101909,0.0,0.056625141562853906,24.594076655052277,20.45239386115892,19.67917061918468,23.255096576783327,22.338281698221458,21.07828647925034,66.70534519028494,10.678571428571429,33,4,,2
