persona,first_order_coherence,second_order_coherence,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,entropy,perplexity,per_word_perplexity,pos_prop_DET,pos_prop_NOUN,pos_prop_AUX,pos_prop_ADJ,pos_prop_PUNCT,pos_prop_VERB,pos_prop_ADP,pos_prop_NUM,pos_prop_PROPN,pos_prop_SYM,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_ADV,pos_prop_PRON,pos_prop_PART,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,connectives,connectives_cap,pos_prop_SPACE,file,pos_prop_X,pos_prop_INTJ
create,0.8279629605157035,0.8288116157054901,True,186.0,0.8618618618618619,5.74024024024024,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05333028152895399,0.05333028152895399,0.011902037079423208,0.0,0.0,0.0,0.004119935912108034,0.004806591897459373,0.005493247882810712,0.03003003003003003,2.7968029874420846,0.5236331568726725,0.5102305855815547,0.061964799422476693,12.754087388488133,345963.09568734624,519.464107638658,0.06456456456456457,0.2972972972972973,0.02702702702702703,0.12462462462462462,0.1006006006006006,0.1021021021021021,0.10960960960960961,0.006006006006006006,0.04804804804804805,0.0015015015015015015,0.028528528528528527,0.003003003003003003,0.016516516516516516,0.025525525525525526,0.015015015015015015,6.300840336134454,6.0,3.4885526072907633,27.045454545454547,28.0,8.720286029124965,1.9512605042016806,2.0,1.1722180043765833,595,328,0.5512605042016807,3822,22,14.30722498090148,17.982601222307107,18.868632582293888,22.04507257448434,21.76968525592055,20.15448739495798,73.60007639419405,12.590909090909092,9,2,0.03003003003003003,68,,
explain,0.7583297483623028,0.7149198964620248,True,274.0,0.8557692307692307,5.2608173076923075,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00984251968503937,0.010826771653543307,0.0,0.003605769230769231,2.527983079676516,0.8946248210231975,0.4808931084481877,0.10809126020197098,20.163316884914586,571238223.6551956,686584.4034317255,0.06490384615384616,0.2776442307692308,0.030048076923076924,0.09975961538461539,0.12139423076923077,0.1310096153846154,0.109375,0.016826923076923076,0.021634615384615384,0.006009615384615385,0.03485576923076923,0.014423076923076924,0.021634615384615384,0.027644230769230768,0.018028846153846152,5.918055555555555,5.0,3.1863784034930496,17.5609756097561,15.0,9.870005758981701,1.725,1.0,0.9686402267554702,720,408,0.5666666666666667,4377,41,43.07560975609758,11.613780487804885,13.495307352645845,14.52439024390244,15.224529471544713,17.312611111111114,59.78319783197832,7.414634146341464,16,1,,68,0.004807692307692308,
human,0.7330238505299869,0.6566825418353632,True,263.0,0.8325859491778774,4.402092675635276,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020975056689342405,0.0,0.0,0.0,0.0,0.0,0.025510204081632654,0.015873015873015872,0.0,0.026905829596412557,2.829674761008562,0.8699391343661262,0.4638650284709632,0.061214191758191934,19.39893791420749,265981659.2570912,397580.95554124244,0.11509715994020926,0.22720478325859492,0.03736920777279522,0.08669656203288491,0.11659192825112108,0.059790732436472344,0.13901345291479822,0.043348281016442454,0.07174887892376682,0.017937219730941704,0.025411061285500747,0.0014947683109118087,0.028400597907324365,0.025411061285500747,0.004484304932735426,4.90893470790378,4.0,3.1174526838890064,20.06896551724138,17.0,10.109507421687555,1.541237113402062,1.0,0.943880916390973,582,285,0.4896907216494845,2945,29,56.07634020618556,10.423494489868471,13.023866798666859,14.00696765019552,11.725565232847494,11.58962199312715,49.27858751036853,5.862068965517241,14,6,,6,,
continue,0.8457378773462205,0.8222530037164688,True,177.0,0.8736,5.6,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00820691370305894,0.006963441929868192,0.0,0.0208,2.989182363708806,0.7674122763016762,0.48732165206278055,0.056101065734356026,13.661804353545072,857523.9207444749,1372.0382731911598,0.0432,0.2736,0.0192,0.1392,0.1024,0.1232,0.1024,0.0032,0.048,,0.0336,0.0096,0.032,0.0256,0.0256,6.171171171171171,6.0,3.410302023226,25.227272727272727,21.5,10.539673180122886,1.9027027027027028,1.0,1.1204454921161966,555,313,0.563963963963964,3500,22,20.260669533169562,16.70052825552826,17.693802365651003,20.397215397215398,20.24985257985258,19.313153153153156,72.43447993447992,11.909090909090908,13,2,0.0192,6,,
create,0.8170807957649231,0.8110530115664005,True,214.0,0.9225037257824144,5.536512667660209,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016651248843663275,0.0,0.0,0.0,0.0,0.0,0.00578168362627197,0.0,0.0,0.0029806259314456036,2.9077181787897337,0.3317512328548491,0.4681259376558569,0.06770391958708324,11.840386195499825,138744.05661719284,206.77206649358098,0.06408345752608048,0.2637853949329359,0.028315946348733235,0.14307004470938897,0.07004470938897168,0.12518628912071536,0.12071535022354694,0.011922503725782414,0.038748137108792845,0.0014903129657228018,0.02384500745156483,0.01788375558867362,0.046199701937406856,0.029806259314456036,0.014903129657228018,5.90483870967742,6.0,3.132397176406534,34.44444444444444,30.0,23.702372647813185,1.8016129032258064,1.0,1.018061398662384,620,381,0.614516129032258,3715,18,19.457437275985683,19.102365591397845,19.343193920619388,23.1326164874552,23.604012544802863,18.061096774193548,77.831541218638,14.944444444444445,19,2,,6,,
explain,0.798753947019577,0.7759222948551178,True,229.0,0.8567164179104477,5.050746268656717,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034552845528455285,0.0,0.0,0.0,0.0,0.0,0.006859756097560976,0.013211382113821139,0.014481707317073171,0.020895522388059702,2.805924481399281,0.61388521140889,0.47460957444564555,0.06520916691324119,16.59899738352633,16175323.263437357,24142.273527518442,0.07164179104477612,0.27313432835820894,0.029850746268656716,0.10597014925373134,0.11343283582089553,0.1,0.11044776119402985,0.011940298507462687,0.04029850746268657,0.007462686567164179,0.029850746268656716,0.008955223880597015,0.04626865671641791,0.01791044776119403,0.01791044776119403,5.640410958904109,5.0,3.006979979686607,21.62962962962963,18.0,9.638457492036201,1.696917808219178,1.0,0.962796344749859,584,312,0.5342465753424658,3384,27,41.32167935058348,12.869185692541858,14.659898854468938,16.18609842719432,15.951150431253168,15.99712328767123,61.01319127346525,8.518518518518519,24,4,0.014925373134328358,6,,
human,0.7116787629202008,0.6891084919052739,True,201.0,0.8052959501557633,4.588785046728972,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059060789397868046,0.0,0.0,0.0,0.0,0.0,0.01584557764333045,0.025352924229328725,0.021607605877268798,0.03115264797507788,2.544136353123188,0.7413288255954436,0.48350390050174746,0.07753756617102305,17.249967771130304,31014573.693720397,48309.30481887912,0.07165109034267912,0.2570093457943925,0.0529595015576324,0.10903426791277258,0.12461059190031153,0.07009345794392523,0.11059190031152648,0.06074766355140187,0.05451713395638629,0.010903426791277258,0.03582554517133956,0.00778816199376947,0.01557632398753894,0.012461059190031152,0.006230529595015576,5.19672131147541,4.0,3.0463194366229143,16.636363636363637,16.0,7.56714662134815,1.5336976320582878,1.0,0.9199534654095191,549,291,0.5300546448087432,2946,33,60.19827123695978,8.995813876469615,12.24349002098031,12.774764033780428,11.364739195231003,12.977486338797814,46.50885908262958,4.96969696969697,7,2,,54,,
continue,0.8020332398868742,0.8009209990501404,True,198.0,0.8589951377633711,5.283630470016208,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04567180031864047,0.03027084439723845,0.03027084439723845,0.03027084439723845,0.03027084439723845,0.03027084439723845,0.007169410515135422,0.004779607010090282,0.0,0.029173419773095625,2.87801276665709,0.464814116842782,0.4913724243458466,0.07356048954252349,12.914499180578785,406158.6722478721,658.2798577761298,0.05834683954619125,0.2884927066450567,0.03079416531604538,0.11831442463533225,0.1085899513776337,0.09562398703403566,0.12317666126418152,0.009724473257698542,0.03403565640194489,0.006482982171799027,0.029173419773095625,0.01620745542949757,0.024311183144246355,0.029173419773095625,0.011345218800648298,5.856617647058823,5.0,3.085430711802753,24.727272727272727,23.0,9.482911991298387,1.7830882352941178,1.0,1.0967904477757726,544,309,0.5680147058823529,3260,22,30.887553475935846,15.094077540106955,16.471200829534098,18.714438502673797,18.51830548128342,17.439852941176465,64.43315508021391,9.818181818181818,15,3,0.01620745542949757,54,,
create,0.7291598069040399,0.6978767079276007,True,240.0,0.8337628865979382,5.154639175257732,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03405172413793103,0.025,0.025,0.01853448275862069,0.0,0.0,0.007543103448275862,0.008405172413793103,0.0,0.003865979381443299,2.663508800435285,0.7931716223332896,0.47133592440338573,0.07350313853959053,17.372910206421906,35071879.25194424,45195.72068549515,0.06701030927835051,0.2860824742268041,0.03350515463917526,0.12886597938144329,0.12628865979381443,0.09020618556701031,0.1056701030927835,0.02190721649484536,0.029639175257731958,0.007731958762886598,0.03221649484536082,0.010309278350515464,0.02190721649484536,0.024484536082474227,0.01288659793814433,5.833333333333333,5.0,3.2253919379128413,17.076923076923077,16.0,8.049158629018843,1.8273273273273274,1.0,1.0802225903992069,666,377,0.566066066066066,4000,39,34.91003118503119,12.632462462462463,14.950553216666982,16.860799260799265,14.583461538461535,16.766666666666662,59.11896511896512,7.17948717948718,16,1,,54,,0.001288659793814433
explain,0.812969602071322,0.8400323748588562,True,191.0,0.8709219858156029,5.619858156028369,705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008562019758507134,0.0,0.0,0.02127659574468085,2.7301872935461513,0.5252332753182765,0.49243666924766943,0.06797861110359141,15.291912325996423,4377167.24759221,6208.74786892512,0.06382978723404255,0.29929078014184396,0.015602836879432624,0.14893617021276595,0.10212765957446808,0.11063829787234042,0.11631205673758865,0.0070921985815602835,0.03546099290780142,,0.032624113475177303,0.00851063829787234,0.02269503546099291,0.009929078014184398,0.00851063829787234,6.166666666666667,6.0,3.152600337640166,23.333333333333332,23.0,9.293566073922882,1.8317460317460317,1.0,1.0096086617030584,630,330,0.5238095238095238,3962,27,28.185952380952415,15.124603174603177,16.948576674445945,19.365079365079367,19.281666666666666,19.191428571428577,68.57142857142857,10.555555555555555,14,3,0.018439716312056736,54,,
human,0.733665040561131,0.7482772635089027,True,185.0,0.8333333333333334,4.306910569105691,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017363851617995266,0.0,0.0,0.0,0.0,0.0,0.02367797947908445,0.03472770323599053,0.02249408050513023,0.018292682926829267,2.542079537855203,0.7180324107192367,0.4214340537505929,0.07133845235187893,13.91180227870596,1101080.2250869425,2237.9679371685825,0.12398373983739837,0.23983739837398374,0.056910569105691054,0.12398373983739837,0.1016260162601626,0.12398373983739837,0.06707317073170732,0.034552845528455285,0.02032520325203252,,0.028455284552845527,0.012195121951219513,0.024390243902439025,0.016260162601626018,0.012195121951219513,4.783720930232558,4.0,2.51640480277367,14.827586206896552,14.0,7.57067375272205,1.4488372093023256,1.0,0.7382796133259248,430,193,0.44883720930232557,2119,29,69.21337209302325,7.2890376904571,9.668497473035632,9.465918203688853,8.515118684843628,10.332,35.99037690457097,3.1379310344827585,14,4,0.008130081300813009,40,0.006097560975609756,
continue,0.8434010383582884,0.8345710923274358,True,272.0,0.9071332436069987,5.388963660834455,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010296010296010296,0.010296010296010296,0.010296010296010296,0.0,0.0,0.0,0.00858000858000858,0.018018018018018018,0.0,0.0013458950201884253,2.854941385987291,0.7370719778666026,0.43450743899403377,0.10418516174337375,17.422659600514354,36860814.2577613,49610.78634961144,0.07806191117092867,0.27860026917900405,0.04172274562584118,0.12920592193808883,0.09152086137281291,0.12382234185733512,0.11574697173620457,0.006729475100942127,0.006729475100942127,,0.034993270524899055,0.017496635262449527,0.02557200538358008,0.03095558546433378,0.018842530282637954,5.849702380952381,5.0,3.0068918705112617,21.0,20.0,7.137051211810099,1.7916666666666667,1.0,0.9886508764753893,672,340,0.5059523809523809,4004,32,33.94500000000002,13.74166666666667,15.5387182077653,17.38809523809524,16.62209821428572,17.18672619047619,62.36904761904761,8.6875,18,3,,40,,
create,0.826130949932596,0.8018174821680243,True,202.0,0.8690851735015773,5.528391167192429,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008162255750680188,0.022260697501855057,0.013356418501113035,0.02365930599369085,2.6498372268244768,0.4251556327270951,0.48853741451002514,0.09071165782300314,13.391698952255691,654547.1832466465,1032.4088063827232,0.07255520504731862,0.27602523659305994,0.017350157728706624,0.12933753943217666,0.09305993690851735,0.1167192429022082,0.12460567823343849,0.022082018927444796,0.02996845425867508,,0.022082018927444796,0.006309148264984227,0.025236593059936908,0.033123028391167195,0.014195583596214511,6.02276707530648,6.0,3.3932827505095204,23.791666666666668,24.0,6.184518080569325,1.8563922942206654,2.0,1.0252710274510166,571,308,0.5394045534150613,3505,24,25.635670242265064,15.594179071803854,17.363279858706296,19.95449503794513,18.833066258026854,18.369737302977224,67.04910974897841,10.291666666666666,12,2,0.017350157728706624,40,,
explain,0.7953167639929672,0.7936434085880008,True,273.0,0.8942436412315931,4.945113788487283,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011488970588235295,0.018612132352941176,0.0,0.008032128514056224,2.6845068117265742,0.6269220729933774,0.4631286948169651,0.06647108185344659,15.472025318638606,5241012.792533011,7016.08138223964,0.07362784471218206,0.28112449799196787,0.03614457831325301,0.12449799196787148,0.08433734939759036,0.14323962516733602,0.12048192771084337,0.0107095046854083,0.0107095046854083,,0.022757697456492636,0.01606425702811245,0.0321285140562249,0.024096385542168676,0.018741633199464525,5.370919881305638,5.0,2.6550634760453944,22.466666666666665,19.0,11.271596554565324,1.5712166172106825,1.0,0.8501017589410864,674,352,0.5222551928783383,3694,30,51.106407517309606,11.712356083086057,12.913307274991674,14.209218595450052,15.100365974282887,14.463501483679522,51.843521266073196,6.6,26,3,,40,0.0013386880856760374,
human,0.7813872211688274,0.7501268535852432,True,218.0,0.8564742589703588,4.878315132605304,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021709633649932156,0.010583446404341926,0.0,0.014040561622464899,2.4087502272081656,0.5820159910587308,0.45212917910922934,0.0629624440373846,17.640510747672405,45832809.06118917,71502.04221714378,0.10140405616224649,0.27301092043681746,0.0358814352574103,0.1435257410296412,0.11232449297971919,0.0842433697347894,0.0904836193447738,0.0249609984399376,0.0327613104524181,0.0015600624024961,0.0436817472698908,0.0046801872074883,0.014040561622464899,0.028081123244929798,0.0078003120124804995,5.4,5.0,3.015476304853471,14.868421052631579,13.0,6.207682221212421,1.6283185840707965,1.0,0.9518932254530872,565,292,0.5168141592920354,3127,38,53.98780041918957,9.422843502561715,12.349945277499181,12.956217978574756,11.438210526315792,13.961203539823007,45.487890079180254,4.552631578947368,7,1,,41,0.0015600624024961,
continue,0.8421087440322427,0.822921697050333,True,244.0,0.8876582278481012,4.94620253164557,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019543973941368076,0.011943539630836048,0.0,0.0015822784810126582,3.1141753487337254,0.7746851547381912,0.46790234845386053,0.05468018007372162,14.607753321899358,2208343.669971612,3494.214667676601,0.060126582278481014,0.23259493670886075,0.030063291139240507,0.10759493670886076,0.10126582278481013,0.10126582278481013,0.12658227848101267,0.011075949367088608,0.058544303797468354,0.0015822784810126582,0.03322784810126582,0.02531645569620253,0.03164556962025317,0.056962025316455694,0.022151898734177215,5.416666666666667,5.0,3.03323298875411,31.333333333333332,30.5,10.170764201594906,1.6312056737588652,1.0,0.9141235970075963,564,320,0.5673758865248227,3126,18,37.03166666666672,15.878226950354613,16.32212239822248,19.341843971631207,19.749166666666667,15.105319148936175,66.26241134751773,10.944444444444445,19,4,,41,,
