feature,persona,test,t-statistic,pvalue,bon,bh
flesch_kincaid_grade,human-create,t,-22.435085600048243,2.366633914743998e-85,1.6803100794682384e-83,6.615272366650831e-59
prop_adjacent_dependency_relation_mean,human-explain,mannwhitneyu,18449.0,2.297848669459305e-83,1.6314725553161066e-81,4.3640551089338644e-36
first_order_coherence,human-continue,t,-22.711553362982436,3.301349120431963e-82,2.343957875506694e-80,7.601945328213643e-42
prop_adjacent_dependency_relation_mean,human-create,t,-21.526549512713345,3.649166332843233e-81,2.5909080963186952e-79,2.0231633529676019e-50
token_length_mean,human-continue,mannwhitneyu,19485.0,8.209449181208659e-81,5.828708918658148e-79,2.0357584676815546e-38
yules_k,human-continue,t,-22.051137336539423,9.025459021064895e-81,6.408075904956076e-79,1.0447158558503468e-32
coleman_liau_index,human-continue,mannwhitneyu,19543.0,1.1377584769323203e-80,8.078085186219474e-79,1.2085710110891303e-32
gunning_fog,human-create,mannwhitneyu,21557.0,7.925948359005395e-76,5.62742333489383e-74,2.1438964810425764e-39
type_token_ratio,human-create,t,-20.098822703179934,6.68578644800606e-73,4.7469083780843024e-71,4.199922894143217e-39
coleman_liau_index,human-explain,mannwhitneyu,23047.0,2.419431756517671e-72,1.7177965471275465e-70,3.990345724812197e-16
token_length_mean,human-explain,mannwhitneyu,23660.0,6.209645895303658e-71,4.408848585665597e-69,3.788942385270663e-11
syllables_per_token_mean,human-continue,t,-19.64494960953034,1.2154823119158248e-70,8.629924414602356e-69,2.4301118882644376e-19
pos_prop_VERB,human-continue,mannwhitneyu,24320.0,1.9707421357064273e-69,1.3992269163515634e-67,5.092303564089379e-17
alpha_ratio,human-continue,t,-19.84605435386099,2.1279289928433824e-69,1.5108295849188014e-67,1.0288141325789948e-15
second_order_coherence,human-explain,t,-19.7928543179411,1.5744885571111115e-68,1.1178868755488891e-66,1.924840655432483e-09
dependency_distance_std,human-continue,t,19.97162717740987,4.174984676177629e-68,2.9642391200861166e-66,2.4857796316370126e-14
prop_adjacent_dependency_relation_mean,human-continue,mannwhitneyu,25150.0,1.4446678935524596e-67,1.0257142044222463e-65,4.4155380009956076e-11
pos_prop_AUX,human-create,mannwhitneyu,142606.0,8.416457798261565e-67,5.975685036765712e-65,1.2795265785365678e-20
pos_prop_PUNCT,human-continue,t,19.21768233920332,2.0028216933713233e-66,1.4220034022936395e-64,1.4952139750234283e-05
pos_prop_VERB,human-create,mannwhitneyu,26137.0,2.2072936673707784e-65,1.5671785038332528e-63,4.504240432483035e-16
first_order_coherence,human-explain,t,-18.95203513922368,9.459281432115283e-64,6.716089816801851e-62,5.6471493174917654e-05
pos_prop_VERB,human-explain,t,-18.334478949591286,6.482999589211409e-63,4.6029297083401005e-61,6.738167411544012e-05
lix,human-continue,t,-18.22104721375347,1.9453281898089552e-61,1.3811830147643581e-59,0.003698820486968189
lix,human-explain,t,-18.25483405692038,5.394416077029112e-61,3.8300354146906693e-59,0.00029816323985256906
pos_prop_DET,human-create,t,18.126480339490293,1.6771113042213374e-59,1.1907490259971496e-57,3.4097589582809566e-08
pos_prop_AUX,human-explain,t,17.739199686009574,4.748835925229047e-59,3.3716735069126233e-57,0.0005377384450667685
type_token_ratio,explain-create,t,-17.259061914240878,3.8322044114688554e-57,2.7208651321428874e-55,0.01446319581009114
flesch_reading_ease,human-continue,mannwhitneyu,136980.0,6.473699611016712e-55,4.596326723821866e-53,0.12547394855378421
proportion_unique_tokens,explain-create,t,-16.594148613828757,1.6324518053262496e-53,1.1590407817816373e-51,0.02831652891434504
dependency_distance_std,human-create,t,16.673016286657443,4.744814577134402e-52,3.3688183497654256e-50,0.006160779520384101
pos_prop_NOUN,human-continue,t,-16.35101334102976,5.0444601459422354e-52,3.5815667036189873e-50,0.1611202098077917
dependency_distance_std,human-explain,t,16.90514315145079,5.1061944015551e-52,3.625398025104121e-50,0.10611125524267352
pos_prop_CCONJ,continue-create,mannwhitneyu,135379.5,9.438312299880535e-52,6.70120173291518e-50,0.14412817549268178
entropy,human-create,t,16.885225598228253,4.5022905552576044e-51,3.196626294232899e-49,0.1469509991452032
proportion_unique_tokens,human-create,t,-16.126624328612394,5.984004283425301e-51,4.248643041231964e-49,0.2151198320594796
second_order_coherence,human-create,t,-15.95259132291428,1.4458236426646984e-49,1.0265347862919359e-47,0.2151069418892936
syllables_per_token_std,human-create,mannwhitneyu,34060.0,3.538384288720211e-49,2.5122528449913496e-47,0.3409212538345067
automated_readability_index,human-continue,t,-16.01319978126479,4.453148882904733e-49,3.1617357068623606e-47,0.4088655833467674
automated_readability_index,human-explain,t,-15.673374562575997,3.7854689894625976e-47,2.6876829825184444e-45,0.38211995497138884
syllables_per_token_mean,human-explain,mannwhitneyu,35150.5,3.9298723238248134e-47,2.7902093499156175e-45,0.39421108873437455
first_order_coherence,human-create,t,-15.457323076697735,5.325230782645592e-47,3.7809138556783706e-45,0.41232949392515456
rix,human-explain,t,-15.43568178726681,9.509365641226011e-47,6.751649605270468e-45,0.38327038565427873
flesch_reading_ease,human-explain,mannwhitneyu,132646.0,1.4313332177236004e-46,1.0162465845837564e-44,0.38349288018042516
alpha_ratio,human-explain,t,-15.20211008516177,9.334090176577453e-46,6.627204025369991e-44,0.4619575899780653
rix,human-continue,t,-15.213396235629961,1.226152280871845e-45,8.705681194190099e-44,1.0419378544483018
pos_prop_PUNCT,human-explain,t,14.690813825489673,2.062559532460808e-43,1.4644172680471737e-41,0.9753934626092707
pos_prop_DET,human-continue,mannwhitneyu,130327.0,2.141393050201026e-42,1.5203890656427285e-40,1.109375
token_length_std,human-create,t,-14.075805278506607,7.548931271276677e-40,5.359741202606441e-38,
pos_prop_PUNCT,human-create,t,13.993084324113095,1.53799993306653e-39,1.0919799524772364e-37,
flesch_kincaid_grade,human-continue,t,-13.951978591243053,3.256761102195472e-39,2.312300382558785e-37,
gunning_fog,human-continue,t,-13.865344013152688,6.30798398436538e-39,4.47866862889942e-37,
pos_prop_NOUN,human-create,mannwhitneyu,39992.5,1.3720889665407273e-38,9.741831662439164e-37,
yules_k,continue-create,t,-13.606912238084254,5.795947118179842e-38,4.115122453907688e-36,
automated_readability_index,explain-create,t,-13.385001028090393,5.336351598104473e-37,3.788809634654176e-35,
pos_prop_NOUN,human-explain,t,-13.31498839902919,1.1169028935231464e-36,7.930010544014339e-35,
flesch_kincaid_grade,human-explain,t,-13.456230293251844,1.167845733376668e-36,8.291704706974343e-35,
pos_prop_ADJ,human-create,t,-13.130781826335419,1.1073186531776015e-35,7.86196243756097e-34,
entropy,explain-create,t,13.022922376992007,3.408106383629204e-35,2.419755532376735e-33,
gunning_fog,explain-create,mannwhitneyu,42120.0,4.098710911806813e-35,2.910084747382837e-33,
flesch_kincaid_grade,explain-create,t,-12.900596261656148,1.0694545296660466e-34,7.59312716062893e-33,
sentence_length_median,continue-create,t,-12.827236139935009,3.857096834253732e-34,2.7385387523201494e-32,
entropy,human-continue,t,12.78680667762818,3.384290800641968e-33,2.4028464684557977e-31,
syllables_per_token_std,human-continue,t,-12.565762583436333,4.0853104600195955e-33,2.900570426613913e-31,
pos_prop_DET,explain-create,mannwhitneyu,124636.5,5.2446676366909825e-33,3.7237140220505974e-31,
sentence_length_mean,continue-create,t,-12.440945147219352,1.5545560299416483e-32,1.1037347812585703e-30,
automated_readability_index,continue-create,t,-12.32779493400451,4.034596563083403e-32,2.8645635597892164e-30,
alpha_ratio,human-create,t,-12.355376689981213,4.6716996103561084e-32,3.316906723352837e-30,
gunning_fog,human-explain,t,-12.2848056961187,1.5697331326225326e-31,1.1145105241619981e-29,
rix,continue-create,t,-12.198811028751196,1.8016932278480035e-31,1.2792021917720825e-29,
mtld,human-explain,t,-12.57792467232491,1.9292026833876566e-31,1.369733905205236e-29,
rix,explain-create,t,-12.005478202610998,1.3251917412995833e-30,9.408861363227041e-29,
mtld,continue-create,t,-11.926717947670788,3.622877697686312e-30,2.5722431653572816e-28,
syllables_per_token_median,human-create,mannwhitneyu,61500.0,2.0191554828487525e-29,1.4336003928226143e-27,
lix,explain-create,mannwhitneyu,45962.0,2.8727392491143395e-29,2.039644866871181e-27,
sentence_length_median,human-create,t,-11.675153102035837,7.639529430955474e-29,5.424065895978387e-27,
n_stop_words,human-create,t,11.709549743918961,2.406782294689553e-28,1.7088154292295824e-26,
flesch_reading_ease,explain-create,mannwhitneyu,121239.0,5.574988334308826e-28,3.958241717359266e-26,
pos_prop_ADP,human-explain,t,-11.395788685003438,6.624377223379456e-28,4.703307828599414e-26,
flesch_kincaid_grade,continue-create,t,-11.341053111217365,8.92622659784631e-28,6.33762088447088e-26,
coleman_liau_index,explain-create,mannwhitneyu,47467.0,3.956782605759869e-27,2.809315650089507e-25,
mtld,explain-create,t,-11.259372547065876,4.578866427474443e-27,3.250995163506855e-25,
prop_adjacent_dependency_relation_std,human-create,t,11.109990564473048,3.176823909880064e-26,2.2555449760148455e-24,
n_stop_words,explain-create,t,10.952787431318528,5.564210021475676e-26,3.95058911524773e-24,
connectives,explain-create,t,10.866356843995588,9.593739384269903e-26,6.811554962831631e-24,
sentence_length_std,human-explain,t,10.82055651088801,2.172193226640291e-25,1.5422571909146066e-23,
pos_prop_AUX,continue-create,mannwhitneyu,119164.0,4.0122149218866868e-25,2.8486725945395473e-23,
pos_prop_CCONJ,human-create,t,10.757762489240513,6.305957425750041e-25,4.477229772282529e-23,
token_length_mean,explain-create,mannwhitneyu,49090.0,6.442151912286077e-25,4.573927857723115e-23,
mean_word_length,explain-create,mannwhitneyu,49456.5,1.9716059327349893e-24,1.3998402122418423e-22,
type_token_ratio,human-continue,t,-10.536672908413415,2.1632916297727184e-24,1.5359370571386301e-22,
sentence_length_std,human-continue,t,10.529582132727016,2.558407749158015e-24,1.8164695019021907e-22,
type_token_ratio,continue-create,t,-10.392104739605294,7.614634957451421e-24,5.406390819790509e-22,
gunning_fog,continue-create,mannwhitneyu,50704.5,8.15323702363735e-23,5.788798286782518e-21,
pos_prop_AUX,human-continue,t,9.915804851753318,6.455124429950818e-22,4.583138345265081e-20,
n_sentences,explain-create,t,9.904204267087955,6.502714163955949e-22,4.616927056408724e-20,
dependency_distance_mean,continue-explain,t,-9.884666982996556,8.1064626945826645e-22,5.755588513153692e-20,
token_length_median,explain-create,t,-9.79701988029565,1.7379334343708424e-21,1.2339327384032982e-19,
lix,continue-create,mannwhitneyu,51770.0,1.7593853479161752e-21,1.2491635970204843e-19,
syllables_per_token_mean,explain-create,mannwhitneyu,52130.0,4.858449221949532e-21,3.4494989475841676e-19,
sentence_length_mean,human-create,t,-9.71013717959144,6.307525387152095e-21,4.478343024877987e-19,
pos_prop_ADJ,human-continue,t,-9.592668869568342,1.0690458801424226e-20,7.5902257490112e-19,
entropy,human-explain,t,9.60871890964264,2.3852928549232978e-20,1.6935579269955415e-18,
n_sentences,human-create,t,9.437055166340206,9.203164272509732e-20,6.5342466334819095e-18,
dependency_distance_mean,human-continue,t,9.482618349198978,9.925809121080098e-20,7.04732447596687e-18,
sentence_length_mean,explain-create,t,-9.322514495946672,1.116877360119687e-19,7.929829256849779e-18,
syllables_per_token_std,human-explain,t,-9.21649410250257,2.549041053350357e-19,1.8098191478787535e-17,
n_unique_tokens,explain-create,t,-9.12103888755071,5.724234475133161e-19,4.0642064773445444e-17,
pos_prop_DET,continue-explain,mannwhitneyu,54263.0,1.5882959060704303e-18,1.1276900933100056e-16,
pos_prop_ADJ,explain-create,t,-8.96892047692731,2.1526279141574665e-18,1.5283658190518013e-16,
proportion_unique_tokens,continue-create,t,-8.925942897312453,2.8648663009608112e-18,2.0340550736821759e-16,
n_unique_tokens,continue-create,t,-8.847546088778339,5.545630929691673e-18,3.9373979600810877e-16,
token_length_std,human-continue,t,-8.678236201445136,2.151677562291287e-17,1.5276910692268137e-15,
pos_prop_CCONJ,explain-create,mannwhitneyu,112753.5,2.5891558285589616e-17,1.838300638276863e-15,
prop_adjacent_dependency_relation_std,human-explain,t,8.694711121836466,3.324671838855095e-17,2.3605170055871173e-15,
syllables_per_token_std,explain-create,mannwhitneyu,55786.0,7.805923780234342e-17,5.542205883966383e-15,
pos_prop_DET,human-explain,mannwhitneyu,112046.0,1.5174554164778776e-16,1.0773933456992931e-14,
sentence_length_median,explain-create,t,-8.418073334431714,1.8113256379121365e-16,1.2860412029176169e-14,
pos_prop_AUX,continue-explain,t,8.393657683158214,2.095629131538943e-16,1.4878966833926495e-14,
n_unique_tokens,human-create,t,-8.423568574274995,2.347280225378483e-16,1.6665689600187228e-14,
prop_adjacent_dependency_relation_std,human-continue,t,8.355451038194309,4.492005367598429e-16,3.189323810994884e-14,
alpha_ratio,continue-create,t,8.264686978723851,5.897453087140435e-16,4.187191691869709e-14,
syllables_per_token_median,human-continue,mannwhitneyu,71955.0,1.6154633018239218e-15,1.1469789442949846e-13,
duplicate_ngram_chr_fraction_5,explain-create,t,8.02636449498318,3.5487967234910816e-15,2.519645673678668e-13,
pos_prop_CCONJ,continue-explain,mannwhitneyu,110542.0,5.644948646493976e-15,4.007913539010723e-13,
pos_prop_ADP,human-continue,t,-7.882028373880028,1.1553623640003016e-14,8.203072784402142e-13,
flesch_reading_ease,continue-create,mannwhitneyu,110116.0,1.5178824536377107e-14,1.0776965420827746e-12,
dependency_distance_mean,continue-create,t,-7.744852432841593,2.8916839792173956e-14,2.0530956252443508e-12,
proportion_unique_tokens,continue-explain,t,7.387413980608768,3.7039915539143427e-13,2.6298340032791834e-11,
pos_prop_ADP,explain-create,t,7.312010812404225,6.378038993733906e-13,4.528407685551073e-11,
n_stop_words,continue-create,t,7.314203578854764,6.633958583692941e-13,4.710110594421988e-11,
n_sentences,continue-create,t,7.231067031283375,1.1700624959413115e-12,8.307443721183312e-11,
top_ngram_chr_fraction_2,human-create,t,6.929357093819281,8.62097005441927e-12,6.120888738637681e-10,
type_token_ratio,continue-explain,t,6.89629291009988,1.068250682249253e-11,7.584579843969696e-10,
n_characters,human-create,t,-6.907051548353386,1.2428519480615973e-11,8.824248831237341e-10,
syllables_per_token_median,explain-create,t,-6.878358936181276,1.3477214944388339e-11,9.56882261051572e-10,
second_order_coherence,continue-create,t,6.859141376403377,1.490318872822365e-11,1.058126399703879e-09,
n_characters,human-explain,t,-6.86954603660359,1.4942307998250503e-11,1.0609038678757857e-09,
n_stop_words,human-continue,t,6.822812708566929,2.1144829863922628e-11,1.5012829203385065e-09,
coleman_liau_index,continue-create,mannwhitneyu,61377.0,2.3012046134751113e-11,1.633855275567329e-09,
first_order_coherence,continue-create,t,6.783639419361312,2.5080870989073065e-11,1.7807418402241876e-09,
proportion_unique_tokens,human-continue,t,-6.646486843939743,5.5204467669546614e-11,3.91951720453781e-09,
token_length_std,human-explain,t,-6.6335615611939245,6.114098984595952e-11,4.341010279063125e-09,
duplicate_ngram_chr_fraction_5,continue-explain,t,-6.464033539210362,1.763872603940757e-10,1.2523495487979375e-08,
duplicate_ngram_chr_fraction_5,human-explain,t,-6.454067490198882,1.866423235995905e-10,1.3251604975570925e-08,
token_length_median,continue-create,t,-6.425929904616946,2.226175525439047e-10,1.5805846230617233e-08,
pos_prop_PUNCT,continue-create,t,-6.334436960628448,3.933548570192166e-10,2.7928194848364376e-08,
duplicate_ngram_chr_fraction_6,explain-create,t,6.316269165558409,4.441343546068736e-10,3.1533539177088025e-08,
entropy,continue-create,t,6.27668708437239,5.856496883476878e-10,4.1581127872685834e-08,
sentence_length_median,human-explain,t,-6.279277071237656,6.513555496325113e-10,4.62462440239083e-08,
syllables_per_token_median,human-explain,mannwhitneyu,76670.0,8.675338165329501e-10,6.159490097383946e-08,
oov_ratio,human-create,t,-6.09030663153456,1.7547569443940017e-09,1.2458774305197412e-07,
duplicate_ngram_chr_fraction_6,continue-explain,t,-5.975554845171032,3.477431980956324e-09,2.46897670647899e-07,
token_length_mean,continue-create,mannwhitneyu,64126.5,4.234621335029291e-09,3.0065811478707967e-07,
syllables_per_token_mean,continue-create,t,-5.920108650920102,4.7503365053874e-09,3.372738918825054e-07,
dependency_distance_std,continue-explain,t,-5.8255158664399564,8.216457624453698e-09,5.833684913362125e-07,
pos_prop_ADP,human-create,t,-5.756338403035185,1.2764077588385518e-08,9.062495087753718e-07,
connectives,continue-create,t,5.721868873702335,1.4804832125845594e-08,1.0511430809350371e-06,
sentence_length_std,human-create,t,5.669354948566941,2.017040510532397e-08,1.4320987624780018e-06,
entropy,continue-explain,t,-5.592447095397194,3.0572561446747756e-08,2.1706518627190906e-06,
dependency_distance_mean,human-create,t,5.590366115195015,3.626613004980154e-08,2.5748952335359094e-06,
pos_prop_PRON,continue-explain,t,5.552081840265971,3.877056399047698e-08,2.752710043323865e-06,
connectives,human-explain,t,-5.5539891453331975,3.8939470983680425e-08,2.76470243984131e-06,
sentence_length_std,explain-create,t,-5.529459317253716,4.3560649542355394e-08,3.092806117507233e-06,
connectives_cap,continue-explain,t,5.490070801362255,5.382758778851597e-08,3.821758732984634e-06,
pos_prop_ADJ,continue-explain,t,5.457146265114659,6.435980718827936e-08,4.569546310367835e-06,
sentence_length_std,continue-create,t,-5.435761386491277,7.207085427138819e-08,5.1170306532685615e-06,
pos_prop_PRON,continue-create,t,5.359040551352385,1.1296481551591031e-07,8.020501901629631e-06,
connectives,continue-explain,t,-5.262921954184258,1.8164181931453516e-07,1.2896569171331997e-05,
duplicate_ngram_chr_fraction_6,human-explain,t,-5.256606504741482,1.883686567540567e-07,1.3374174629538024e-05,
pos_prop_PART,continue-explain,t,5.188068417971356,2.691966140726304e-07,1.9112959599156757e-05,
mean_word_length,continue-explain,t,5.068371952930969,4.980698232538675e-07,3.536295745102459e-05,
duplicate_ngram_chr_fraction_7,explain-create,t,5.002027877642155,6.969026181978478e-07,4.948008589204719e-05,
doc_length,continue-explain,t,-4.988299742852916,7.452303543218238e-07,5.291135515684949e-05,
yules_k,explain-create,t,-5.001729588873752,8.091669830415073e-07,5.7450855795947014e-05,
n_tokens,explain-create,t,4.907966951605016,1.1239251164878082e-06,7.979868327063438e-05,
first_order_coherence,continue-explain,t,4.898413538895324,1.1691184614128853e-06,8.300741076031485e-05,
pos_prop_PRON,human-explain,t,4.817654033837959,1.8009283089093032e-06,0.00012786590993256052,
duplicate_ngram_chr_fraction_7,continue-explain,t,-4.749118348221317,2.425828797938095e-06,0.00017223384465360472,
syllables_per_token_std,continue-create,mannwhitneyu,68084.0,2.5040849648218595e-06,0.00017779003250235204,
oov_ratio,explain-create,t,-4.698253396964688,3.0808672565319547e-06,0.00021874157521376879,
pos_prop_PRON,human-create,t,4.585412535086807,5.511052624564879e-06,0.00039128473634410645,
duplicate_ngram_chr_fraction_8,continue-explain,t,-4.567111138942465,5.754014173678677e-06,0.00040853500633118603,
sentence_length_median,continue-explain,t,-4.550428001790872,6.180241171099572e-06,0.00043879712314806964,
dependency_distance_mean,human-explain,t,4.5566457743499145,6.453239725577018e-06,0.00045818002051596825,
n_tokens,continue-explain,t,-4.52783312735359,6.851734610980431e-06,0.0004864731573796106,
n_stop_words,human-explain,t,4.528250713432839,7.101664426415392e-06,0.0005042181742754929,
n_characters,human-continue,t,-4.509293495928569,7.581366633921609e-06,0.0005382770310084342,
token_length_mean,continue-explain,mannwhitneyu,99187.0,8.068912596255973e-06,0.000572892794334174,
pos_prop_ADP,continue-explain,t,-4.492168168697553,8.071163192488317e-06,0.0005730525866666705,
doc_length,explain-create,t,4.449474829218731,9.87089382393833e-06,0.0007008334614996214,
token_length_std,explain-create,t,-4.45526409335626,9.93837147277987e-06,0.0007056243745673707,
syllables_per_token_median,continue-create,t,-4.4335541476487625,1.0603377039238011e-05,0.0007528397697858988,
oov_ratio,continue-create,t,-4.3791855793261325,1.3460117497395863e-05,0.0009556683423151063,
alpha_ratio,continue-explain,t,4.376759705446645,1.3675504219117444e-05,0.0009709607995573385,
syllables_per_token_mean,continue-explain,mannwhitneyu,98792.0,1.3809244870292548e-05,0.0009804563857907708,
prop_adjacent_dependency_relation_mean,continue-explain,mannwhitneyu,69333.0,1.4280707334478804e-05,0.001013930220747995,
prop_adjacent_dependency_relation_std,continue-create,t,4.3408477239184835,1.5971870713685723e-05,0.0011340028206716863,
connectives_cap,continue-create,t,4.312147962716284,1.81421525856112e-05,0.0012880928335783951,
dependency_distance_std,continue-create,t,-4.2617866358991074,2.268830244354264e-05,0.0016108694734915275,
doc_length,human-continue,t,4.257982003075469,2.378526564898726e-05,0.0016887538610780954,
second_order_coherence,continue-explain,t,4.225091902792285,2.6609267389218665e-05,0.0018892579846345253,
yules_k,human-explain,t,-4.217993641238657,3.0224179445730577e-05,0.002145916740646871,
type_token_ratio,human-explain,t,-4.148712628926417,3.701246888031217e-05,0.0026278852905021644,
pos_prop_ADJ,human-explain,t,-4.11693582680572,4.2304255973870837e-05,0.0030036021741448294,
n_sentences,human-continue,t,4.082795819724492,4.976648565133221e-05,0.003533420481244587,
mean_word_length,continue-create,mannwhitneyu,70648.5,7.76321170254552e-05,0.0055118803088073185,
pos_prop_ADV,continue-explain,t,3.9656160204704793,7.985871808377057e-05,0.00566996898394771,
duplicate_ngram_chr_fraction_9,continue-explain,t,-3.958603286605384,8.22347990453469e-05,0.005838670732219629,
prop_adjacent_dependency_relation_std,explain-create,t,3.8561072518361588,0.00012425346060374428,0.008821995702865845,
duplicate_ngram_chr_fraction_8,explain-create,t,3.8323491062978063,0.00013678085208137402,0.009711440497777555,
token_length_std,continue-create,t,-3.8337051309431827,0.00013747126633895142,0.009760459910065552,
mtld,continue-explain,t,3.7901302346250203,0.00016664076017848883,0.011831493972672706,
pos_prop_CCONJ,human-explain,mannwhitneyu,96790.5,0.00017217877230923,0.01222469283395533,
sentence_length_mean,human-explain,t,-3.766489733756926,0.00018218415436345954,0.012935074959805627,
doc_length,human-create,t,3.71549899787909,0.00022437676136393358,0.015930750056839284,
sentence_length_median,human-continue,t,-3.655020464907485,0.00028131773339705354,0.0199735590711908,
duplicate_ngram_chr_fraction_7,human-explain,t,-3.610466854290852,0.0003256725794066345,0.023122753137871047,
proportion_bullet_points,human-create,mannwhitneyu,81590.0,0.0004888953459028949,0.03471156955910554,
pos_prop_ADJ,continue-create,t,-3.4928364527610545,0.0005037909693060493,0.0357691588207295,
alpha_ratio,explain-create,t,3.486737241894263,0.0005150206334214908,0.036566464972925844,
connectives_cap,human-explain,t,3.45412201453623,0.0005836601212752581,0.04143986861054333,
pos_prop_PUNCT,continue-explain,t,-3.4092253822742307,0.0006856056757871294,0.04867800298088619,
duplicate_ngram_chr_fraction_10,continue-explain,t,-3.3660380452606313,0.0007997385795727502,0.05678143914966526,
sentence_length_mean,continue-explain,t,-3.34761456093758,0.0008523774168545679,0.06051879659667432,
n_stop_words,continue-explain,t,-3.344757074243591,0.0008610797013798078,0.061136658797966356,
coleman_liau_index,continue-explain,t,3.3204935772831803,0.0009387623894408476,0.06665212965030018,
top_ngram_chr_fraction_2,explain-create,t,3.3067332635463806,0.0009872484882209704,0.0700946426636889,
n_sentences,human-explain,t,3.2830733522354203,0.0010866159546148813,0.07714973277765656,
token_length_median,continue-explain,t,3.2214322475333286,0.0013262557941974746,0.0941641613880207,
pos_prop_NOUN,continue-explain,t,3.195511578124018,0.0014493915704648654,0.10290680150300545,
second_order_coherence,explain-create,t,3.144285496293424,0.0017291144401856348,0.12276712525318006,
pos_prop_DET,continue-create,mannwhitneyu,94584.5,0.0018951145705023086,0.13455313450566392,
top_ngram_chr_fraction_2,human-continue,t,3.0881626227947288,0.0020838425278694025,0.14795281947872757,
top_ngram_chr_fraction_2,continue-create,t,3.0824937773067447,0.0021260985873594266,0.1509529997025193,
pos_prop_ADV,continue-create,t,3.0767618862370267,0.0021627604631374578,0.1535559928827595,
pos_prop_PART,continue-create,t,3.0589935167413027,0.0022932436727525905,0.16282030076543394,
pos_prop_VERB,continue-explain,mannwhitneyu,94313.5,0.002475796257922011,0.1757815343124628,
top_ngram_chr_fraction_2,human-explain,t,2.972761771369026,0.0030395551239397653,0.21580841379972335,
duplicate_ngram_chr_fraction_9,explain-create,t,2.915924810788472,0.0036440695199596853,0.25872893591713764,
connectives,human-create,t,2.8819146661557467,0.004078262499409194,0.28955663745805277,
pos_prop_ADP,continue-create,t,2.8146390928353857,0.005000939549525371,0.3550667080163013,
prop_adjacent_dependency_relation_mean,explain-create,mannwhitneyu,93531.0,0.005181234710649869,0.36786766445614066,
n_characters,continue-explain,t,-2.737350086729381,0.006331848404178438,0.44956123669666914,
pos_prop_NOUN,continue-create,mannwhitneyu,93274.5,0.006529964533617101,0.4636274818868142,
flesch_reading_ease,continue-explain,t,-2.708595506553397,0.006899621972292802,0.4898731600327889,
syllables_per_token_std,continue-explain,t,2.695494730162594,0.007177059898277258,0.5095712527776853,
symbol_to_word_ratio_#,continue-create,mannwhitneyu,82615.0,0.007941681878207695,0.5638594133527464,
n_characters,continue-create,t,-2.660877185841171,0.007958797336895584,0.5650746109195866,
first_order_coherence,explain-create,t,2.6202620048025036,0.008963107262591693,0.6363806156440102,
connectives_cap,human-create,t,2.5046496040184736,0.012463449169830991,0.8849048910580004,
top_ngram_chr_fraction_3,continue-create,t,2.494821203242152,0.01279974336981751,0.9087817792570433,
syllables_per_token_median,continue-explain,t,2.470523814484445,0.013703064964477337,0.972917612477891,
top_ngram_chr_fraction_4,explain-create,t,2.4475867807395013,0.01459498315853726,1.0362438042561455,
pos_prop_PART,explain-create,t,-2.3633970380370104,0.018345920141688336,1.3025603300598718,
gunning_fog,continue-explain,t,2.3589037403000725,0.018564226171421946,1.318060058170958,
pos_prop_CCONJ,human-continue,mannwhitneyu,76153.5,0.01989514391726638,1.4125552181259131,
pos_prop_VERB,explain-create,mannwhitneyu,76178.5,0.0202896800031758,1.4405672802254819,
