feature,persona,test,t-statistic,pvalue,bon,bh,reject
coleman_liau_index,human-explain,t-test,-12.222051964435583,1.6563227682377324e-26,1.17598916544879e-24,0.07301536152906404,True
gunning_fog,continue-create,t-test,-12.090475399213135,4.324027668757074e-26,3.0700596448175223e-24,0.509426283437429,True
dependency_distance_mean,human-create,t-test,12.00513667785437,8.048961831170137e-26,5.714762900130797e-24,0.0019384769557541951,True
lix,continue-create,t-test,-11.973322130060055,1.0144918777686621e-25,7.202892332157501e-24,0.6564108621462266,True
second_order_coherence,human-continue,t-test,-11.822001945148799,3.0449545588434576e-25,2.161917736778855e-23,0.13533190722814836,True
second_order_coherence,human-create,t-test,-11.804986876708904,3.444905892238326e-25,2.4458831834892117e-23,0.007243786426434277,True
rix,human-create,mannwhitneyu,1195.0,8.350407253298128e-25,5.92878914984167e-23,0.02081226568205706,True
sentence_length_median,continue-create,mannwhitneyu,1250.0,2.003492423907739e-24,1.4224796209744947e-22,1.009754965789753,True
rix,continue-create,mannwhitneyu,1247.5,2.6322008818104175e-24,1.8688626260853963e-22,1.0379894594325758,True
rix,explain-create,mannwhitneyu,1403.0,7.345765276792997e-23,5.215493346523028e-21,0.6275327191109743,True
sentence_length_mean,continue-create,mannwhitneyu,1469.0,2.9212063993328168e-22,2.0740565435262998e-20,1.0288911069303888,True
per_word_perplexity,human-create,mannwhitneyu,10590.0,6.821511040932363e-22,4.8432728390619777e-20,0.11438229641666947,True
coleman_liau_index,explain-create,t-test,-10.733524975635083,7.496665722236817e-22,5.3226326627881396e-20,0.8407218033675032,True
pos_prop_NOUN,human-continue,t-test,-10.676726398540437,1.120522271994957e-21,7.955708131164194e-20,0.7649240569067988,True
MTLD,explain-create,t-test,-10.650476118853396,1.3489619729558108e-21,9.577630007986257e-20,1.0755222605429118,True
syllables_per_token_mean,explain-create,t-test,-10.586999427575307,2.111567129208331e-21,1.499212661737915e-19,1.1050805195106366,True
perplexity,human-create,mannwhitneyu,10495.0,4.726542867926976e-21,3.355845436228153e-19,0.7668263236024838,True
entropy,human-create,mannwhitneyu,10495.0,4.726542867926976e-21,3.355845436228153e-19,,True
syllables_per_token_std,human-create,t-test,-10.33074937581482,1.2779959537011833e-20,9.0737712712784e-19,,True
token_length_median,human-continue,mannwhitneyu,2029.5,1.3007707645013172e-20,9.235472427959352e-19,,True
connectives,explain-create,mannwhitneyu,10396.5,2.7771092456354704e-20,1.971747564401184e-18,,True
flesch_reading_ease,continue-create,t-test,10.162774416955765,4.127771821478926e-20,2.930717993250037e-18,,True
token_length_mean,explain-create,t-test,-9.902580455443854,2.5048441912938398e-19,1.7784393758186263e-17,,True
syllables_per_token_mean,human-explain,t-test,-9.836856430533933,3.939444480076533e-19,2.797005580854338e-17,,True
alpha_ratio,human-create,t-test,-9.574012188672135,2.3823609878535288e-18,1.6914763013760054e-16,,True
pos_prop_AUX,human-create,t-test,9.531015943536381,3.192174201431449e-18,2.266443683016329e-16,,True
Yules,human-continue,mannwhitneyu,2013.0,1.2223808262766653e-17,8.678903866564323e-16,,True
pos_prop_NOUN,human-explain,t-test,-9.332601814486617,1.2234129174448593e-17,8.686231713858501e-16,,True
pos_prop_PUNCT,human-continue,mannwhitneyu,9997.5,6.207409880012717e-17,4.407261014809029e-15,,True
pos_prop_DET,explain-create,mannwhitneyu,9911.0,2.8867261236728173e-16,2.0495755478077002e-14,,True
pos_prop_NOUN,human-create,t-test,-8.81870641590797,3.756140696190524e-16,2.6668598942952723e-14,,True
sentence_length_std,human-create,mannwhitneyu,9861.0,6.912835772739738e-16,4.908113398645214e-14,,True
flesch_reading_ease,human-continue,t-test,8.630434238230519,1.288834489550311e-15,9.150724875807209e-14,,True
Yules,human-explain,mannwhitneyu,2289.0,1.6371762603081082e-15,1.162395144818757e-13,,True
pos_prop_AUX,human-explain,t-test,8.485090244912687,3.3103440098420347e-15,2.3503442469878447e-13,,True
MTLD,continue-create,t-test,-8.375213205514042,6.720009801167837e-15,4.771206958829164e-13,,True
n_stop_words,human-create,mannwhitneyu,9724.5,7.061817920750739e-15,5.013890723733024e-13,,True
mean_word_length,explain-create,t-test,-8.332447742023449,8.841479740621514e-15,6.277450615841275e-13,,True
pos_prop_PUNCT,human-explain,t-test,8.244492825714358,1.5511169736302624e-14,1.1012930512774863e-12,,True
pos_prop_CCONJ,human-create,t-test,8.229214170537402,1.7096987644317563e-14,1.213886122746547e-12,,True
sentence_length_mean,explain-create,t-test,-8.20458718048488,1.9997627770832282e-14,1.4198315717290921e-12,,True
sentence_length_median,explain-create,t-test,-8.191377282465487,2.174919243199203e-14,1.544192662671434e-12,,True
token_length_median,explain-create,mannwhitneyu,2847.0,5.07127376681556e-14,3.6006043744390475e-12,,True
pos_prop_SCONJ,explain-create,mannwhitneyu,9600.0,5.5126443077620036e-14,3.9139774585110225e-12,,True
token_length_median,human-explain,mannwhitneyu,2932.5,7.95594711161549e-14,5.648722449246998e-12,,True
syllables_per_token_median,explain-create,mannwhitneyu,3080.0,1.231500388852356e-13,8.743652760851726e-12,,True
pos_prop_SCONJ,human-explain,mannwhitneyu,2587.5,2.2369829886944693e-13,1.5882579219730733e-11,,True
syllables_per_token_median,human-continue,t-test,-7.737780006992942,3.724525980934618e-13,2.644413446463579e-11,,True
pos_prop_PUNCT,human-create,mannwhitneyu,9437.5,7.234577540286846e-13,5.1365500536036605e-11,,True
pos_prop_DET,human-create,mannwhitneyu,9436.5,7.347452715158509e-13,5.2166914277625415e-11,,True
Yules,explain-create,t-test,-7.564639625808507,1.0765542699319356e-12,7.643535316516743e-11,,True
flesch_reading_ease,human-explain,mannwhitneyu,9389.0,1.525206227342296e-12,1.0828964214130301e-10,,True
per_word_perplexity,human-continue,mannwhitneyu,9379.0,1.776438002405674e-12,1.2612709817080284e-10,,True
perplexity,human-continue,mannwhitneyu,9312.0,4.8786357930752715e-12,3.4638314130834426e-10,,True
entropy,human-continue,mannwhitneyu,9312.0,4.8786357930752715e-12,3.4638314130834426e-10,,True
token_length_std,human-create,mannwhitneyu,2795.0,5.415547234600198e-12,3.845038536566141e-10,,True
coleman_liau_index,continue-create,t-test,-6.9943701486709795,3.223023744209365e-11,2.2883468583886488e-09,,True
pos_prop_AUX,continue-create,t-test,6.961220955640557,3.9083101004795957e-11,2.774900171340513e-09,,True
n_stop_words,explain-create,t-test,6.879802292413403,6.260577536304527e-11,4.445010050776214e-09,,True
pos_prop_DET,continue-explain,t-test,-6.840847330657598,7.834346811536686e-11,5.562386236191047e-09,,True
lix,human-explain,mannwhitneyu,3062.0,2.4734720062241114e-10,1.756165124419119e-08,,True
TTR,human-create,mannwhitneyu,3111.5,4.852644808164498e-10,3.4453778137967937e-08,,True
pos_prop_ADJ,human-create,t-test,-6.4802075406118,6.016138834312444e-10,4.2714585723618353e-08,,True
Yules,continue-create,t-test,-6.440652399806739,7.491752899860132e-10,5.3191445589006935e-08,,True
lix,human-continue,t-test,-6.392040704842976,9.798307939354428e-10,6.956798636941643e-08,,True
syllables_per_token_mean,continue-create,t-test,-6.343082014891294,1.2822656734734792e-09,9.104086281661702e-08,,True
per_word_perplexity,explain-create,mannwhitneyu,8902.0,1.5360707992649066e-09,1.0906102674780837e-07,,True
token_length_median,continue-create,mannwhitneyu,3645.0,1.6967496732799555e-09,1.2046922680287685e-07,,True
dependency_distance_mean,continue-create,t-test,-6.156309808775013,3.534254011973219e-09,2.509320348500985e-07,,True
perplexity,explain-create,mannwhitneyu,8813.0,4.8570567089740055e-09,3.448510263371544e-07,,True
pos_prop_ADP,human-explain,t-test,-6.056973717794526,6.0111819852221505e-09,4.267939209507727e-07,,True
sentence_length_std,continue-create,mannwhitneyu,3314.0,6.840227379864324e-09,4.85656143970367e-07,,True
pos_prop_DET,human-continue,t-test,6.01589580416947,7.475089951942143e-09,5.307313865878921e-07,,True
pos_prop_CCONJ,continue-create,t-test,6.0106368513220225,7.686059314611544e-09,5.457102113374196e-07,,True
token_length_mean,continue-create,t-test,-5.9897821182612985,8.581580422718663e-09,6.092922100130251e-07,,True
n_sentences,explain-create,t-test,5.948588322270444,1.0660646815053112e-08,7.56905923868771e-07,,True
n_sentences,continue-create,mannwhitneyu,8733.0,1.2440209907341458e-08,8.832549034212435e-07,,True
entropy,explain-create,t-test,5.851272686640603,1.7726319338051142e-08,1.258568673001631e-06,,True
pos_prop_AUX,continue-explain,t-test,5.805411050704067,2.2482008571189275e-08,1.5962226085544385e-06,,True
per_word_perplexity,human-explain,mannwhitneyu,8629.0,4.702252090005848e-08,3.338598983904152e-06,,True
sentence_length_std,explain-create,mannwhitneyu,3516.0,8.010579174459941e-08,5.687511213866558e-06,,True
pos_prop_ADJ,explain-create,t-test,-5.555177600763145,8.038340177759389e-08,5.707221526209166e-06,,True
perplexity,human-explain,mannwhitneyu,8569.0,9.548420916149639e-08,6.779378850466243e-06,,True
syllables_per_token_std,human-continue,t-test,-5.377868499098844,1.9361384664483914e-07,1.3746583111783578e-05,,True
token_length_std,explain-create,mannwhitneyu,3621.0,2.6828947705139307e-07,1.9048552870648908e-05,,True
connectives,continue-explain,mannwhitneyu,3630.0,2.7816173230508203e-07,1.9749482993660824e-05,,True
pos_prop_PRON,human-continue,mannwhitneyu,3633.5,3.0881071177302043e-07,2.192556053588445e-05,,True
automated_readability_index,human-explain,mannwhitneyu,3697.0,6.245553867801384e-07,4.4343432461389824e-05,,True
proportion_unique_tokens,human-create,t-test,-5.111222434367585,6.989412334267995e-07,4.9624827573302765e-05,,True
TTR,explain-create,mannwhitneyu,3710.5,7.237293491145922e-07,5.1384783787136046e-05,,True
pos_prop_CCONJ,human-explain,t-test,5.092240525853289,7.644535020942358e-07,5.4276198648690745e-05,,True
proportion_unique_tokens,continue-create,t-test,-5.084592875994146,7.92498030891937e-07,5.6267360193327525e-05,,True
dependency_distance_mean,continue-explain,t-test,-4.970512223858109,1.3501439310277384e-06,9.586021910296943e-05,,True
connectives,human-create,mannwhitneyu,8301.5,1.7487468987105856e-06,0.00012416102980845157,,True
automated_readability_index,human-continue,mannwhitneyu,3807.0,2.029699509581958e-06,0.000144108665180319,,True
pos_prop_ADV,human-create,t-test,4.734764684191614,3.947392537533226e-06,0.000280264870164859,,True
rix,human-explain,mannwhitneyu,3884.5,4.5115214796822135e-06,0.0003203180250574372,,True
sentence_length_mean,human-continue,mannwhitneyu,8210.5,4.746603006762789e-06,0.00033700881348015804,,True
entropy,human-explain,t-test,4.618139182583894,6.616137079838057e-06,0.0004697457326685021,,True
TTR,continue-create,mannwhitneyu,3929.0,7.0554194797740935e-06,0.0005009347830639607,,True
top_ngram_chr_fraction_2,human-explain,mannwhitneyu,8163.0,7.639112495055368e-06,0.0005423769871489311,,True
duplicate_ngram_chr_fraction_6,human-continue,mannwhitneyu,3967.5,9.00225936820238e-06,0.0006391604151423689,,True
duplicate_ngram_chr_fraction_6,human-create,mannwhitneyu,3989.5,1.135206590036453e-05,0.0008059966789258817,,True
pos_prop_PRON,human-explain,t-test,-4.48932631524038,1.1573797636832647e-05,0.000821739632215118,,True
mean_word_length,continue-create,t-test,-4.482662636660824,1.1909673580566431e-05,0.0008455868242202167,,True
syllables_per_token_median,human-explain,t-test,-4.463712712842942,1.2916800151602594e-05,0.0009170928107637841,,True
sentence_length_median,human-continue,t-test,4.458360115898926,1.3215778999149988e-05,0.0009383203089396491,,True
proportion_unique_tokens,explain-create,mannwhitneyu,4005.0,1.4842793649720187e-05,0.0010538383491301333,,True
syllables_per_token_median,continue-create,mannwhitneyu,4290.0,1.6786414259700624e-05,0.0011918354124387442,,True
connectives,continue-create,mannwhitneyu,8036.5,2.4283131683040483e-05,0.0017241023494958742,,True
pos_prop_ADP,explain-create,t-test,4.301155016665933,2.5641696561336142e-05,0.0018205604558548662,,True
flesch_kincaid_grade,human-explain,mannwhitneyu,4098.0,3.565051813926934e-05,0.002531186787888123,,True
n_stop_words,human-continue,mannwhitneyu,7998.5,3.6784463890605974e-05,0.002611696936233024,,True
top_ngram_chr_fraction_3,continue-explain,mannwhitneyu,7993.0,3.872695246570997e-05,0.002749613625065408,,True
top_ngram_chr_fraction_2,human-create,mannwhitneyu,7981.0,4.3227959763633055e-05,0.003069185143217947,,True
n_sentences,human-create,mannwhitneyu,7970.5,4.6234459150939605e-05,0.003282646599716712,,True
rix,human-continue,mannwhitneyu,4127.0,4.649431768576417e-05,0.003301096555689256,,True
prop_adjacent_dependency_relation_std,explain-create,mannwhitneyu,7967.0,4.910299944578436e-05,0.0034863129606506893,,True
pos_prop_CCONJ,explain-create,t-test,4.128933272858592,5.191252424504747e-05,0.0036857892213983706,,True
duplicate_ngram_chr_fraction_5,human-continue,mannwhitneyu,4148.0,5.6218917636781316e-05,0.003991543152211474,,True
sentence_length_median,human-create,t-test,-4.107156175491172,5.6666506396400435e-05,0.004023321954144431,,True
pos_prop_ADV,explain-create,t-test,4.0662114344059885,6.67511405384647e-05,0.0047393309782309935,,True
oov_ratio,human-create,mannwhitneyu,4177.5,7.320616582946145e-05,0.005197637773891763,,True
n_stop_words,continue-create,mannwhitneyu,7918.0,7.609046583974372e-05,0.005402423074621804,,True
sentence_length_median,continue-explain,t-test,-4.027544081043089,7.782761310632164e-05,0.005525760530548836,,True
sentence_length_mean,human-create,mannwhitneyu,4185.0,7.824678835093025e-05,0.005555521972916048,,True
connectives_cap,human-explain,mannwhitneyu,7877.5,9.273493962125631e-05,0.006584180713109199,,True
prop_adjacent_dependency_relation_mean,continue-explain,t-test,-3.971900340935746,9.687779424983929e-05,0.00687832339173859,,True
doc_length,human-create,mannwhitneyu,7852.5,0.00013488985187594632,0.00957717948319219,,True
connectives_cap,human-create,mannwhitneyu,7815.0,0.00015287509787544797,0.010854131949156806,,False
token_length_std,continue-create,mannwhitneyu,4267.0,0.00015937058236358313,0.011315311347814402,,False
pos_prop_PRON,continue-create,t-test,3.8229047661096334,0.00017211867668417895,0.012220426044576706,,False
prop_adjacent_dependency_relation_std,human-create,mannwhitneyu,7821.0,0.0001764302656078338,0.0125265488581562,,False
prop_adjacent_dependency_relation_std,continue-create,mannwhitneyu,7817.0,0.00018248852753754126,0.012956685455165429,,False
doc_length,human-continue,mannwhitneyu,7795.5,0.00021848624534858855,0.015512523419749787,,False
duplicate_ngram_chr_fraction_6,human-explain,mannwhitneyu,4324.5,0.00023456545419932182,0.016654147248151847,,False
pos_prop_ADJ,human-continue,t-test,-3.7211834355811426,0.00025234918883067415,0.017916792406977865,,False
top_ngram_chr_fraction_3,explain-create,mannwhitneyu,4335.5,0.00028243868796983863,0.020053146845858544,,False
syllables_per_token_std,human-explain,t-test,-3.5788813466056335,0.0004252474358714215,0.030192567946870925,,False
duplicate_ngram_chr_fraction_8,human-create,mannwhitneyu,4607.0,0.0005361029356281133,0.03806330842959604,,False
pos_prop_ADP,continue-explain,t-test,-3.478261093438055,0.0006091964672564541,0.04325294917520824,,False
duplicate_ngram_chr_fraction_7,human-continue,mannwhitneyu,4511.0,0.0006294934940841217,0.04469403807997264,,False
syllables_per_token_median,continue-explain,mannwhitneyu,7260.0,0.0006841426917471122,0.04857413111404497,,False
syllables_per_token_mean,continue-explain,t-test,3.4382089754782497,0.0007013565760793777,0.049796316901635815,,False
token_length_std,human-continue,mannwhitneyu,4450.0,0.0007031891554738948,0.04992643003864653,,False
sentence_length_mean,continue-explain,t-test,-3.417199498224609,0.0007547658810590992,0.05358837755519604,,False
duplicate_ngram_chr_fraction_7,human-create,mannwhitneyu,4565.0,0.0009889929300207717,0.07021849803147479,,False
prop_adjacent_dependency_relation_mean,explain-create,mannwhitneyu,7605.0,0.0009912234489824917,0.0703768648777569,,False
mean_word_length,continue-explain,t-test,3.3106190576927808,0.0010893527606320127,0.07734404600487291,,False
oov_ratio,explain-create,mannwhitneyu,4537.0,0.0013522706985416011,0.09601121959645367,,False
pos_prop_PART,human-create,mannwhitneyu,4538.0,0.0013651246167283063,0.09692384778770975,,False
dependency_distance_std,continue-create,mannwhitneyu,4541.0,0.0013955926653371295,0.0990870792389362,,False
pos_prop_CCONJ,human-continue,t-test,3.220803800885937,0.0014737128222915854,0.10463361038270257,,False
n_unique_tokens,continue-create,t-test,-3.1706374865104605,0.001739806187489266,0.1235262393117379,,False
connectives,human-explain,mannwhitneyu,4591.0,0.001965490961116639,0.13954985823928134,,False
oov_ratio,human-continue,mannwhitneyu,4588.5,0.0019680339530279674,0.13973041066498568,,False
top_ngram_chr_fraction_3,human-explain,mannwhitneyu,7501.0,0.002121347790247899,0.1506156931076008,,False
alpha_ratio,explain-create,mannwhitneyu,7494.0,0.002229185050193317,0.1582721385637255,,False
per_word_perplexity,continue-create,mannwhitneyu,7480.0,0.002460072301721266,0.17466513342220988,,False
flesch_kincaid_grade,human-continue,t-test,-3.0538376505311726,0.002540616226773761,0.18038375210093704,,False
gunning_fog,human-continue,t-test,-3.0435011628606445,0.0026257991541914294,0.1864317399475915,,False
pos_prop_ADJ,continue-create,t-test,-3.012231202695109,0.002899756259820718,0.205882694447271,,False
token_length_mean,continue-explain,t-test,3.012161898929404,0.00290039158226349,0.2059278023407078,,False
alpha_ratio,continue-create,mannwhitneyu,7440.0,0.00324548291294736,0.23042928681926256,,False
top_ngram_chr_fraction_4,explain-create,mannwhitneyu,4675.0,0.0032480631437205626,0.23061248320415995,,False
top_ngram_chr_fraction_2,human-continue,mannwhitneyu,7431.0,0.0034510930699936685,0.24502760796955048,,False
pos_prop_ADV,human-continue,t-test,2.9496375283778105,0.003528604049557751,0.2505308875186003,,False
duplicate_ngram_chr_fraction_9,human-create,mannwhitneyu,4962.5,0.00409738693641702,0.2909144724856084,,False
connectives_cap,continue-explain,mannwhitneyu,7383.5,0.00423023662265142,0.30034680020825083,,False
pos_prop_ADP,human-continue,t-test,-2.8683398256369723,0.004531626082784135,0.32174545187767356,,False
entropy,continue-create,mannwhitneyu,7383.0,0.004761696292108756,0.33808043673972166,,False
perplexity,continue-create,mannwhitneyu,7383.0,0.004761696292108756,0.33808043673972166,,False
duplicate_ngram_chr_fraction_5,human-create,mannwhitneyu,4721.0,0.004887604348110638,0.3470199087158553,,False
pos_prop_PRON,explain-create,t-test,2.8413385101464352,0.00491839600944929,0.34920611667089957,,False
duplicate_ngram_chr_fraction_10,human-create,mannwhitneyu,5071.5,0.005407333529591785,0.3839206806010167,,False
pos_prop_PART,human-continue,mannwhitneyu,4745.5,0.005738533396463371,0.40743587114889934,,False
connectives_cap,continue-create,mannwhitneyu,7331.0,0.005775504982386195,0.4100608537494198,,False
top_ngram_chr_fraction_4,continue-explain,mannwhitneyu,7323.0,0.006177886352922399,0.4386299310574904,,False
sentence_length_mean,human-explain,t-test,2.740845787138371,0.006636421181454966,0.47118590388330256,,False
top_ngram_chr_fraction_4,human-explain,mannwhitneyu,7326.0,0.00671285967133062,0.476613036664474,,False
duplicate_ngram_chr_fraction_8,human-continue,mannwhitneyu,4950.0,0.007071887859937602,0.5021040380555697,,False
duplicate_ngram_chr_fraction_8,human-explain,mannwhitneyu,4943.0,0.00711644775029157,0.5052677902707015,,False
coleman_liau_index,continue-explain,t-test,2.7038719218431817,0.007394386402734013,0.525001434594115,,False
token_length_std,human-explain,mannwhitneyu,4795.0,0.007872374307278324,0.558938575816761,,False
token_length_median,continue-explain,mannwhitneyu,7154.0,0.008238608353066492,0.584941193067721,,False
perplexity,continue-explain,mannwhitneyu,4806.0,0.008433753455237324,0.59879649532185,,False
per_word_perplexity,continue-explain,mannwhitneyu,4806.0,0.008433753455237324,0.59879649532185,,False
duplicate_ngram_chr_fraction_5,human-explain,mannwhitneyu,4820.0,0.009188851133250136,0.6524084304607597,,False
pos_prop_ADJ,continue-explain,t-test,2.597071694990637,0.010042364764832128,0.7130078983030811,,False
top_ngram_chr_fraction_2,continue-create,mannwhitneyu,7261.0,0.010338786301456366,0.734053827403402,,False
n_unique_tokens,continue-explain,t-test,-2.5351462635180413,0.011941229269879977,0.8478272781614784,,False
pos_prop_AUX,human-continue,t-test,2.4892852801481093,0.013547724173539654,0.9618884163213154,,False
gunning_fog,human-explain,t-test,-2.4751001095047465,0.014082159427309185,0.9998333193389521,,False
syllables_per_token_std,explain-create,t-test,-2.4712408837988096,0.014230763146320338,1.0,,False
n_characters,human-create,mannwhitneyu,4910.5,0.015829047138465936,1.0,,False
n_stop_words,human-explain,t-test,2.3937170098704765,0.017525752598322314,1.0,,False
syllables_per_token_std,continue-create,t-test,-2.387060592804677,0.017837842474765348,1.0,,False
oov_ratio,continue-explain,mannwhitneyu,7155.5,0.019203701504177342,1.0,,False
top_ngram_chr_fraction_2,explain-create,mannwhitneyu,7137.0,0.021357236754550105,1.0,,False
n_tokens,explain-create,mannwhitneyu,7132.5,0.02189759219734145,1.0,,False
n_characters,human-explain,mannwhitneyu,4999.5,0.026128413521670397,1.0,,False
flesch_reading_ease,continue-explain,t-test,-2.231821812564914,0.0266442895587466,1.0,,False
syllables_per_token_std,continue-explain,mannwhitneyu,7084.0,0.028572477545817137,1.0,,False
duplicate_ngram_chr_fraction_7,human-explain,mannwhitneyu,5078.0,0.028981542862165647,1.0,,False
doc_length,explain-create,mannwhitneyu,7074.0,0.030144179335601852,1.0,,False
doc_length,human-explain,mannwhitneyu,7071.0,0.030631140974197734,1.0,,False
duplicate_ngram_chr_fraction_9,human-continue,mannwhitneyu,5253.5,0.031586165377139847,1.0,,False
pos_prop_CCONJ,continue-explain,t-test,2.1465788027338752,0.03293122171647196,1.0,,False
pos_prop_NOUN,continue-create,t-test,2.1407706254891794,0.03340269851683292,1.0,,False
doc_length,continue-explain,mannwhitneyu,5046.5,0.03360626496255521,1.0,,False
pos_prop_ADP,human-create,t-test,-2.1212596609121266,0.03502930892143028,1.0,,False
pos_prop_ADV,continue-explain,t-test,-2.088314372194966,0.03793056852206976,1.0,,False
TTR,human-continue,mannwhitneyu,5077.0,0.03938707308542849,1.0,,False
