feature,persona,test,t-statistic,pvalue,bon,bh
top_ngram_chr_fraction_3,continue-create,mannwhitneyu,89647.0,0.030520849335467344,1.0,
syllables_per_token_mean,explain-create,mannwhitneyu,75189.5,0.03054847356876998,1.0,
simpson_diversity,explain-create,t-test,-2.132633967794605,0.0332548827742829,1.0,
duplicate_ngram_chr_fraction_10,human-continue,mannwhitneyu,77217.5,0.034516134688066726,1.0,
rix,explain-create,t-test,2.1012529894722634,0.03592717358053221,1.0,
coleman_liau_index,continue-create,t-test,-2.067580669885918,0.03899652763635435,1.0,
pos_prop_VERB,continue-explain,mannwhitneyu,89295.0,0.03961675866304819,1.0,
top_ngram_chr_fraction_2,human-continue,mannwhitneyu,75542.0,0.03964554337707008,1.0,
duplicate_paragraph_chr_fraction,explain-create,t-test,-2.002347044516073,0.0455803452768494,1.0,
duplicate_paragraph_chr_fraction,continue-create,t-test,-2.002347044516073,0.0455803452768494,1.0,
duplicate_paragraph_chr_fraction,human-create,t-test,-2.002347044516073,0.0455803452768494,1.0,
connectives_cap,explain-create,mannwhitneyu,75839.0,0.0475531181810111,1.0,
automated_readability_index,human-continue,mannwhitneyu,75886.0,0.050643937015124894,1.0,
dependency_distance_std,explain-create,mannwhitneyu,75904.0,0.0512836912517392,1.0,
gunning_fog,continue-explain,mannwhitneyu,76009.0,0.055151842150824665,1.0,
n_characters,explain-create,t-test,-1.9203400981532257,0.055165802268747864,1.0,
token_length_mean,continue-create,t-test,-1.9094398503559311,0.05655840694664071,1.0,
flesch_reading_ease,human-continue,mannwhitneyu,88785.0,0.05676577184835046,1.0,
duplicate_ngram_chr_fraction_10,human-create,mannwhitneyu,77860.0,0.06120546950583541,1.0,
top_ngram_chr_fraction_2,continue-create,mannwhitneyu,76383.0,0.0709554546216703,1.0,
proportion_bullet_points,explain-create,mannwhitneyu,81014.5,0.07186079681918253,1.0,
flesch_reading_ease,continue-create,mannwhitneyu,88430.0,0.07203768145865716,1.0,
top_ngram_chr_fraction_4,human-create,mannwhitneyu,76784.5,0.07506541379835038,1.0,
top_ngram_chr_fraction_3,continue-explain,mannwhitneyu,88236.5,0.08168136000149771,1.0,
pos_prop_ADP,continue-create,mannwhitneyu,76640.0,0.08383445850538762,1.0,
syllables_per_token_median,continue-create,mannwhitneyu,80999.5,0.08706132944659442,1.0,
oov_ratio,continue-create,mannwhitneyu,76740.0,0.08933161240679675,1.0,
flesch_kincaid_grade,human-continue,mannwhitneyu,76784.0,0.09184063588767863,1.0,
pos_prop_PRON,human-explain,mannwhitneyu,76847.0,0.09553120068455777,1.0,
n_characters,continue-create,mannwhitneyu,87956.0,0.09751113831930365,1.0,
prop_adjacent_dependency_relation_mean,continue-create,mannwhitneyu,87948.0,0.09799626079564246,1.0,
duplicate_ngram_chr_fraction_5,continue-create,mannwhitneyu,87896.0,0.1007474975649896,1.0,
first_order_coherence,continue-explain,mannwhitneyu,77020.0,0.10627893523775636,1.0,
connectives,continue-explain,mannwhitneyu,77119.5,0.11253094566491982,1.0,
n_unique_tokens,continue-create,t-test,-1.5773272406678458,0.11511068715184172,1.0,
top_ngram_chr_fraction_4,continue-explain,mannwhitneyu,77465.5,0.13116336468701817,1.0,
flesch_kincaid_grade,continue-create,mannwhitneyu,77463.5,0.13822489433242025,1.0,
syllables_per_token_std,explain-create,mannwhitneyu,87371.0,0.138344292645522,1.0,
syllables_per_token_std,continue-explain,mannwhitneyu,77521.0,0.1428588458616149,1.0,
duplicate_line_chr_fraction,human-explain,t-test,1.454054568534943,0.14631852936002515,1.0,
duplicate_line_chr_fraction,human-continue,t-test,1.454054568534943,0.14631852936002515,1.0,
proportion_ellipsis,human-create,t-test,-1.41143108105128,0.15850153553486848,1.0,
proportion_ellipsis,continue-create,t-test,-1.41143108105128,0.15850153553486848,1.0,
proportion_ellipsis,explain-create,t-test,-1.41143108105128,0.15850153553486848,1.0,
syllables_per_token_std,human-continue,mannwhitneyu,87053.0,0.16549460484600687,1.0,
mean_word_length,continue-explain,t-test,1.3836036997067647,0.1668610062287682,1.0,
syllables_per_token_mean,continue-explain,mannwhitneyu,86996.5,0.17071194902789188,1.0,
proportion_bullet_points,human-continue,mannwhitneyu,83630.5,0.17675595394428711,1.0,
syllables_per_token_std,human-create,mannwhitneyu,86874.0,0.1824455740431099,1.0,
mean_word_length,continue-create,t-test,-1.3179103193898583,0.1879062666709063,1.0,
duplicate_ngram_chr_fraction_6,continue-create,mannwhitneyu,86744.5,0.19023756813407144,1.0,
sentence_length_median,human-create,mannwhitneyu,78061.0,0.191145072600166,1.0,
n_unique_tokens,human-continue,mannwhitneyu,78059.5,0.1921944103954849,1.0,
flesch_reading_ease,explain-create,mannwhitneyu,86759.0,0.1939953310254191,1.0,
dependency_distance_mean,continue-create,t-test,1.2513211229654915,0.21117861349838038,1.0,
connectives_cap,human-explain,mannwhitneyu,78387.5,0.2248739846108182,1.0,
connectives,human-create,mannwhitneyu,86470.0,0.2249735034552799,1.0,
token_length_mean,continue-explain,t-test,1.2048309090237355,0.22862048150459022,1.0,
pos_prop_ADV,human-continue,mannwhitneyu,78553.0,0.24751257782803548,1.0,
token_length_median,continue-create,mannwhitneyu,79640.5,0.34049323535845266,1.0,
syllables_per_token_median,continue-explain,mannwhitneyu,83441.5,0.3409150677272502,1.0,
lix,explain-create,t-test,-0.9466061253677851,0.34412182127348756,1.0,
proportion_bullet_points,continue-create,mannwhitneyu,81634.5,0.3582306965996528,1.0,
proportion_bullet_points,continue-explain,mannwhitneyu,83030.0,0.3607845664780639,1.0,
second_order_coherence,continue-explain,mannwhitneyu,79519.0,0.38575219561156804,1.0,
sentence_length_median,human-continue,mannwhitneyu,85288.0,0.3885210751226531,1.0,
token_length_std,continue-explain,t-test,-0.8333493750099475,0.404893378861765,1.0,
alpha_ratio,explain-create,mannwhitneyu,79697.0,0.4155979959221767,1.0,
token_length_std,continue-create,mannwhitneyu,79709.0,0.41765807856536075,1.0,
coleman_liau_index,continue-explain,mannwhitneyu,85071.0,0.42735059469797476,1.0,
doc_length,explain-create,t-test,-0.7839757788036834,0.4332835117914823,1.0,
token_length_std,human-continue,mannwhitneyu,84967.0,0.4456944908767404,1.0,
top_ngram_chr_fraction_3,explain-create,mannwhitneyu,84961.5,0.44664318702760053,1.0,
sentence_length_mean,human-explain,t-test,-0.7459977046184937,0.45588523949796356,1.0,
dependency_distance_mean,human-explain,t-test,-0.6933490336263739,0.48828930020872185,1.0,
mtld,human-explain,t-test,-0.6725092659006755,0.5014133643489144,1.0,
duplicate_ngram_chr_fraction_7,continue-create,mannwhitneyu,84535.5,0.5079724459172829,1.0,
pos_prop_NOUN,continue-explain,mannwhitneyu,80277.5,0.5219300063069185,1.0,
rix,human-continue,t-test,0.6339311672713952,0.5263047162594368,1.0,
syllables_per_token_mean,continue-create,mannwhitneyu,80427.0,0.5514178993450387,1.0,
symbol_to_word_ratio_#,human-create,mannwhitneyu,82830.5,0.608571328540489,1.0,
flesch_reading_ease,continue-explain,mannwhitneyu,84097.0,0.6154748244845099,1.0,
n_tokens,explain-create,t-test,-0.5010946627063584,0.6164406466318919,1.0,
n_unique_tokens,human-create,t-test,0.4862683823462772,0.6269084224656363,1.0,
duplicate_ngram_chr_fraction_8,continue-create,mannwhitneyu,83834.0,0.6383556926485903,1.0,
proportion_bullet_points,human-create,mannwhitneyu,82866.5,0.6477145376315349,1.0,
pos_prop_PUNCT,continue-explain,mannwhitneyu,80993.5,0.670022182857466,1.0,
duplicate_ngram_chr_fraction_9,continue-create,mannwhitneyu,83587.5,0.6727345413672495,1.0,
gunning_fog,explain-create,mannwhitneyu,81270.0,0.7313143791283787,1.0,
token_length_std,explain-create,t-test,-0.3107545660515105,0.7560671594974562,1.0,
yules_k,human-create,mannwhitneyu,129268.0,0.7881109126634839,1.0,
token_length_std,human-explain,t-test,0.25330971359405036,0.800093166998228,1.0,
top_ngram_chr_fraction_2,explain-create,mannwhitneyu,83188.0,0.8178858476848245,1.0,
automated_readability_index,explain-create,t-test,0.19955976140707235,0.8418749858387384,1.0,
flesch_kincaid_grade,explain-create,t-test,0.14795317297089458,0.8824165455162533,1.0,
duplicate_ngram_chr_fraction_10,continue-create,mannwhitneyu,82754.0,0.8945750969768773,1.0,
doc_length,human-explain,t-test,-0.11116746881010882,0.9115110873096968,1.0,
syllables_per_token_std,human-explain,mannwhitneyu,82605.0,0.9554945883962227,1.0,
syllables_per_token_std,continue-create,mannwhitneyu,82245.0,0.9588323905919102,1.0,
token_length_std,human-create,mannwhitneyu,82481.0,0.9850784452099463,1.0,
duplicate_line_chr_fraction,continue-explain,t-test,,,,
pos_prop_SCONJ,human-continue,t-test,,,,
pos_prop_SCONJ,human-explain,t-test,,,,
pos_prop_SCONJ,human-create,t-test,,,,
pos_prop_SCONJ,continue-create,t-test,,,,
pos_prop_SCONJ,explain-create,t-test,,,,
pos_prop_X,human-continue,t-test,,,,
pos_prop_X,human-explain,t-test,,,,
pos_prop_X,human-create,t-test,,,,
pos_prop_X,continue-explain,t-test,,,,
pos_prop_X,continue-create,t-test,,,,
pos_prop_X,explain-create,t-test,,,,
pos_prop_PART,human-continue,t-test,,,,
pos_prop_PART,human-explain,t-test,,,,
pos_prop_PART,human-create,t-test,,,,
pos_prop_PART,continue-explain,t-test,,,,
pos_prop_PART,continue-create,t-test,,,,
pos_prop_PART,explain-create,t-test,,,,
pos_prop_VERB,human-create,t-test,,,,
pos_prop_VERB,continue-create,t-test,,,,
pos_prop_VERB,explain-create,t-test,,,,
pos_prop_ADJ,human-create,t-test,,,,
pos_prop_ADJ,continue-create,t-test,,,,
pos_prop_ADJ,explain-create,t-test,,,,
pos_prop_NUM,human-continue,t-test,,,,
pos_prop_NUM,human-explain,t-test,,,,
pos_prop_NUM,human-create,t-test,,,,
pos_prop_NUM,continue-explain,t-test,,,,
pos_prop_NUM,continue-create,t-test,,,,
pos_prop_NUM,explain-create,t-test,,,,
duplicate_paragraph_chr_fraction,human-continue,t-test,,,,
duplicate_paragraph_chr_fraction,human-explain,t-test,,,,
duplicate_paragraph_chr_fraction,continue-explain,t-test,,,,
pos_prop_PRON,human-continue,t-test,,,,
pos_prop_PRON,human-create,t-test,,,,
pos_prop_PRON,continue-explain,t-test,,,,
pos_prop_PRON,continue-create,t-test,,,,
pos_prop_PRON,explain-create,t-test,,,,
proportion_ellipsis,human-continue,t-test,,,,
proportion_ellipsis,human-explain,t-test,,,,
proportion_ellipsis,continue-explain,t-test,,,,
pos_prop_AUX,human-continue,t-test,,,,
pos_prop_AUX,human-create,t-test,,,,
pos_prop_AUX,continue-explain,t-test,,,,
pos_prop_AUX,continue-create,t-test,,,,
pos_prop_AUX,explain-create,t-test,,,,
symbol_to_word_ratio_#,continue-explain,t-test,,,,
pos_prop_DET,human-continue,t-test,,,,
pos_prop_DET,human-create,t-test,,,,
pos_prop_DET,continue-explain,t-test,,,,
pos_prop_DET,continue-create,t-test,,,,
pos_prop_DET,explain-create,t-test,,,,
pos_prop_CCONJ,human-continue,t-test,,,,
pos_prop_CCONJ,human-create,t-test,,,,
pos_prop_CCONJ,continue-explain,t-test,,,,
pos_prop_CCONJ,continue-create,t-test,,,,
pos_prop_CCONJ,explain-create,t-test,,,,
pos_prop_PROPN,human-continue,t-test,,,,
pos_prop_PROPN,human-explain,t-test,,,,
pos_prop_PROPN,human-create,t-test,,,,
pos_prop_PROPN,continue-explain,t-test,,,,
pos_prop_PROPN,continue-create,t-test,,,,
pos_prop_PROPN,explain-create,t-test,,,,
pos_prop_SPACE,human-continue,t-test,,,,
pos_prop_SPACE,human-explain,t-test,,,,
pos_prop_SPACE,human-create,t-test,,,,
pos_prop_SPACE,continue-explain,t-test,,,,
pos_prop_SPACE,continue-create,t-test,,,,
pos_prop_SPACE,explain-create,t-test,,,,
