feature,persona,test,t-statistic,pvalue,bon,bh,reject
doc_length,human-ashuman,mannwhitneyu,6706.5,3.0660078192129774e-05,0.002176865551641214,,True
pos_prop_ADV,ashuman-asmachine,t-test,4.226910140403681,3.6155121956696656e-05,0.0025670136589254627,,True
duplicate_ngram_chr_fraction_8,human-asmachine,mannwhitneyu,6093.0,3.6324992208257883e-05,0.0025790744467863095,,True
duplicate_ngram_chr_fraction_9,human-asmachine,mannwhitneyu,5912.0,4.126754414306962e-05,0.002929995634157943,,True
duplicate_ngram_chr_fraction_8,human-ashuman,mannwhitneyu,6084.0,4.209466285700971e-05,0.0029887210628476895,,True
oov_ratio,ashuman-asmachine,mannwhitneyu,3353.0,5.74308002143159e-05,0.004077586815216429,,True
pos_prop_NOUN,ashuman-asmachine,t-test,4.008095445335656,8.663689917371785e-05,0.006151219841333967,,True
pos_prop_DET,ashuman-asmachine,t-test,3.99931550147468,8.966332081209313e-05,0.006366095777658612,,True
pos_prop_SCONJ,ashuman-asmachine,mannwhitneyu,6599.0,9.392569420617928e-05,0.006668724288638729,,True
doc_length,human-asmachine,mannwhitneyu,6584.0,0.00010920706526898665,0.007753701634098053,,True
duplicate_ngram_chr_fraction_9,human-ashuman,mannwhitneyu,5860.0,0.00014993043491711062,0.010645060879114853,,False
type_token_ratio,ashuman-asmachine,t-test,-3.783009264665308,0.00020518863927933872,0.01456839338883305,,False
rix,ashuman-asmachine,t-test,3.7678734825821096,0.0002171417191972756,0.015417062063006567,,False
duplicate_ngram_chr_fraction_10,human-asmachine,mannwhitneyu,5705.5,0.0002506048626474771,0.017792945247970874,,False
pos_prop_AUX,ashuman-asmachine,t-test,3.6940673258248884,0.0002854797216789322,0.020269060239204186,,False
pos_prop_ADV,human-asmachine,t-test,-3.6725259002314203,0.00030897303428978194,0.021937085434574517,,False
connectives,ashuman-asmachine,t-test,3.653374962079042,0.00033137978683182016,0.02352796486505923,,False
prop_adjacent_dependency_relation_std,human-asmachine,mannwhitneyu,3538.0,0.00035560343485106804,0.02524784387442583,,False
gunning_fog,ashuman-asmachine,t-test,3.632693051556059,0.00035729424855598983,0.02536789164747528,,False
pos_prop_PRON,human-asmachine,mannwhitneyu,3560.0,0.00043602057768277853,0.030957461015477274,,False
flesch_kincaid_grade,ashuman-asmachine,t-test,3.561879802072205,0.00046122667497605884,0.03274709392330018,,False
proportion_unique_tokens,ashuman-asmachine,t-test,-3.49848018193179,0.000577799317750028,0.041023751560251995,,False
prop_adjacent_dependency_relation_std,ashuman-asmachine,mannwhitneyu,3615.0,0.0007173207892529904,0.05092977603696232,,False
n_sentences,ashuman-asmachine,t-test,-3.3389231201089062,0.0010048393816187013,0.07134359609492778,,False
second_order_coherence,ashuman-asmachine,t-test,3.239931386373598,0.0014023735722349584,0.09956852362868204,,False
n_characters,human-ashuman,mannwhitneyu,3694.0,0.001423453923894864,0.10106522859653534,,False
pos_prop_ADJ,human-asmachine,t-test,-3.173167156311093,0.0017482889383158933,0.12412851462042843,,False
pos_prop_PUNCT,ashuman-asmachine,t-test,-3.1658294585988562,0.0017907848343477815,0.1271457232386925,,False
sentence_length_median,human-asmachine,t-test,-3.1365180240849964,0.0019702615010095464,0.1398885665716778,,False
first_order_coherence,ashuman-asmachine,mannwhitneyu,6254.0,0.002192853735518411,0.1556926152218072,,False
pos_prop_SCONJ,human-asmachine,mannwhitneyu,3747.0,0.0022107654028564027,0.1569643436028046,,False
lix,ashuman-asmachine,t-test,3.083407788850554,0.0023384640725252668,0.16603094914929395,,False
duplicate_ngram_chr_fraction_10,human-ashuman,mannwhitneyu,5613.5,0.0025512367074604658,0.18113780622969308,,False
pos_prop_PROPN,human-asmachine,mannwhitneyu,3766.0,0.002578956370931624,0.1831059023361453,,False
token_length_mean,ashuman-asmachine,t-test,-2.9420482681597306,0.0036494219408150217,0.2591089577978665,,False
dependency_distance_std,ashuman-asmachine,t-test,-2.924181856108588,0.0038562112886063563,0.2737910014910513,,False
connectives_cap,human-ashuman,mannwhitneyu,6113.0,0.006029181139590386,0.4280718609109174,,False
pos_prop_CCONJ,ashuman-asmachine,t-test,2.732890177234869,0.00684636767923629,0.4860921052257766,,False
automated_readability_index,ashuman-asmachine,t-test,2.6203025053636706,0.009466395082385887,0.672114050849398,,False
first_order_coherence,human-asmachine,t-test,-2.5163947672189955,0.012649958669788275,0.8981470655549675,,False
coleman_liau_index,ashuman-asmachine,t-test,-2.508477271826249,0.01292784062466506,0.9178766843512193,,False
n_unique_tokens,ashuman-asmachine,mannwhitneyu,4015.5,0.016198590677688675,1.0,,False
connectives,human-asmachine,mannwhitneyu,5963.5,0.018393696335960687,1.0,,False
pos_prop_PART,ashuman-asmachine,mannwhitneyu,5956.0,0.0195608320007955,1.0,,False
n_sentences,human-asmachine,mannwhitneyu,5916.0,0.025102465075860617,1.0,,False
duplicate_line_chr_fraction,human-ashuman,t-test,-2.2199183811788914,0.027558796628133955,1.0,,False
sentence_length_mean,human-asmachine,mannwhitneyu,4101.0,0.028135526218295404,1.0,,False
prop_adjacent_dependency_relation_mean,ashuman-asmachine,t-test,2.1277582512165805,0.03459401258098435,1.0,,False
syllables_per_token_std,ashuman-asmachine,t-test,-2.123395614431525,0.034962294775169635,1.0,,False
connectives_cap,ashuman-asmachine,mannwhitneyu,5808.0,0.04506041861394115,1.0,,False
alpha_ratio,ashuman-asmachine,t-test,1.9399900525366247,0.053801363550969636,1.0,,False
flesch_reading_ease,ashuman-asmachine,t-test,-1.8606233924555462,0.06428007506177136,1.0,,False
mean_word_length,ashuman-asmachine,t-test,-1.8373153815471235,0.06766212822167467,1.0,,False
duplicate_line_chr_fraction,human-asmachine,t-test,-1.6139889905662148,0.108122338285775,1.0,,False
mtld,ashuman-asmachine,t-test,-1.6103104767890526,0.10892315506869345,1.0,,False
n_tokens,human-asmachine,mannwhitneyu,5540.0,0.18742449617205748,1.0,,False
n_tokens,human-ashuman,mannwhitneyu,5538.5,0.18865335063929034,1.0,,False
sentence_length_std,human-asmachine,mannwhitneyu,5536.0,0.19072589287837183,1.0,,False
pos_prop_NOUN,human-asmachine,t-test,-1.2577447092891116,0.20996543452731647,1.0,,False
pos_prop_PART,human-asmachine,mannwhitneyu,5512.0,0.2113745081592714,1.0,,False
sentence_length_std,human-ashuman,t-test,1.2022080585046229,0.2307187237526626,1.0,,False
duplicate_line_chr_fraction,ashuman-asmachine,mannwhitneyu,5151.0,0.30594262809435,1.0,,False
entropy,ashuman-asmachine,t-test,1.0246377241591402,0.30678435132932985,1.0,,False
duplicate_ngram_chr_fraction_10,ashuman-asmachine,mannwhitneyu,5100.5,0.3136658633266871,1.0,,False
symbol_to_word_ratio_#,human-asmachine,t-test,1.0,0.31853103790873505,1.0,,False
symbol_to_word_ratio_#,human-ashuman,t-test,1.0,0.31853103790873505,1.0,,False
proportion_bullet_points,ashuman-asmachine,t-test,0.9999999999999999,0.3185310379087351,1.0,,False
proportion_ellipsis,ashuman-asmachine,t-test,-0.9999999999999999,0.3185310379087351,1.0,,False
proportion_ellipsis,human-asmachine,t-test,-0.9999999999999999,0.3185310379087351,1.0,,False
proportion_bullet_points,human-ashuman,t-test,-0.9999999999999999,0.3185310379087351,1.0,,False
top_ngram_chr_fraction_3,ashuman-asmachine,mannwhitneyu,5359.0,0.35106717101803997,1.0,,False
per_word_perplexity,ashuman-asmachine,mannwhitneyu,5377.0,0.3576062487570386,1.0,,False
pos_prop_PART,human-ashuman,mannwhitneyu,4641.5,0.3817187223899836,1.0,,False
n_characters,ashuman-asmachine,mannwhitneyu,4673.5,0.4257142454119667,1.0,,False
perplexity,ashuman-asmachine,mannwhitneyu,5325.0,0.4278479191788158,1.0,,False
second_order_coherence,human-asmachine,t-test,-0.727192775996035,0.467966803650092,1.0,,False
top_ngram_chr_fraction_2,ashuman-asmachine,mannwhitneyu,5293.0,0.4747990177697786,1.0,,False
syllables_per_token_mean,ashuman-asmachine,t-test,-0.703095755445003,0.48282195556464225,1.0,,False
sentence_length_std,ashuman-asmachine,t-test,0.7026204063206744,0.4831175689573608,1.0,,False
pos_prop_ADP,human-ashuman,t-test,0.6275374770570842,0.5310300080056429,1.0,,False
top_ngram_chr_fraction_4,ashuman-asmachine,mannwhitneyu,5167.0,0.54360064139152,1.0,,False
dependency_distance_mean,ashuman-asmachine,t-test,0.5589283928519928,0.5768421883714272,1.0,,False
syllables_per_token_median,ashuman-asmachine,mannwhitneyu,4814.5,0.5857200251483087,1.0,,False
duplicate_ngram_chr_fraction_9,ashuman-asmachine,mannwhitneyu,5051.0,0.6482115828268046,1.0,,False
duplicate_ngram_chr_fraction_5,ashuman-asmachine,mannwhitneyu,5155.0,0.6698570345333086,1.0,,False
token_length_median,ashuman-asmachine,mannwhitneyu,4860.5,0.6730117831144942,1.0,,False
doc_length,ashuman-asmachine,mannwhitneyu,4836.0,0.6895220086224316,1.0,,False
prop_adjacent_dependency_relation_std,human-ashuman,mannwhitneyu,5159.0,0.698551048337868,1.0,,False
duplicate_ngram_chr_fraction_7,ashuman-asmachine,mannwhitneyu,4910.5,0.7000109545692459,1.0,,False
connectives,human-ashuman,t-test,-0.2489027937820174,0.8036939672877328,1.0,,False
n_tokens,ashuman-asmachine,mannwhitneyu,4979.0,0.960049876667591,1.0,,False
duplicate_ngram_chr_fraction_6,ashuman-asmachine,mannwhitneyu,5012.0,0.9679151298795453,1.0,,False
duplicate_ngram_chr_fraction_8,ashuman-asmachine,mannwhitneyu,5003.0,0.9881593374291415,1.0,,False
pos_prop_X,human-ashuman,t-test,,,,,False
pos_prop_X,human-asmachine,t-test,,,,,False
pos_prop_X,ashuman-asmachine,t-test,,,,,False
pos_prop_SYM,human-ashuman,t-test,,,,,False
pos_prop_SYM,human-asmachine,t-test,,,,,False
pos_prop_SYM,ashuman-asmachine,t-test,,,,,False
pos_prop_NUM,human-ashuman,t-test,,,,,False
pos_prop_NUM,human-asmachine,t-test,,,,,False
pos_prop_NUM,ashuman-asmachine,t-test,,,,,False
proportion_bullet_points,human-asmachine,t-test,,,,,False
duplicate_paragraph_chr_fraction,human-ashuman,t-test,,,,,False
duplicate_paragraph_chr_fraction,human-asmachine,t-test,,,,,False
duplicate_paragraph_chr_fraction,ashuman-asmachine,t-test,,,,,False
proportion_ellipsis,human-ashuman,t-test,,,,,False
symbol_to_word_ratio_#,ashuman-asmachine,t-test,,,,,False
pos_prop_PROPN,human-ashuman,t-test,,,,,False
pos_prop_PROPN,ashuman-asmachine,t-test,,,,,False
pos_prop_SPACE,human-ashuman,t-test,,,,,False
pos_prop_SPACE,human-asmachine,t-test,,,,,False
pos_prop_SPACE,ashuman-asmachine,t-test,,,,,False
