feature,persona,test,t-statistic,pvalue,bon,bh,reject
flesch_kincaid_grade,human-explain,mannwhitneyu,38702.0,8.842476577039153e-41,6.278158369697798e-39,,
per_word_perplexity,explain-create,mannwhitneyu,127969.0,2.3377805333388402e-38,1.6598241786705765e-36,,
automated_readability_index,explain-create,mannwhitneyu,40814.0,3.1582299311291824e-37,2.2423432511017194e-35,,
gunning_fog,explain-create,t-test,-13.321084608548913,8.778243796935668e-37,6.232553095824324e-35,,
entropy,explain-create,mannwhitneyu,126601.0,4.128636126601206e-36,2.9313316498868563e-34,,
perplexity,explain-create,mannwhitneyu,126601.0,4.128636126601206e-36,2.9313316498868563e-34,,
pos_prop_DET,explain-create,t-test,13.136865414381209,6.60963060263836e-36,4.692837727873236e-34,,
sentence_length_mean,continue-create,mannwhitneyu,41667.5,7.720017536380459e-36,5.481212450830126e-34,,
alpha_ratio,human-create,mannwhitneyu,42493.0,1.6011428470726911e-34,1.1368114214216108e-32,,
gunning_fog,human-explain,mannwhitneyu,42552.0,1.984114054129699e-34,1.4087209784320862e-32,,
sentence_length_median,continue-create,mannwhitneyu,43014.0,6.691538546436432e-34,4.7509923679698663e-32,,
token_length_std,human-create,mannwhitneyu,43215.0,2.1632641520926874e-33,1.535917547985808e-31,,
flesch_kincaid_grade,explain-create,mannwhitneyu,43290.0,2.8277484012000486e-33,2.0077013648520343e-31,,
pos_prop_ADJ,human-create,mannwhitneyu,43313.5,3.0749622890703642e-33,2.1832232252399586e-31,,
pos_prop_NOUN,human-explain,mannwhitneyu,43813.5,1.809454988771385e-32,1.2847130420276832e-30,,
top_ngram_chr_fraction_2,human-create,mannwhitneyu,123969.0,5.513750262838126e-32,3.91476268661507e-30,,
rix,explain-create,mannwhitneyu,44267.0,8.85749178309489e-32,6.288819165997372e-30,,
syllables_per_token_median,human-create,t-test,-12.208230197454602,1.3116078112044168e-31,9.312415459551359e-30,,
n_stop_words,human-create,mannwhitneyu,123091.5,1.141782690527312e-30,8.106657102743915e-29,,
lix,explain-create,t-test,-11.97000662336057,1.534908005455879e-30,1.089784683873674e-28,,
automated_readability_index,continue-create,mannwhitneyu,45147.0,1.838725164168697e-30,1.3054948665597748e-28,,
sentence_length_median,human-create,mannwhitneyu,45496.5,5.164964079856668e-30,3.6671244966982345e-28,,
flesch_reading_ease,explain-create,t-test,11.831455206427778,6.320161395783034e-30,4.487314591005954e-28,,
syllables_per_token_std,human-continue,mannwhitneyu,45625.0,9.283056698109385e-30,6.590970255657663e-28,,
mtld,continue-create,mannwhitneyu,45692.5,1.164900495786783e-29,8.270793520086159e-28,,
rix,continue-create,mannwhitneyu,45886.5,2.2315354757449197e-29,1.584390187778893e-27,,
n_characters,human-create,mannwhitneyu,45901.5,2.3468715384903374e-29,1.6662787923281394e-27,,
coleman_liau_index,explain-create,t-test,-11.597905161736088,6.691428065902712e-29,4.750913926790925e-27,,
sentence_length_mean,human-create,mannwhitneyu,46617.5,2.513847357078553e-28,1.7848316235257728e-26,,
pos_prop_ADP,human-explain,mannwhitneyu,46694.5,3.235672947723193e-28,2.297327792883467e-26,,
type_token_ratio,continue-create,mannwhitneyu,46779.5,4.272446808728562e-28,3.033437234197279e-26,,
pos_prop_AUX,continue-create,t-test,11.25785224955102,1.957896912948025e-27,1.3901068081930979e-25,,
n_unique_tokens,human-create,mannwhitneyu,47812.5,1.188441133234758e-26,8.43793204596678e-25,,
token_length_mean,explain-create,t-test,-11.026459158036028,1.8690939580804527e-26,1.3270567102371215e-24,,
prop_adjacent_dependency_relation_std,human-create,mannwhitneyu,119745.0,6.601655044178793e-26,4.6871750813669424e-24,,
per_word_perplexity,human-explain,mannwhitneyu,119630.0,9.45775772717836e-26,6.715007986296636e-24,,
n_characters,human-explain,mannwhitneyu,48647.0,1.640945699876087e-25,1.1650714469120217e-23,,
gunning_fog,continue-create,t-test,-10.723734136072187,3.39731215264665e-25,2.4120916283791213e-23,,
lix,continue-create,t-test,-10.702236589583432,4.164837404790864e-25,2.957034557401513e-23,,
flesch_kincaid_grade,continue-create,mannwhitneyu,48960.0,4.320280113154578e-25,3.0673988803397505e-23,,
connectives,explain-create,mannwhitneyu,119082.0,4.399208452607225e-25,3.1234380013511297e-23,,
mean_word_length,explain-create,t-test,-10.596622164309688,1.1279658932255928e-24,8.008557841901709e-23,,
duplicate_ngram_chr_fraction_5,explain-create,mannwhitneyu,118086.5,4.709314839173446e-24,3.343613535813146e-22,,
perplexity,human-explain,mannwhitneyu,118268.0,6.12810992356325e-24,4.350958045729907e-22,,
entropy,human-explain,mannwhitneyu,118268.0,6.12810992356325e-24,4.350958045729907e-22,,
n_stop_words,explain-create,mannwhitneyu,117994.0,1.386443384881184e-23,9.843748032656407e-22,,
n_sentences,explain-create,mannwhitneyu,117908.5,1.4625958302392218e-23,1.0384430394698476e-21,,
dependency_distance_mean,continue-explain,mannwhitneyu,50174.0,1.7033486351983177e-23,1.2093775309908056e-21,,
type_token_ratio,human-continue,mannwhitneyu,50289.5,2.400056298395252e-23,1.7040399718606288e-21,,
n_sentences,human-create,mannwhitneyu,117361.5,7.72850172013655e-23,5.487236221296951e-21,,
pos_prop_CCONJ,human-create,mannwhitneyu,117219.5,1.3633016786139231e-22,9.679441918158855e-21,,
sentence_length_std,continue-create,mannwhitneyu,51010.0,1.9868420380216038e-22,1.4106578469953386e-20,,
syllables_per_token_mean,explain-create,t-test,-10.024382820177559,2.1912755770234684e-22,1.5558056596866624e-20,,
n_unique_tokens,continue-create,mannwhitneyu,51212.0,3.550867410275147e-22,2.5211158612953542e-20,,
token_length_median,explain-create,mannwhitneyu,55338.0,9.412416640616373e-22,6.682815814837625e-20,,
sentence_length_mean,explain-create,mannwhitneyu,51767.0,1.7442852372204095e-21,1.2384425184264908e-19,,
n_unique_tokens,explain-create,mannwhitneyu,51861.5,2.2707127477167967e-21,1.6122060508789257e-19,,
duplicate_ngram_chr_fraction_5,human-explain,mannwhitneyu,52364.5,6.556624406091907e-21,4.655203328325254e-19,,
pos_prop_ADJ,human-continue,mannwhitneyu,52524.0,1.457965381254932e-20,1.0351554206910017e-18,,
pos_prop_AUX,human-continue,mannwhitneyu,115036.0,6.433089477767603e-20,4.567493529214998e-18,,
duplicate_ngram_chr_fraction_6,human-explain,mannwhitneyu,54085.0,6.500249322159727e-20,4.615177018733406e-18,,
mtld,continue-explain,mannwhitneyu,114885.5,9.686398233576899e-20,6.877342745839598e-18,,
pos_prop_DET,continue-explain,t-test,-9.272099314562086,1.5855430282893776e-19,1.125735550085458e-17,,
proportion_unique_tokens,continue-create,mannwhitneyu,53612.5,2.832115988079871e-19,2.0108023515367083e-17,,
alpha_ratio,continue-create,mannwhitneyu,113316.0,6.156065904352381e-18,4.3708067920901905e-16,,
syllables_per_token_std,human-explain,mannwhitneyu,55173.0,1.667287276861972e-17,1.183773966572e-15,,
pos_prop_DET,human-explain,t-test,8.693216876420442,1.9070859494646722e-17,1.3540310241199172e-15,,
token_length_std,human-continue,mannwhitneyu,55292.0,2.2555452424218988e-17,1.6014371221195481e-15,,
top_ngram_chr_fraction_2,human-continue,mannwhitneyu,112784.0,2.396923285887323e-17,1.7018155329799993e-15,,
pos_prop_ADJ,explain-create,mannwhitneyu,55397.0,2.9417616449390464e-17,2.088650767906723e-15,,
flesch_reading_ease,continue-create,t-test,8.619523578629256,3.447142290877484e-17,2.4474710265230136e-15,,
pos_prop_CCONJ,continue-explain,t-test,8.521416319359469,7.53304935415867e-17,5.348465041452656e-15,,
duplicate_ngram_chr_fraction_6,explain-create,mannwhitneyu,111289.5,8.153049040403692e-17,5.788664818686621e-15,,
sentence_length_std,explain-create,mannwhitneyu,56125.0,1.8078490247376829e-16,1.2835728075637548e-14,,
pos_prop_CCONJ,explain-create,t-test,8.343272579316864,3.0575756768303704e-16,2.1708787305495628e-14,,
syllables_per_token_median,human-continue,t-test,-8.271076774690068,5.357431673697163e-16,3.8037764883249854e-14,,
pos_prop_AUX,continue-explain,mannwhitneyu,111352.5,8.236839914349703e-16,5.84815633918829e-14,,
sentence_length_std,human-create,mannwhitneyu,111300.5,9.33557376007484e-16,6.628257369653137e-14,,
proportion_unique_tokens,continue-explain,mannwhitneyu,111091.5,1.540356970437485e-15,1.0936534490106142e-13,,
sentence_length_median,explain-create,mannwhitneyu,57244.0,2.2877636485383907e-15,1.6243121904622574e-13,,
duplicate_ngram_chr_fraction_5,continue-explain,mannwhitneyu,57552.0,4.394244322653424e-15,3.119913469083931e-13,,
pos_prop_ADP,human-continue,mannwhitneyu,57474.5,4.6416932650839e-15,3.2956022182095693e-13,,
yules_k,continue-explain,mannwhitneyu,110254.5,1.1023576896595514e-14,7.826739596582815e-13,,
duplicate_ngram_chr_fraction_7,human-explain,mannwhitneyu,60724.5,1.1913597894666192e-14,8.458654505212996e-13,,
dependency_distance_mean,human-continue,mannwhitneyu,110171.0,1.3370835207467719e-14,9.49329299730208e-13,,
top_ngram_chr_fraction_2,human-explain,mannwhitneyu,110053.5,1.7526345740882594e-14,1.2443705476026642e-12,,
coleman_liau_index,continue-create,t-test,-7.649901666404531,5.653988246574014e-14,4.01433165506755e-12,,
dependency_distance_mean,continue-create,mannwhitneyu,58720.0,8.081345332076824e-14,5.737755185774545e-12,,
pos_prop_ADP,explain-create,mannwhitneyu,109062.5,1.6388750458870114e-13,1.1636012825797781e-11,,
type_token_ratio,continue-explain,mannwhitneyu,108912.5,2.2819961136518055e-13,1.620217240692782e-11,,
token_length_std,explain-create,mannwhitneyu,59238.0,2.5500692473329795e-13,1.8105491656064154e-11,,
prop_adjacent_dependency_relation_std,human-explain,mannwhitneyu,108656.0,4.001788865903928e-13,2.841270094791789e-11,,
connectives,human-explain,mannwhitneyu,59641.0,5.771521999685607e-13,4.0977806197767805e-11,,
n_characters,human-continue,mannwhitneyu,59632.0,6.01814755856582e-13,4.272884766581732e-11,,
proportion_unique_tokens,human-continue,mannwhitneyu,59736.5,7.540829090633918e-13,5.353988654350082e-11,,
oov_ratio,human-create,mannwhitneyu,59768.0,7.838274805550363e-13,5.565175111940757e-11,,
dependency_distance_std,continue-explain,mannwhitneyu,59866.0,9.959588965908445e-13,7.071308165794996e-11,,
duplicate_ngram_chr_fraction_6,continue-explain,mannwhitneyu,60782.5,1.7625881036377856e-12,1.2514375535828278e-10,,
perplexity,continue-explain,mannwhitneyu,60207.0,2.0577642326439412e-12,1.4610126051771983e-10,,
entropy,continue-explain,mannwhitneyu,60207.0,2.0577642326439412e-12,1.4610126051771983e-10,,
per_word_perplexity,continue-explain,mannwhitneyu,60304.0,2.5249678464796153e-12,1.792727171000527e-10,,
n_sentences,continue-create,mannwhitneyu,107697.0,2.7279571121479385e-12,1.9368495496250364e-10,,
sentence_length_median,human-explain,mannwhitneyu,60404.5,2.8627792012642894e-12,2.0325732328976454e-10,,
prop_adjacent_dependency_relation_std,human-continue,mannwhitneyu,107703.0,3.069899054690292e-12,2.1796283288301075e-10,,
syllables_per_token_std,explain-create,t-test,-7.066326643192348,3.4076043543169444e-12,2.4193990915650305e-10,,
token_length_std,human-explain,mannwhitneyu,60832.0,7.582856537614601e-12,5.383828141706366e-10,,
syllables_per_token_median,explain-create,mannwhitneyu,68916.0,1.662114909543835e-11,1.1801015857761227e-09,,
token_length_mean,continue-create,t-test,-6.82767245230793,1.6822210622227286e-11,1.1943769541781373e-09,,
n_stop_words,continue-create,mannwhitneyu,106859.0,1.7452047259341056e-11,1.239095355413215e-09,,
duplicate_ngram_chr_fraction_8,human-explain,mannwhitneyu,65967.0,2.703665541365801e-11,1.9196025343697187e-09,,
duplicate_ngram_chr_fraction_7,explain-create,mannwhitneyu,104319.5,2.8558912080609825e-11,2.0276827577232975e-09,,
doc_length,continue-explain,mannwhitneyu,61511.5,3.0131567018923104e-11,2.1393412583435402e-09,,
n_stop_words,human-continue,mannwhitneyu,106556.5,3.2107253843048254e-11,2.279615022856426e-09,,
first_order_coherence,continue-create,mannwhitneyu,105867.0,1.2502777595125018e-10,8.876972092538763e-09,,
pos_prop_PUNCT,continue-create,mannwhitneyu,62594.0,2.505328855622385e-10,1.7787834874918933e-08,,
top_ngram_chr_fraction_2,explain-create,mannwhitneyu,105415.0,2.9799650064636283e-10,2.115775154589176e-08,,
per_word_perplexity,continue-create,mannwhitneyu,105321.0,3.562135562657191e-10,2.529116249486606e-08,,
mean_word_length,continue-explain,mannwhitneyu,105254.5,4.039601923894733e-10,2.8681173659652606e-08,,
second_order_coherence,continue-create,mannwhitneyu,105080.0,5.609328011467497e-10,3.9826228881419224e-08,,
syllables_per_token_median,human-explain,t-test,-6.274470810930538,5.682484028326215e-10,4.034563660111613e-08,,
n_tokens,continue-explain,mannwhitneyu,63776.0,2.2562130465096053e-09,1.6019112630218198e-07,,
oov_ratio,explain-create,mannwhitneyu,64027.0,3.4850778894254114e-09,2.4744053014920423e-07,,
duplicate_ngram_chr_fraction_9,human-explain,mannwhitneyu,70249.0,6.724869524442631e-09,4.774657362354268e-07,,
pos_prop_ADP,human-create,mannwhitneyu,64429.5,7.2333138959620195e-09,5.135652866133034e-07,,
oov_ratio,continue-create,mannwhitneyu,64501.0,8.107770845880316e-09,5.756517300575024e-07,,
token_length_median,continue-create,mannwhitneyu,66531.0,8.88247114480538e-09,6.30655451281182e-07,,
entropy,continue-create,mannwhitneyu,103426.0,1.1079685234576576e-08,7.866576516549369e-07,,
perplexity,continue-create,mannwhitneyu,103426.0,1.1079685234576576e-08,7.866576516549369e-07,,
connectives,continue-create,mannwhitneyu,103246.0,1.4244907513720069e-08,1.0113884334741248e-06,,
duplicate_ngram_chr_fraction_7,continue-explain,mannwhitneyu,66619.5,1.6214443795780993e-08,1.1512255095004506e-06,,
duplicate_ngram_chr_fraction_8,continue-explain,mannwhitneyu,68487.0,1.71446995929277e-08,1.2172736710978667e-06,,
duplicate_ngram_chr_fraction_8,explain-create,mannwhitneyu,99576.0,1.85308830045592e-08,1.3156926933237032e-06,,
sentence_length_mean,human-explain,mannwhitneyu,65160.5,2.5493926449456023e-08,1.8100687779113776e-06,,
pos_prop_PART,continue-explain,mannwhitneyu,102916.0,2.6527951434186146e-08,1.8834845518272164e-06,,
pos_prop_ADJ,continue-explain,mannwhitneyu,102836.5,3.03358789364189e-08,2.153847404485742e-06,,
n_characters,continue-create,mannwhitneyu,65616.0,5.462764804338846e-08,3.878563011080581e-06,,
connectives_cap,continue-explain,mannwhitneyu,101808.5,1.2161956319031838e-07,8.634988986512606e-06,,
token_length_std,continue-create,mannwhitneyu,66151.0,1.3075362674783388e-07,9.283507499096205e-06,,
connectives,continue-explain,mannwhitneyu,66336.0,1.679645744213204e-07,1.1925484783913749e-05,,
top_ngram_chr_fraction_2,continue-create,mannwhitneyu,101615.5,2.225444530239134e-07,1.580065616469785e-05,,
first_order_coherence,continue-explain,mannwhitneyu,101370.0,3.2721846992941626e-07,2.3232511364988555e-05,,
syllables_per_token_mean,continue-create,mannwhitneyu,66750.5,3.3784477493246873e-07,2.398697902020528e-05,,
duplicate_ngram_chr_fraction_9,continue-explain,mannwhitneyu,71736.5,4.028712631615475e-07,2.8603859684469873e-05,,
sentence_length_median,continue-explain,mannwhitneyu,66956.5,4.1583770375826096e-07,2.9524476966836528e-05,,
pos_prop_PRON,continue-explain,mannwhitneyu,100984.0,5.937616577868138e-07,4.2157077702863786e-05,,
mean_word_length,continue-create,t-test,-4.900516905612817,1.1525397895857917e-06,8.18303250605912e-05,,
doc_length,human-continue,mannwhitneyu,100442.5,1.3408434759593582e-06,9.519988679311443e-05,,
prop_adjacent_dependency_relation_std,continue-create,mannwhitneyu,100410.0,1.4072376712414184e-06,9.99138746581407e-05,,
sentence_length_mean,continue-explain,mannwhitneyu,68118.5,2.631963567524707e-06,0.0001868694132942542,,
doc_length,continue-create,mannwhitneyu,68372.5,3.7861186878469535e-06,0.0002688144268371337,,
syllables_per_token_std,continue-create,t-test,-4.635993478131942,4.1333294853021045e-06,0.0002934663934564494,,
pos_prop_ADP,continue-explain,mannwhitneyu,68467.5,4.333391833666292e-06,0.0003076708201903067,,
prop_adjacent_dependency_relation_mean,continue-explain,t-test,-4.611494582080088,4.637757273836504e-06,0.00032928076644239175,,
sentence_length_median,human-continue,mannwhitneyu,68604.0,4.993648252094121e-06,0.00035454902589868257,,
pos_prop_CCONJ,human-explain,t-test,4.586580876909315,5.211055107196625e-06,0.0003699849126109604,,
connectives_cap,continue-create,mannwhitneyu,99019.5,8.22803472320522e-06,0.0005841904653475706,,
duplicate_ngram_chr_fraction_9,explain-create,mannwhitneyu,94875.0,1.0479545803600823e-05,0.0007440477520556584,,
syllables_per_token_median,continue-create,mannwhitneyu,73599.0,1.1010397192887314e-05,0.0007817382006949993,,
prop_adjacent_dependency_relation_std,explain-create,mannwhitneyu,98937.0,1.1354434861014204e-05,0.0008061648751320085,,
second_order_coherence,continue-explain,mannwhitneyu,98601.0,1.782300588699638e-05,0.0012654334179767431,,
coleman_liau_index,continue-explain,mannwhitneyu,98441.0,2.2018631941702e-05,0.001563322867860842,,
n_characters,continue-explain,mannwhitneyu,69677.0,2.2545148872424284e-05,0.001600705569942124,,
n_tokens,explain-create,mannwhitneyu,98361.5,2.4430937054570814e-05,0.0017345965308745279,,
pos_prop_ADJ,human-explain,mannwhitneyu,69755.0,2.4970703516906968e-05,0.0017729199497003947,,
dependency_distance_std,continue-create,mannwhitneyu,70010.0,3.475008840203652e-05,0.002467256276544593,,
alpha_ratio,continue-explain,mannwhitneyu,97921.5,4.3102720696142e-05,0.003060293169426082,,
n_sentences,human-continue,mannwhitneyu,97829.5,4.725107830331254e-05,0.0033548265595351907,,
duplicate_ngram_chr_fraction_10,human-explain,mannwhitneyu,75606.0,5.4397713100607075e-05,0.0038622376301431023,,
duplicate_ngram_chr_fraction_10,continue-explain,mannwhitneyu,75628.5,6.782845535469357e-05,0.004815820330183244,,
token_length_median,continue-explain,mannwhitneyu,95696.5,6.884632898379952e-05,0.004888089357849766,,
doc_length,explain-create,mannwhitneyu,97531.0,7.035441056765928e-05,0.004995163150303809,,
n_stop_words,continue-explain,mannwhitneyu,71013.5,0.00012100554629703308,0.00859139378708935,,
syllables_per_token_std,continue-explain,mannwhitneyu,96924.0,0.0001470203719526321,0.010438446408636878,,
pos_prop_PRON,continue-create,mannwhitneyu,96793.0,0.00017167273895352296,0.01218876446570013,,
