feature,persona,test,t-statistic,pvalue,bon,bh
mean_word_length,continue-explain,mannwhitneyu,88269.0,0.07999720104292231,5.759798475090406,
duplicate_ngram_chr_fraction_8,continue-create,t,-1.7410335690321506,0.08217236321345814,5.916410151368986,
perplexity,continue-create,t,1.7183379576105982,0.08643058686894074,6.223002254563734,
dependency_distance_std,continue-explain,t,-1.6998553684912268,0.08956361257271428,6.448580105235428,
connectives_cap,explain-create,t,-1.6968729644561602,0.09010491234688582,6.487553688975779,
shannon_entropy,continue-create,t,-1.6826878631045767,0.09282114910666524,6.6831227356798975,
connectives,continue-explain,t,-1.665764813230764,0.09614788788207677,6.922647927509527,
connectives_cap,human-create,t,-1.6567753037805681,0.09796641297277445,7.05358173403976,
syllables_per_token_median,continue-create,t,-1.6300071337527162,0.10354411629541438,7.455176373269835,
sentence_length_median,human-continue,t,1.6289837735711596,0.10393543366847818,7.483351224130429,
duplicate_ngram_chr_fraction_7,continue-create,t,-1.5989604609363386,0.11031685534365139,7.9428135847429004,
flesch_reading_ease,explain-create,t,1.5585839817642213,0.11948558722049268,8.602962279875474,
token_length_mean,continue-explain,mannwhitneyu,87461.0,0.13132010633293884,9.455047655971596,
n_unique_tokens,human-continue,t,1.4882279915967576,0.1372291269043869,9.880497137115857,
yules_k,human-create,t,1.4605818273336457,0.14449584200616944,10.4037006244442,
coleman_liau_index,continue-create,mannwhitneyu,77544.0,0.144745463121665,10.42167334475988,
proportion_ellipsis,human-create,mannwhitneyu,82012.0,0.15755505138420578,11.343963699662815,
proportion_ellipsis,continue-create,mannwhitneyu,82012.0,0.15755505138420578,11.343963699662815,
proportion_ellipsis,explain-create,mannwhitneyu,82012.0,0.15755505138420578,11.343963699662815,
second_order_coherence,continue-explain,t,-1.3869307343123891,0.165848337244077,11.941080281573544,
n_characters,continue-create,t,1.3815894259792803,0.16747911524359158,12.058496297538593,
syllables_per_token_std,human-create,t,1.3756446588833677,0.16933493369177474,12.19211522580778,
n_unique_tokens,continue-create,mannwhitneyu,77958.0,0.1820380878834965,13.106742327611748,
token_length_median,continue-create,t,-1.3234435509976876,0.18606333082468074,13.396559819377014,
top_ngram_chr_fraction_3,continue-create,t,1.3066724568088728,0.19169572215124112,13.802091994889361,
proportion_bullet_points,continue-create,t,1.3073835153052729,0.19176062605044894,13.806765075632324,
token_length_mean,continue-create,mannwhitneyu,78143.0,0.20086169934773312,14.462042353036786,
simpson_diversity,explain-create,mannwhitneyu,78219.0,0.20898470552783532,15.046898798004143,
syllables_per_token_std,explain-create,t,1.2454904971744316,0.21331229741696625,15.35848541402157,
top_ngram_chr_fraction_2,human-explain,t,-1.2342348181118385,0.21750386719349407,15.660278437931574,
syllables_per_token_mean,continue-explain,t,1.2016136869413099,0.22986470340475643,16.550258645142463,
duplicate_ngram_chr_fraction_8,explain-create,t,1.1993282804677032,0.2308378241018525,16.62032333533338,
top_ngram_chr_fraction_4,continue-create,t,1.1963034553867997,0.23193649109910458,16.69942735913553,
proportion_bullet_points,continue-explain,t,1.1902138829692008,0.2345073617245032,16.88453004416423,
duplicate_ngram_chr_fraction_6,continue-create,t,-1.16229345592654,0.24552112049866082,17.67752067590358,
token_length_std,continue-create,t,-1.1422191189627353,0.2537004748023986,18.2664341857727,
syllables_per_token_mean,continue-create,t,-1.11855467597589,0.2636645951641301,18.983850851817365,
doc_length,explain-create,mannwhitneyu,78731.0,0.26995915826301164,19.43705939493684,
dependency_distance_mean,human-explain,mannwhitneyu,78872.0,0.28871052709114053,20.78715795056212,
syllables_per_token_median,continue-explain,t,1.0530365723341641,0.2926504506845171,21.070832449285234,
top_ngram_chr_fraction_2,human-continue,t,-1.0496559938319547,0.2941898765738824,21.18167111331953,
per_word_perplexity,human-explain,t,1.0000049518179548,0.3179052040601335,22.88917469232961,
per_word_perplexity,human-create,t,1.0000049518030611,0.31790520406733225,22.889174692847924,
per_word_perplexity,human-continue,t,1.0000049516695775,0.3179052041318505,22.88917469749324,
perplexity,human-explain,t,1.0000030253736476,0.31790613519288163,22.889241733887477,
perplexity,human-create,t,1.0000030253675058,0.31790613519585015,22.889241734101212,
perplexity,human-continue,t,1.0000030253252172,0.31790613521629013,22.889241735572888,
top_ngram_chr_fraction_3,explain-create,t,-0.9891389619359161,0.322909970777952,23.249517896012545,
perplexity,explain-create,t,-0.9665328724446961,0.3341155849773767,24.05632211837112,
token_length_std,human-continue,t,0.953632206271645,0.34057843722158687,24.521647479954254,
pos_prop_NOUN,continue-explain,t,-0.9447395523704243,0.34507620256296734,24.84548658453365,
sentence_length_median,human-create,t,-0.8063401767321899,0.4203655706754974,30.266321088635813,
mtld,human-explain,mannwhitneyu,124321.5,0.4266129079062805,30.716129369252194,
n_tokens,explain-create,mannwhitneyu,79764.0,0.42717180393648513,30.756369883426927,
gunning_fog,explain-create,t,-0.7707813568768881,0.44106160129696825,31.756435293381713,
mean_word_length,continue-create,mannwhitneyu,79883.0,0.44819766810639616,32.270232103660526,
flesch_reading_ease,continue-explain,t,0.7574053709619253,0.44902760317082646,32.3299874282995,
duplicate_line_chr_fraction,human-create,t,-0.757323505865455,0.44909593608320764,32.334907397990946,
token_length_std,continue-explain,mannwhitneyu,79941.0,0.4586526366465301,33.02298983855017,
syllables_per_token_std,human-continue,t,0.7391946133085671,0.46001213919178685,33.12087402180865,
per_word_perplexity,explain-create,t,-0.6953441686244654,0.4870674651126832,35.06885748811319,
duplicate_ngram_chr_fraction_5,continue-create,t,-0.638257086989314,0.5235089702220361,37.6926458559866,
top_ngram_chr_fraction_4,continue-explain,t,-0.6375758118928697,0.5239347138397594,37.72329939646268,
n_sentences,human-explain,t,0.6312003536480963,0.5282032334457869,38.030632808096655,
symbol_to_word_ratio_#,human-create,t,0.5694959891413504,0.5691829467407213,40.981172165331934,
syllables_per_token_std,continue-explain,t,-0.5627422586266304,0.5737905403678512,41.31291890648528,
automated_readability_index,explain-create,mannwhitneyu,84249.0,0.5838578032367436,42.03776183304554,
pos_prop_ADP,continue-create,t,-0.5401125058224755,0.5892714420406191,42.42754382692458,
pos_prop_PUNCT,continue-explain,t,-0.5256928205893073,0.5992455359987676,43.14567859191127,
doc_length,human-create,t,-0.5036196620397523,0.6147263673136049,44.26029844657955,
coleman_liau_index,continue-explain,t,0.46472297133441776,0.6422547529290589,46.24234221089224,
duplicate_ngram_chr_fraction_9,explain-create,t,0.43630124901267375,0.6627701904880257,47.719453715137846,
flesch_kincaid_grade,explain-create,mannwhitneyu,83862.0,0.6657758548803769,47.93586155138714,
syllables_per_token_std,continue-create,t,0.3902834871886737,0.6964485830246232,50.14429797777287,
lix,explain-create,mannwhitneyu,81156.0,0.7058087710610835,50.818231516398015,
entropy,human-create,t,0.36463652674821084,0.7154984429710561,51.515887893916045,
alpha_ratio,explain-create,t,-0.3584268942470428,0.7201189328155781,51.848563162721625,
rix,human-continue,mannwhitneyu,81311.5,0.7406751429474447,53.32861029221602,
pos_prop_ADV,human-continue,t,0.27706240860722847,0.7818165631771518,56.29079254875493,
syllables_per_token_std,human-explain,t,0.2663406200657092,0.7900475555524975,56.88342399977982,
proportion_bullet_points,human-continue,t,0.2441176621859208,0.8072054149742404,58.11878987814531,
proportion_bullet_points,explain-create,t,0.15056628662596655,0.8803648607769986,63.3862699759439,
connectives_cap,human-explain,t,-0.14066211261743783,0.8881732882946973,63.94847675721821,
top_ngram_chr_fraction_2,continue-explain,t,-0.06605216287616551,0.9473536530683705,68.20946302092267,
token_length_std,explain-create,mannwhitneyu,82234.0,0.9562097680261227,68.84710329788084,
token_length_std,human-explain,mannwhitneyu,82537.0,0.9717130109676271,69.96333678966914,
duplicate_ngram_chr_fraction_10,explain-create,t,0.022980992080427313,0.9816730488099373,70.68045951431549,
token_length_std,human-create,t,-0.008259954682376832,0.9934117903818455,71.52564890749288,
duplicate_paragraph_chr_fraction,human-explain,mannwhitneyu,82418.0,1.0,72.0,
duplicate_paragraph_chr_fraction,human-continue,mannwhitneyu,82418.0,1.0,72.0,
symbol_to_word_ratio_#,continue-explain,mannwhitneyu,82418.0,1.0,72.0,
duplicate_line_chr_fraction,continue-explain,mannwhitneyu,82418.0,1.0,72.0,
proportion_ellipsis,human-continue,mannwhitneyu,82418.0,1.0,72.0,
proportion_ellipsis,continue-explain,mannwhitneyu,82418.0,1.0,72.0,
duplicate_paragraph_chr_fraction,continue-explain,mannwhitneyu,82418.0,1.0,72.0,
proportion_ellipsis,human-explain,mannwhitneyu,82418.0,1.0,72.0,
pos_prop_SCONJ,human-continue,mannwhitneyu,,,,
pos_prop_SCONJ,human-explain,mannwhitneyu,,,,
pos_prop_SCONJ,human-create,mannwhitneyu,,,,
pos_prop_SCONJ,continue-create,mannwhitneyu,,,,
pos_prop_SCONJ,explain-create,mannwhitneyu,,,,
pos_prop_X,human-continue,mannwhitneyu,,,,
pos_prop_X,human-explain,mannwhitneyu,,,,
pos_prop_X,human-create,mannwhitneyu,,,,
pos_prop_X,continue-explain,mannwhitneyu,,,,
pos_prop_X,continue-create,mannwhitneyu,,,,
pos_prop_X,explain-create,mannwhitneyu,,,,
pos_prop_PART,human-continue,mannwhitneyu,,,,
pos_prop_PART,human-explain,mannwhitneyu,,,,
pos_prop_PART,human-create,mannwhitneyu,,,,
pos_prop_PART,continue-explain,mannwhitneyu,,,,
pos_prop_PART,continue-create,mannwhitneyu,,,,
pos_prop_PART,explain-create,mannwhitneyu,,,,
pos_prop_VERB,human-create,mannwhitneyu,,,,
pos_prop_VERB,continue-create,mannwhitneyu,,,,
pos_prop_VERB,explain-create,mannwhitneyu,,,,
pos_prop_ADJ,human-create,mannwhitneyu,,,,
pos_prop_ADJ,continue-create,mannwhitneyu,,,,
pos_prop_ADJ,explain-create,mannwhitneyu,,,,
pos_prop_NUM,human-continue,mannwhitneyu,,,,
pos_prop_NUM,human-explain,mannwhitneyu,,,,
pos_prop_NUM,human-create,mannwhitneyu,,,,
pos_prop_NUM,continue-explain,mannwhitneyu,,,,
pos_prop_NUM,continue-create,mannwhitneyu,,,,
pos_prop_NUM,explain-create,mannwhitneyu,,,,
pos_prop_PRON,human-continue,mannwhitneyu,,,,
pos_prop_PRON,human-create,mannwhitneyu,,,,
pos_prop_PRON,continue-explain,mannwhitneyu,,,,
pos_prop_PRON,continue-create,mannwhitneyu,,,,
pos_prop_PRON,explain-create,mannwhitneyu,,,,
pos_prop_AUX,human-continue,mannwhitneyu,,,,
pos_prop_AUX,human-create,mannwhitneyu,,,,
pos_prop_AUX,continue-explain,mannwhitneyu,,,,
pos_prop_AUX,continue-create,mannwhitneyu,,,,
pos_prop_AUX,explain-create,mannwhitneyu,,,,
pos_prop_DET,human-continue,mannwhitneyu,,,,
pos_prop_DET,human-create,mannwhitneyu,,,,
pos_prop_DET,continue-explain,mannwhitneyu,,,,
pos_prop_DET,continue-create,mannwhitneyu,,,,
pos_prop_DET,explain-create,mannwhitneyu,,,,
pos_prop_CCONJ,human-continue,mannwhitneyu,,,,
pos_prop_CCONJ,human-create,mannwhitneyu,,,,
pos_prop_CCONJ,continue-explain,mannwhitneyu,,,,
pos_prop_CCONJ,continue-create,mannwhitneyu,,,,
pos_prop_CCONJ,explain-create,mannwhitneyu,,,,
pos_prop_PROPN,human-continue,mannwhitneyu,,,,
pos_prop_PROPN,human-explain,mannwhitneyu,,,,
pos_prop_PROPN,human-create,mannwhitneyu,,,,
pos_prop_PROPN,continue-explain,mannwhitneyu,,,,
pos_prop_PROPN,continue-create,mannwhitneyu,,,,
pos_prop_PROPN,explain-create,mannwhitneyu,,,,
pos_prop_SPACE,human-continue,mannwhitneyu,,,,
pos_prop_SPACE,human-explain,mannwhitneyu,,,,
pos_prop_SPACE,human-create,mannwhitneyu,,,,
pos_prop_SPACE,continue-explain,mannwhitneyu,,,,
pos_prop_SPACE,continue-create,mannwhitneyu,,,,
pos_prop_SPACE,explain-create,mannwhitneyu,,,,
